period.month,avg.effect,avg_CI.lower_68,avg_CI.upper_68,avg_CI.lower_90,avg_CI.upper_90,avg_CI.lower_95,avg_CI.upper_95,avg_SE.upper,avg_SE.lower,median.effect,median_CI.lower_68,median_CI.upper_68,median_CI.lower_90,median_CI.upper_90,median_CI.lower_95,median_CI.upper_95,median_SE.upper,median_SE.lower,percentile_2.5,percentile_16,percentile_84,percentile_97.5,correction.min_estimate_95,correction.max_estimate_95,correction.min_estimate_68,correction.max_estimate_68,correction.mean,correction.median
0,-0.018586769960211177,-0.08636297081325398,0.0358253018879154,-0.12745837753214279,0.07602615032143475,-0.14900748827627536,0.09489758064677632,0.06134721044361705,0.06698383176646293,0,-0.0016836222753324821,0.003063561695213248,-0.003355143343718998,0.006040415197102518,-0.0041271355119606385,0.007721626625099747,0.006661997792597216,0.006174745999150364,-0.5884433543497335,-0.046176669300534885,0.04145636739155574,0.3449511950526473,-0.0077663995353996745,0.01109583832084432,-2.7610300819064e-4,0.0013404753973301335,9.470363733634299e-4,3.217493679120002e-4
3,-0.007332593103218066,-0.15507613127219771,0.11645585536558913,-0.24460948908780047,0.20891006116004304,-0.28873901252507156,0.24725540057326975,0.1297140576871898,0.13914745859373298,0.00951312601464726,-0.017727971899811144,0.06253580433140896,-0.04752230643269425,0.10762627473982737,-0.06389067803932735,0.1298644264684828,0.06082110358158705,0.06493993562450934,-0.7729055469584031,-0.13192075848115922,0.16645616183373282,0.5448400829295919,-0.0049960556412295175,0.06904017635230691,0.0019492549214253849,0.029861272578637243,0.016502234348850318,0.009163504236285105
6,-0.013433885611509214,-0.19793009369844924,0.16074061207779394,-0.3171454172204004,0.26932378858750267,-0.37505998056045387,0.32191968113983593,0.17132993412994313,0.19049544023960577,0.008953122133084745,-0.033220310540903325,0.08021068105130658,-0.07894156225210339,0.1404844167411364,-0.09993438473294124,0.16443793023985165,0.08706854465468747,0.09072635230967063,-1.0371127093983037,-0.21167689672604106,0.21283647709821207,0.72665296444241545,-0.011263555517721398,0.06039029039167554,1.3201244495640065e-4,0.027135452201249778,0.016726265789450717,0.013652285189922484
9,-0.022359420952988707,-0.23027568188380312,0.18839537547343885,-0.3791793102718397,0.3322164583603498,-0.4518008538506364,0.3977611977240033,0.21194679749907205,0.22647047425543432,0.012001714856862966,-0.057317909848709006,0.09692414057375363,-0.1241387234459438,0.1681422997265439,-0.16540842741547562,0.20926914414388173,0.10709271862582607,0.11368570936271412,-1.2079598049986393,-0.2833027097406313,0.2575905998847314,0.8388883703492618,-0.014824249899333205,0.06699459738046389,-6.93559966618487e-4,0.02204454149961448,0.016179758873096674,0.013641279943155504
12,-0.04185762727289776,-0.281546156684591,0.1926566863319347,-0.4541040510464803,0.3591064867040733,-0.5384433763093602,0.4372786622754572,0.2480796637732637,0.25868401933626517,0.010596035983237412,-0.08301560124378998,0.10961057086865363,-0.16754781964296736,0.19229896779277023,-0.21344762803521608,0.2400882492382067,0.13438752315906682,0.134345540372124,-1.4361870310479006,-0.3413986874826265,0.27825247703635,0.903955454032918,-0.018753264168389867,0.07470387650252619,-7.404895729436966e-4,0.024538746292482712,0.014943814554049742,0.008556363238412489
15,-0.053623040868499755,-0.33234496124874463,0.21574434317080668,-0.5167371565112961,0.3997984473931809,-0.607432229618608,0.4839695029199889,0.28000236306916965,0.29473035165442807,0.007163086739687963,-0.10121465279014909,0.10967616220902061,-0.1961636675414887,0.2037622857276195,-0.24331591032320102,0.26008371667656077,0.14051488800910955,0.14647117103415297,-1.716961355218643,-0.4029731116842653,0.2939917640147808,1.0154580265136597,-0.021198148785226183,0.06429921376099802,-0.008163978952224,0.023044807858654124,0.00827518113591115,5.158661181804773e-4
18,-0.08729247566221418,-0.3944345943949173,0.20816665446389046,-0.6023382596123192,0.4079095066003076,-0.7023875499992551,0.5001045569349291,0.3060888791324151,0.32448764093207566,-0.019881892527360306,-0.13515142050956613,0.08976960705882629,-0.23754330371262378,0.18492721583471272,-0.2881069478180448,0.23886659678009653,0.15546346002822842,0.16028279915852345,-1.7976620915455823,-0.4752289226236244,0.2806025633825469,1.0161161079114263,-0.03203577310489092,0.04811362744930584,-0.023210462651821476,0.017141064082634543,-0.0032437462827556627,-0.011927735023804984
21,-0.1123812069636977,-0.46899827134830535,0.20734854915249987,-0.6982097088325832,0.4315836519337742,-0.8035887672462713,0.5355885977023386,0.3300127393987616,0.3538193273816798,-0.030198935227759075,-0.17024048148071183,0.0844961508759305,-0.2688361902241196,0.18735394958959192,-0.3336993195603137,0.24195942730755618,0.16593191385141937,0.17360950618036766,-1.8940753276011781,-0.5019750531040906,0.26998871373069017,1.1213016599933565,-0.04861934460854807,0.03280854579751784,-0.03130021162714725,0.012853570756204746,-0.012198930650255225,-0.02018897284115652
24,-0.1767495478774972,-0.5601303366367685,0.1676073257228702,-0.8001330436798015,0.3908763190095832,-0.917665105760757,0.5020735825751274,0.3520770669633063,0.3740776250576139,-0.06894265044340153,-0.23755340086060533,0.06789951738036946,-0.34629197179170723,0.18077535617164459,-0.41551033077476585,0.22927947760997247,0.18518499240710226,0.19436863726749132,-2.0852042022052903,-0.5894573972780526,0.27006691647566416,1.1746397585083446,-0.0986042059445167,0.0251117092742762,-0.04257168387115134,0.009601025713831585,-0.025280739079202866,-0.0328002092860466
27,-0.22503897569410275,-0.6349477290093164,0.12120819541299857,-0.8968521240120096,0.350422645056237,-1.0238402282837709,0.47173553286845266,0.35994294127170307,0.39022079703798057,-0.0853874129597495,-0.2677577276962352,0.05410431254656861,-0.3696440690069128,0.15417995630819237,-0.4376457041020628,0.2061281415977625,0.1758796939086077,0.1830456717146845,-2.2945293915601166,-0.6646332583680018,0.15362673889186326,1.2944611036525426,-0.1347425250808069,0.031783010851398306,-0.055689717798397306,0.007507299671211727,-0.03379243331125474,-0.03676612346265859
