0, -1.0999320773259251
1, -0.690111027505206
2.0000000000000027, -1.1647590514550634
3.0000000000000027, -2.0022145634626956
4.000000000000003, -2.752904136656678
5.000000000000003, -3.2757883381847543
6.000000000000003, -3.6163091463977493
7.000000000000003, -3.7757013435641653
8.000000000000004, -3.9498996366942
9.000000000000004, -3.98962715890029
10, -3.887550883027913
11, -3.642060556513562
12, -3.364152515491541
13, -3.146565049098813
14, -2.994710907896903
15, -2.8283058786158035
16, -2.638890457791038
17, -2.5213015308741715
18, -2.431006745647516
19, -2.347847731171444
20, -2.274971203510294
21, -2.233368627313503
22, -2.2334947798996803
23, -2.2125831173762434
24, -2.2333755126228976
25, -2.2437136224859486
25.999999999999996, -2.275472673230812
26.999999999999996, -2.357516285146424
27.999999999999996, -2.447009466184528
29.000000000000004, -2.5366077857406326
29.999999999999996, -2.5785815336131606
30.999999999999996, -2.6998088937896147
31.999999999999996, -2.843536020854156
33.00000000000001, -2.9590482012784456
34, -3.0568275000524654
35, -3.1591724956050156
36, -3.2409148994154773
37.00000000000001, -3.3812478054309407
38, -3.5188297139054123
39, -3.6377073404855684
40, -3.748982911111911
41.00000000000001, -3.883407069030235
42, -3.987234158617574
43, -4.080552444017204
44, -4.143565378479813
44.99219968798753, -4.2148337595907925
45.99063962558503, -4.3171355498721224
47.02028081123246, -4.3785166240409215
48.01872074882996, -4.460358056265986
49.01716068642747, -4.531969309462917
50.01560062402497, -4.583120204603582
51.01404056162248, -4.624040920716113
52.01248049921998, -4.6751918158567785
53.010920436817486, -4.736572890025577
54.04056162246491, -4.797953964194375
55.00780031201249, -4.849104859335038
56.006240249609995, -4.879795396419438
57.035881435257416, -4.900255754475704
58.003120124804994, -4.910485933503836
59.0015600624026, -4.930946291560104
59.968798751950075, -4.951406649616369
