period.month,avg.effect,avg_CI.lower_68,avg_CI.upper_68,avg_CI.lower_90,avg_CI.upper_90,avg_CI.lower_95,avg_CI.upper_95,avg_SE.upper,avg_SE.lower,median.effect,median_CI.lower_68,median_CI.upper_68,median_CI.lower_90,median_CI.upper_90,median_CI.lower_95,median_CI.upper_95,median_SE.upper,median_SE.lower,percentile_2.5,percentile_16,percentile_84,percentile_97.5,correction.min_estimate_95,correction.max_estimate_95,correction.min_estimate_68,correction.max_estimate_68,correction.mean,correction.median
0,-0.20169651619786705,-0.6296366353333432,0.07758434491799143,-0.883507332496966,0.2660175592999514,-0.9924320280345055,0.3520608909418531,0.309731068932083,0.36167197175662946,-5.065376867984146e-4,-0.011637011578976716,0.004587508424512173,-0.020598075270325096,0.012709781417327443,-0.02563065623223925,0.01718547340433013,0.01934656876106328,0.018693225853565597,-2.805059605398592,-0.4395150518457077,0.03109688282814322,0.708463471087644,-0.19686803823195131,0.00813935332545973,-0.0771711554845528,0.004505104455501502,-0.0282485950774784,0.0011954339453841732
3,-0.2906348194524953,-0.7884113629290567,0.16497953188217718,-1.1410041930767187,0.46649108632808073,-1.321663347625568,0.6145336554621903,0.4598413442716765,0.5340469164433738,-0.07180623789960361,-0.24774034198473815,0.06854014175125087,-0.3803970501525046,0.1695896092157575,-0.4577416019214602,0.2193383458621868,0.20219383512016112,0.2185564611892699,-3.2542839916148982,-0.7994186357775621,0.13007747136914005,1.2674557961610957,-0.34311529433208865,0.019651403059313868,-0.1551009227138606,0.006891412414436073,-0.05223425181695468,-0.01517308494789898
6,-0.5713530579991155,-1.191396527789616,0.01863356418324854,-1.580082443719859,0.36590610763125164,-1.7854072303288804,0.5339592226707844,0.5677517220738963,0.6180552569468277,-0.24928440426393592,-0.516544791066734,-0.05572850846703642,-0.6789158494383118,0.05993235677869743,-0.759493289015803,0.11509995587881755,0.24906794220465955,0.2555132764468365,-3.8976403227955423,-1.2241310036118611,0.01043006658569192,0.8447762427753632,-0.5123790943835722,0.003508985946565938,-0.34306760504928013,-0.019787693595636473,-0.13267545836504288,-0.05649257308691085
9,-0.7039416918041744,-1.3460612445319344,-0.08460076960692879,-1.7965169759921291,0.3114337192797401,-2.0278302049748484,0.49277220732510624,0.6297224422036799,0.6609784948749766,-0.36419346670042974,-0.6652709081284626,-0.12143711099078862,-0.8674164457995637,0.019021001663998227,-0.949454905422888,0.09086521649352947,0.2880131893075841,0.2864828675886264,-4.554116016539789,-1.43868103538197,-0.04458790429109989,1.046941427659606,-0.6584173566204105,-0.05114065839351391,-0.46665102890309657,-0.06110659392975755,-0.19598983790751393,-0.09847017532235156
12,-0.7701644235634777,-1.471526147737579,-0.10613833357619618,-1.9211462741962455,0.3032255429295107,-2.1308071395021555,0.5033974764420255,0.650579685171489,0.6756569725389777,-0.42257304581144384,-0.7463734369953259,-0.1463739883252394,-0.9372395187840452,0.007400720974343633,-1.0368298477552318,0.07480297826212726,0.3079914563322216,0.30099338843897566,-4.490374503153099,-1.5200724717419818,-0.07248569539621026,0.688099125952876,-0.7066773223324797,-0.05408137318582742,-0.47267160258890256,-0.07171527195181514,-0.2143450221099238,-0.11369575861086213
15,-0.8259712392386434,-1.549336425381153,-0.14762702433727332,-2.026576332354487,0.30581911302136444,-2.2517090730338842,0.5189845942427402,0.68111159450802,0.7019733582481216,-0.49898022165403444,-0.8163915963811146,-0.17126269891641963,-1.004613991977185,0.0012916768977313808,-1.1093890681968834,0.08036062339049427,0.32798399673468587,0.32067970970933907,-4.479482983390838,-1.5911394414336204,-0.0676236126911698,0.6064185531603645,-0.7306615317421624,-0.026365436677497446,-0.4823193276424433,-0.05282573120272216,-0.2141343438746402,-0.09689499418522693
18,-0.857653744282381,-1.6000825686574458,-0.14592466420384245,-2.0768872456421548,0.3184237298085601,-2.308894842249083,0.5363188802087644,0.704162885761615,0.7278315395208913,-0.5368158350563818,-0.8642846814658482,-0.1733881545528642,-1.0664279994177717,0.00765684318427251,-1.1806441578892444,0.09211266674850904,0.3408039535760832,0.32773466956687675,-4.658932822671543,-1.711016199861175,-0.07005009802077829,0.6467558675105982,-0.730965310800112,-0.01617411063148933,-0.4900722103083626,-0.04136328055653446,-0.21402188632247848,-0.09473812038306804
21,-0.8656421953694174,-1.629538518854881,-0.15095395711086537,-2.1100763734599144,0.3132254461457905,-2.348182686201979,0.5367792376637348,0.7176468443623598,0.7443812952963922,-0.5312882518943975,-0.8756806095558913,-0.17214008342068837,-1.0613457107650623,0.012173818220829746,-1.175440277709119,0.09879587681730762,0.3475799382274625,0.33472782396613343,-4.821747804104994,-1.6630320153311602,-0.054726632927442356,0.5886382095854847,-0.7325868680014007,-0.00661198641746893,-0.49040881637781775,-0.03339631049121812,-0.202567653425631,-0.07189139369782171
24,-0.8701194390589131,-1.658251421505595,-0.1462592276521071,-2.1489711261274858,0.3273476125846861,-2.3919872972231766,0.5559263631362614,0.7274383123753984,0.7528920322281407,-0.5257743221366876,-0.8899965493505809,-0.15200795726990962,-1.0864361682737982,0.02773564978205182,-1.1833413389641994,0.1030163068502069,0.3564255914907218,0.3429569095954175,-5.034112710787706,-1.6609446110263142,-0.041343370563335535,0.5960565005428831,-0.740508653327479,-0.006716437761843802,-0.48984810675618495,-0.028086089744223868,-0.19516051267952952,-0.06471151588349774
27,-0.8693718134917418,-1.6690872590555894,-0.11954258010388281,-2.1860782844148963,0.36714759480605974,-2.436247390996985,0.6019103418519771,0.7488855891409661,0.7769146499238404,-0.4922380359836686,-0.8798924730830416,-0.11914903142985359,-1.0831840723943484,0.04552427749713873,-1.1955507798011138,0.13808288162421498,0.35939588818431384,0.3573701142369848,-4.962716278715241,-1.708981922090563,-0.035270822985550135,0.5526505702322119,-0.7388232396319645,-0.015294524529406632,-0.4851784044012447,-0.023830647419078303,-0.19313469014370382,-0.061677466447656835
