Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age,Abstract,FullTextURL,RelatedURL
204,"C Onyeiwu","Monetary policy and economic growth of Nigeria",2012,"Journal of Economics and Sustainable development","academia.edu","https://www.academia.edu/download/29440862/Policy-and-Economic-Growth-of-Nigeria.pdf","https://scholar.google.com/scholar?cites=17288928499837963506&as_sdt=2005&sciodt=0,5&hl=en",11,"2023-02-08 13:47:29","PDF","","","",,,,,204,18.55,204,1,11,"… This paper examines the impact of monetary policy on the Nigerian economy. In doing this, the … shows that monetary policy presented by money supply exerts a positive impact on GDP …","https://www.academia.edu/download/29440862/Policy-and-Economic-Growth-of-Nigeria.pdf","https://scholar.google.com/scholar?q=related:8gz4s96c7u8J:scholar.google.com/&scioq=effect+of+%22monetary+policy%22+on+%22economic+growth%22&hl=en&as_sdt=0,5"
178,"HA Adefeso, HI Mobolaji","The fiscal-monetary policy and economic growth in Nigeria: Further empirical evidence",2010,"Pakistan Journal of Social Sciences","researchgate.net","https://www.researchgate.net/profile/Hakeem-Mobolaji/publication/250303892_The_Fiscal-Monetary_Policy_and_Economic_Growth_in_Nigeria_Further_Empirical_Evidence/links/02e7e53bd620f526fe000000/The-Fiscal-Monetary-Policy-and-Economic-Growth-in-Nigeria-Further-Empirical-Evidence.pdf","https://scholar.google.com/scholar?cites=17205596751848613372&as_sdt=2005&sciodt=0,5&hl=en",12,"2023-02-08 13:47:29","PDF","","","",,,,,178,13.69,89,2,13,"… of fiscal and monetary policy on economic growth in Nigeria … The empirical result showed that the effect of monetary policy … emphasis and reliance on monetary policy for the purpose …","https://www.researchgate.net/profile/Hakeem-Mobolaji/publication/250303892_The_Fiscal-Monetary_Policy_and_Economic_Growth_in_Nigeria_Further_Empirical_Evidence/links/02e7e53bd620f526fe000000/The-Fiscal-Monetary-Policy-and-Economic-Growth-in-Nigeria-Further-Empirical-Evidence.pdf","https://scholar.google.com/scholar?q=related:_CWNLhaPxu4J:scholar.google.com/&scioq=effect+of+%22monetary+policy%22+on+%22economic+growth%22&hl=en&as_sdt=0,5"
72,"NM Nwoko, JC Ihemeje, E Anumadu","The impact of monetary policy on the economic growth of Nigeria",2016,"African Research Review","ajol.info","https://www.ajol.info/index.php/afrrev/article/view/137035","https://scholar.google.com/scholar?cites=2957671602379034625&as_sdt=2005&sciodt=0,5&hl=en",13,"2023-02-08 13:47:29","","","","",,,,,72,10.29,24,3,7,"… This study examined the impact of monetary policy on economic growth of Nigeria. The work covers the period of 1980 – 2011, using multiple regression analysis. The result shows that …","https://www.ajol.info/index.php/afrrev/article/view/137035/127148","https://scholar.google.com/scholar?q=related:ARAQ5qbCCykJ:scholar.google.com/&scioq=effect+of+%22monetary+policy%22+on+%22economic+growth%22&hl=en&as_sdt=0,5"
7,"AB Abille, DMN Mpuure","Effect of monetary policy on economic growth in Ghana",2020,"Applied Economics Journal","researchgate.net","https://www.researchgate.net/profile/Adamu-Abille/publication/343989317_Effect_of_monetary_policy_on_economic_growth_in_Ghana/links/5f6181734585154dbbd54da1/Effect-of-monetary-policy-on-economic-growth-in-Ghana.pdf","https://scholar.google.com/scholar?cites=11206250448885887108&as_sdt=2005&sciodt=0,5&hl=en",14,"2023-02-08 13:47:29","PDF","","","",,,,,7,2.33,4,2,3,"… : Is monetary policy consequential to … impact of monetary policy on economic growth in Ghana? To answer these queries, a first-hand study is needed to identify whether monetary policy …","https://www.researchgate.net/profile/Adamu-Abille/publication/343989317_Effect_of_monetary_policy_on_economic_growth_in_Ghana/links/5f6181734585154dbbd54da1/Effect-of-monetary-policy-on-economic-growth-in-Ghana.pdf","https://scholar.google.com/scholar?q=related:hLDn9WiZhJsJ:scholar.google.com/&scioq=effect+of+%22monetary+policy%22+on+%22economic+growth%22&hl=en&as_sdt=0,5"
16,"M Lut, P Moolio","The impact of monetary policy on economic growth in Cambodia",2015,"Journal of Management for Global Sustainable …","researchgate.net","https://www.researchgate.net/profile/Pahlaj-Moolio/publication/303487211_The_Impact_of_Monetary_Policy_on_Economic_Growth_in_Cambodia/links/5745476408aea45ee85387b9/The-Impact-of-Monetary-Policy-on-Economic-Growth-in-Cambodia.pdf","https://scholar.google.com/scholar?cites=12377071461088542905&as_sdt=2005&sciodt=0,5&hl=en",15,"2023-02-08 13:47:29","PDF","","","",,,,,16,2.00,8,2,8,"… monetary policy has any impact on the economic growth in … an increase in money supply boosts economic growth, while … monetary policy has any impact on the economic growth in …","https://www.researchgate.net/profile/Pahlaj-Moolio/publication/303487211_The_Impact_of_Monetary_Policy_on_Economic_Growth_in_Cambodia/links/5745476408aea45ee85387b9/The-Impact-of-Monetary-Policy-on-Economic-Growth-in-Cambodia.pdf","https://scholar.google.com/scholar?q=related:ucDO1eowxKsJ:scholar.google.com/&scioq=effect+of+%22monetary+policy%22+on+%22economic+growth%22&hl=en&as_sdt=0,5"
32,"M Baghebo, ET Stephen","Monetary policy and economic growth in Nigeria (1980-2011)",2014,"Asian Economic and Financial …","archive.aessweb.com","https://archive.aessweb.com/index.php/5002/article/view/1139","https://scholar.google.com/scholar?cites=2491441724893676065&as_sdt=2005&sciodt=0,5&hl=en",16,"2023-02-08 13:47:29","","","","",,,,,32,3.56,16,2,9,"… The Study empirically examined the impact of monetary policy … Today, the impact of monetary policy has wider implication … of the impact of monetary policy on economic growth in …","https://archive.aessweb.com/index.php/5002/article/download/1139/1648","https://scholar.google.com/scholar?q=related:IcLfbgxhkyIJ:scholar.google.com/&scioq=effect+of+%22monetary+policy%22+on+%22economic+growth%22&hl=en&as_sdt=0,5"
27,"YS Shukhratovna","Innovative Approaches for Modeling the Impact of Monetary Policy on Economic Development",2021,"… -амалий анжуман илмий мақолалар тўплами 20 …","agriculture.uz","http://agriculture.uz/filesarchive/1-kism_makola_19.06_.pdf#page=508","https://scholar.google.com/scholar?cites=5059951999912384391&as_sdt=2005&sciodt=0,5&hl=en",17,"2023-02-08 13:47:29","PDF","","","",,,,,27,13.50,27,1,2,"… and model the impact of monetary policy on macroeconomic … effective impact of indirect instruments on economic growth and … influence of monetary policy on economic growth is based …","http://agriculture.uz/filesarchive/1-kism_makola_19.06_.pdf#page=508","https://scholar.google.com/scholar?q=related:hxdO_4iPOEYJ:scholar.google.com/&scioq=effect+of+%22monetary+policy%22+on+%22economic+growth%22&hl=en&as_sdt=0,5"
2,"K Srithilat, T Khamthoummabounmy, ...","The Effect of Monetary Policy on Economic Growth in Lao PDR",2022,"Int. J. Econ. Financ …","researchgate.net","https://www.researchgate.net/profile/Khaysy_Srithilat/publication/358036357_The_Effect_of_Monetary_Policy_on_Economic_Growth_in_Lao_PDR/links/61f0a855dafcdb25fd50222d/The-Effect-of-Monetary-Policy-on-Economic-Growth-in-Lao-PDR.pdf","https://scholar.google.com/scholar?cites=16743595816302217675&as_sdt=2005&sciodt=0,5&hl=en",18,"2023-02-08 13:47:29","PDF","","","",,,,,2,2.00,1,3,1,"… The empirical analysis of this study examines the dynamic effect of monetary policy and economic growth of Lao PDR. Overall, the study of the effect of the monetary policy in Lao PDR …","https://www.researchgate.net/profile/Khaysy_Srithilat/publication/358036357_The_Effect_of_Monetary_Policy_on_Economic_Growth_in_Lao_PDR/links/61f0a855dafcdb25fd50222d/The-Effect-of-Monetary-Policy-on-Economic-Growth-in-Lao-PDR.pdf","https://scholar.google.com/scholar?q=related:ywlp_a4zXegJ:scholar.google.com/&scioq=effect+of+%22monetary+policy%22+on+%22economic+growth%22&hl=en&as_sdt=0,5"
4,"A Mwange","An empirical investigation of the impact of monetary policy on economic growth in Zambia",2022,"","um.edu.mt","https://www.um.edu.mt/library/oar/handle/123456789/102968","https://scholar.google.com/scholar?cites=7126812857789229501&as_sdt=2005&sciodt=0,5&hl=en",19,"2023-02-08 13:47:29","","","","",,,,,4,4.00,4,1,1,"… the impact of monetary policy on the real sector and to assess the effectiveness of various monetary policy … This study investigated the impact of monetary policy on economic growth in …","https://www.um.edu.mt/library/oar/bitstream/123456789/102968/1/JAFAS8%284%29A14.pdf","https://scholar.google.com/scholar?q=related:vak24YiG52IJ:scholar.google.com/&scioq=effect+of+%22monetary+policy%22+on+%22economic+growth%22&hl=en&as_sdt=0,5"
39,"L Papademos","The contribution of monetary policy to economic growth",2003,"… in Europa Fostering Economic Growth","oenb.at","https://www.oenb.at/dam/jcr:3a025f76-0b8d-4230-a102-d2fbe7e97c64/vowitag_2003_tcm16-8876.pdf#page=23","https://scholar.google.com/scholar?cites=9693214873294105913&as_sdt=2005&sciodt=0,5&hl=en",20,"2023-02-08 13:47:29","PDF","","","",,,,,39,1.95,39,1,20,"… effects. I will begin by considering whether and how monetary policy may influence economic growth in the … and economic growth, and then assessing the available empirical evidence. …","https://www.oenb.at/dam/jcr:3a025f76-0b8d-4230-a102-d2fbe7e97c64/vowitag_2003_tcm16-8876.pdf#page=23","https://scholar.google.com/scholar?q=related:OW06BpI3hYYJ:scholar.google.com/&scioq=effect+of+%22monetary+policy%22+on+%22economic+growth%22&hl=en&as_sdt=0,5"
41,"M Próchniak, B Witkowski","Real economic convergence and the impact of monetary policy on economic growth of the EU countries: The analysis of time stability and the identification of major …",2012,"National Bank of Poland Working …","papers.ssrn.com","https://papers.ssrn.com/sol3/papers.cfm?abstract_id=2213712","https://scholar.google.com/scholar?cites=17678751308819947076&as_sdt=2005&sciodt=0,5&hl=en",21,"2023-02-08 13:47:29","","","","",,,,,41,3.73,21,2,11,"… the impact of monetary policy variables on economic growth … (3) The considered economic growth determinants, including … monetary policy, exhibited mixed impact on economic growth…","http://www.nbp.pl/publikacje/materialy_i_studia/137_en.pdf","https://scholar.google.com/scholar?q=related:RF6vOqaKV_UJ:scholar.google.com/&scioq=effect+of+%22monetary+policy%22+on+%22economic+growth%22&hl=en&as_sdt=0,5"
113,"MA Abata, JS Kehinde, SA Bolarinwa","Fiscal/monetary policy and economic growth in Nigeria: A theoretical exploration",2012,"International Journal of …","academia.edu","https://www.academia.edu/download/33391993/Monetary_Policy_and_Economic_Growth_in_Nigeria.PDF","https://scholar.google.com/scholar?cites=8035267436296529184&as_sdt=2005&sciodt=0,5&hl=en",22,"2023-02-08 13:47:29","PDF","","","",,,,,113,10.27,38,3,11,"… This study revealed that the effect of monetary policy on economic growth in Nigeria is much stronger than that of fiscal policy. This study therefore, recommends monetary policy for the …","https://www.academia.edu/download/33391993/Monetary_Policy_and_Economic_Growth_in_Nigeria.PDF","https://scholar.google.com/scholar?q=related:IOW3HykBg28J:scholar.google.com/&scioq=effect+of+%22monetary+policy%22+on+%22economic+growth%22&hl=en&as_sdt=0,5"
2,"G Hunibachew","The Effect of Monetary Policy on Economic Growth in Ethiopia",2021,"International Journal of Finance and Banking …","article.ijfbr.net","http://article.ijfbr.net/pdf/10.11648.j.ijfbr.20210706.11.pdf","https://scholar.google.com/scholar?cites=6552724992924146805&as_sdt=2005&sciodt=0,5&hl=en",23,"2023-02-08 13:47:29","PDF","","","",,,,,2,1.00,2,1,2,"… effect on economic growth in Ethiopia in the study period. However, exchange rate has no significant effect in … of the monetary policy instrument variables with economic growth except …","http://article.ijfbr.net/pdf/10.11648.j.ijfbr.20210706.11.pdf","https://scholar.google.com/scholar?q=related:dVwRyqn071oJ:scholar.google.com/&scioq=effect+of+%22monetary+policy%22+on+%22economic+growth%22&hl=en&as_sdt=0,5"
28,"E Akalpler, D Duhok","Does monetary policy affect economic growth: evidence from Malaysia",2018,"Journal of Economic and Administrative …","emerald.com","https://www.emerald.com/insight/content/doi/10.1108/JEAS-03-2017-0013/full/html","https://scholar.google.com/scholar?cites=14346196081103442609&as_sdt=2005&sciodt=0,5&hl=en",24,"2023-02-08 13:47:29","","10.1108/JEAS-03-2017-0013","","",,,,,28,5.60,14,2,5,"… the effects of monetary policy on economic growth, with … in this study, effects of the monetary policy on economic growth is … monetary policy instruments used for the model showed that …","","https://scholar.google.com/scholar?q=related:sZJFjFPtF8cJ:scholar.google.com/&scioq=effect+of+%22monetary+policy%22+on+%22economic+growth%22&hl=en&as_sdt=0,5"
61,"K Srithilat, G Sun, M Thavisay","The impact of monetary policy on economic development: Evidence from Lao PDR",2017,"Global Journal of Human-Social …","researchgate.net","https://www.researchgate.net/profile/Khaysy_Srithilat/publication/316736953_The_Impact_of_Monetary_Policy_on_Economic_Development_Evidence_from_Lao_PDR/links/590feca54585159781875b30/The-Impact-of-Monetary-Policy-on-Economic-Development-Evidence-from-Lao-PDR.pdf","https://scholar.google.com/scholar?cites=18165345481871487091&as_sdt=2005&sciodt=0,5&hl=en",25,"2023-02-08 13:47:29","PDF","","","",,,,,61,10.17,20,3,6,"… economic growth and economic performance. The earlier empirical study such as (Zhang & Sun, 2017) analysis the confidence in monetary policy … an easing monetary policy, thus leads …","https://www.researchgate.net/profile/Khaysy_Srithilat/publication/316736953_The_Impact_of_Monetary_Policy_on_Economic_Development_Evidence_from_Lao_PDR/links/590feca54585159781875b30/The-Impact-of-Monetary-Policy-on-Economic-Development-Evidence-from-Lao-PDR.pdf","https://scholar.google.com/scholar?q=related:c3AyvXhFGPwJ:scholar.google.com/&scioq=effect+of+%22monetary+policy%22+on+%22economic+growth%22&hl=en&as_sdt=0,5"
27,"B Dimitrijević, I Lovre","Essay on monetary policy and economic growth",2013,"Journal of Central Banking Theory and Practice","cbcg.me","https://cbcg.me/slike_i_fajlovi/fajlovi/journal/vol2/no1/essay_on_monetary_policy.pdf","https://scholar.google.com/scholar?cites=9488715643837858223&as_sdt=2005&sciodt=0,5&hl=en",26,"2023-02-08 13:47:29","PDF","","","",,,,,27,2.70,14,2,10,"… economic growth as one of the key problems. Therefore, the objective of this paper is the monetary policy … the source of economic growth without inflationary consequences. The paper …","https://cbcg.me/slike_i_fajlovi/fajlovi/journal/vol2/no1/essay_on_monetary_policy.pdf","https://scholar.google.com/scholar?q=related:r8GlzZqwroMJ:scholar.google.com/&scioq=effect+of+%22monetary+policy%22+on+%22economic+growth%22&hl=en&as_sdt=0,5"
37,"J Bhattacharya, J Haslag, A Martin","Optimal monetary policy and economic growth",2009,"European Economic Review","Elsevier","https://www.sciencedirect.com/science/article/pii/S0014292108000226","https://scholar.google.com/scholar?cites=13496391296839866044&as_sdt=2005&sciodt=0,5&hl=en",27,"2023-02-08 13:47:29","","","","",,,,,37,2.64,12,3,14,"… far has focused on linear storage economies and not on neoclassical production economies, an important contribution of this paper is to highlight the fact that optimal monetary policy is …","https://www.researchgate.net/profile/Duncan-Foley-2/publication/24106935_Optimal_Fiscal_and_Monetary_Policy_and_Economic_Growth/links/02e7e5374bd558783a000000/Optimal-Fiscal-and-Monetary-Policy-and-Economic-Growth.pdf","https://scholar.google.com/scholar?q=related:vFbQpWDQTLsJ:scholar.google.com/&scioq=effect+of+%22monetary+policy%22+on+%22economic+growth%22&hl=en&as_sdt=0,5"
13,"EN Twinoburyo, NM Odhiambo","Can Monetary Policy drive economic growth? Empirical evidence from Tanzania",2018,"Contemporary Economics","go.gale.com","https://go.gale.com/ps/i.do?id=GALE%7CA570046809&sid=googleScholar&v=2.1&it=r&linkaccess=abs&issn=20840845&p=AONE&sw=w","https://scholar.google.com/scholar?cites=12830490585582352082&as_sdt=2005&sciodt=0,5&hl=en",28,"2023-02-08 13:47:29","","","","",,,,,13,2.60,7,2,5,"… The study uses two proxies of monetary policy, namely, money … impact of monetary policy on economic growth in the long term--irrespective of the proxy used to measure monetary policy…","","https://scholar.google.com/scholar?q=related:0jahbzUPD7IJ:scholar.google.com/&scioq=effect+of+%22monetary+policy%22+on+%22economic+growth%22&hl=en&as_sdt=0,5"
4,"V Bondarchuk, A Raboshuk","The impact of monetary policy on economic growth in Ukraine",2020,"Ekonomista","yadda.icm.edu.pl","https://yadda.icm.edu.pl/yadda/element/bwmeta1.element.cejsh-e102a3c8-710e-4155-96df-ccdee1db6772","https://scholar.google.com/scholar?cites=8918020999643541154&as_sdt=2005&sciodt=0,5&hl=en",29,"2023-02-08 13:47:29","","","","",,,,,4,1.33,2,2,3,"… experienced since then some economic growth and increase of GDP, … monetary policy and economic growth in Ukraine. Has monetary policy exerted any influence on economic growth …","https://yadda.icm.edu.pl/yadda/element/bwmeta1.element.cejsh-e102a3c8-710e-4155-96df-ccdee1db6772/c/oai-journals-pan-pl-116613_full-text_EKON_2020-01_05-Bondarchuk-Raboshuk.pdf","https://scholar.google.com/scholar?q=related:oi46d9ksw3sJ:scholar.google.com/&scioq=effect+of+%22monetary+policy%22+on+%22economic+growth%22&hl=en&as_sdt=0,5"
42,"V Khabo, C Harmse","The impact of monetary policy on the economic growth of a small and open economy: the case of South Africa: economics",2005,"South African Journal of Economic and …","journals.co.za","https://journals.co.za/doi/abs/10.10520/EJC31489","https://scholar.google.com/scholar?cites=10234358784873697469&as_sdt=2005&sciodt=0,5&hl=en",30,"2023-02-08 13:47:29","","10.10520/EJC31489","","",,,,,42,2.33,21,2,18,"… impact of monetary policy on a small and open economy, like that of South Africa The study tested the effect of stimulating economic growth … on stimulating the economic growth (GDP) …","https://repository.up.ac.za/bitstream/handle/2263/3018/Khabo_Impact(2005).pdf?sequence=1","https://scholar.google.com/scholar?q=related:vZBLRBe_B44J:scholar.google.com/&scioq=effect+of+%22monetary+policy%22+on+%22economic+growth%22&hl=en&as_sdt=0,5"
34,"M Younsi, A Nafla","Financial stability, monetary policy, and economic growth: Panel data evidence from developed and developing countries",2019,"Journal of the Knowledge Economy","Springer","https://link.springer.com/article/10.1007/s13132-017-0453-5","https://scholar.google.com/scholar?cites=17482818713286054611&as_sdt=2005&sciodt=0,5&hl=en",31,"2023-02-08 13:47:29","","10.1007/s13132-017-0453-5","","",,,,,34,8.50,17,2,4,"… between financial stability, monetary policy, and economic growth in 40 … effects panel data regression models were fitted to determine the impact of financial stability and monetary policy …","","https://scholar.google.com/scholar?q=related:05L35f1yn_IJ:scholar.google.com/&scioq=effect+of+%22monetary+policy%22+on+%22economic+growth%22&hl=en&as_sdt=0,5"
85,"I Chugunov, M Pasichnyi, V Koroviy, ...","Fiscal and monetary policy of economic development",2021,"European Journal of …","ojs.ecsdev.org","http://ojs.ecsdev.org/index.php/ejsd/article/view/1153","https://scholar.google.com/scholar?cites=1012610054231201984&as_sdt=2005&sciodt=0,5&hl=en",32,"2023-02-08 13:47:29","","","","",,,,,85,42.50,21,4,2,"… that fiscal and monetary policy coordination with its … economic growth. He highlighted that government economic policy’s main effects should reduce the volatility of the economic growth’…","http://ojs.ecsdev.org/index.php/ejsd/article/download/1153/1134","https://scholar.google.com/scholar?q=related:wJhwsnqDDQ4J:scholar.google.com/&scioq=effect+of+%22monetary+policy%22+on+%22economic+growth%22&hl=en&as_sdt=0,5"
37,"AG Roy","US Foreign Indebtedness, Monetary Policy, and Economic Growth.",2012,"International Journal of Economic Perspectives","search.ebscohost.com","https://search.ebscohost.com/login.aspx?direct=true&profile=ehost&scope=site&authtype=crawler&jrnl=13071637&AN=92026226&h=Z0XzFtj267KJFNiXh7fNYpPkpPfMrDip6gEG4XhSMHTcTVpVnwm7Pi4IrT7o%2BX55jQnM9j3MmJCa1sScHjGpdg%3D%3D&crl=c","https://scholar.google.com/scholar?cites=16539301334102527353&as_sdt=2005&sciodt=0,5&hl=en",33,"2023-02-08 13:47:29","","","","",,,,,37,3.36,37,1,11,"… the effects of economic growth and monetary policy on US … estimate the effects of economic growth and monetary policy on … the stance of monetary policy and foreign indebtedness. The …","","https://scholar.google.com/scholar?q=related:eU1TNO9mh-UJ:scholar.google.com/&scioq=effect+of+%22monetary+policy%22+on+%22economic+growth%22&hl=en&as_sdt=0,5"
