period.month,avg.effect,avg_CI.lower_68,avg_CI.upper_68,avg_CI.lower_90,avg_CI.upper_90,avg_CI.lower_95,avg_CI.upper_95,avg_SE.upper,avg_SE.lower,median.effect,median_CI.lower_68,median_CI.upper_68,median_CI.lower_90,median_CI.upper_90,median_CI.lower_95,median_CI.upper_95,median_SE.upper,median_SE.lower,percentile_2.5,percentile_16,percentile_84,percentile_97.5
0,0.003681162588891696,-0.07780225398669845,0.07422910110031307,-0.12848696332248144,0.12411139002335997,-0.15299978819462737,0.14927638005969232,0.07691276003224887,0.07830861070676949,1.6856570783136325e-16,-0.009983946298471054,0.013576074448364088,-0.029871875143862664,0.025095286901902554,-0.03781860612998354,0.031166408341801385,0.03561368209255376,0.03659828070400925,-0.48720444212143904,-0.08255398370352521,0.06618228104286808,0.504528953857311
3,0.00827538169537453,-0.1504283365320117,0.15194359994860773,-0.2503625336367908,0.25271103487486596,-0.29758740319462335,0.30044852085426677,0.15025020709855746,0.14905397068772525,0.005055181450842718,-0.05635883723892143,0.062288108533496526,-0.11825453494179647,0.13110508268415616,-0.14167651548226337,0.16537184226939003,0.09019398138778985,0.09951334425480718,-0.7390674882699988,-0.1517518980891999,0.23579464377761836,0.627010535677957
6,0.011026452995470335,-0.18986164259658686,0.20777175626808633,-0.31147928232146666,0.33460073890203784,-0.37023012803606187,0.39578141685478224,0.195165446728092,0.193782756308954,0.0019655288642916125,-0.10928320070511746,0.11410290847508593,-0.1794890542371972,0.20754115600301998,-0.20039062749168407,0.27282237459427094,0.12578466341512468,0.13857042947382744,-0.6438191239963142,-0.2045797605498819,0.29337318785009747,0.7178146291627108
9,0.027446741452083142,-0.20810661258657967,0.2722515577553542,-0.3610220593814204,0.421712032999892,-0.4338547722435484,0.4967127950690955,0.2320589049723207,0.23313354166925818,0.0034752788617745667,-0.12056009345801835,0.13652611760822736,-0.21760166259887975,0.24447542746477616,-0.2661916381760737,0.3265818653695961,0.1575676589674484,0.1662072331683081,-0.7815485735647304,-0.22009782876060247,0.337448537768294,0.920784364860204
12,0.02559895179669832,-0.25174142230123886,0.29248638761594675,-0.42561728180807823,0.4740988150629677,-0.5092571828602888,0.5578004793086181,0.26407162104175014,0.26801604903807497,-0.005295078542268822,-0.19799163898479183,0.14868226416031455,-0.2829950018181614,0.2508572439780679,-0.32744130426986984,0.36932876670869175,0.16257661313074653,0.1891581769944506,-1.0076374674793556,-0.30330180688739483,0.42677786347077323,1.1486258674669034
15,0.019206628907957327,-0.2923596125178731,0.33177510749736194,-0.48650531836090843,0.5314599224789316,-0.5801911431912112,0.6249586187918285,0.30203404536926753,0.30164704492515704,-0.02600863248208937,-0.22362177291082724,0.149467372269506,-0.3881633723127498,0.28629608427562225,-0.43944937240494397,0.38610299675754667,0.2177243311284821,0.21976217570734627,-1.118615936674776,-0.32307636773833726,0.4412727325502513,1.3715272973886536
18,-0.01586750944144891,-0.35195253366678697,0.3274963444011414,-0.5603440481274256,0.5516223821330404,-0.6600955625833534,0.6567318156616891,0.3336263551856014,0.32979792622516507,-0.06758683398100979,-0.2965099388655777,0.10575268087244563,-0.4365991196697522,0.28704263008103503,-0.5211925037985552,0.3577669809136466,0.21858307760498374,0.22305328569501842,-1.1823500181025943,-0.34191920346957994,0.46240649535029593,1.4514716937021457
21,-0.03713992249817912,-0.40389818540299144,0.3365592520567264,-0.634487726797332,0.5792462183932076,-0.7500414288638567,0.6950446674473835,0.35985785993697733,0.36126264123309093,-0.10174897477494652,-0.3804410181622513,0.09142718461875601,-0.5271673152201796,0.22384864060568846,-0.6083101552737068,0.29834359790794585,0.23547756916060125,0.24405436316058557,-1.2437006807593955,-0.4676425136849228,0.41529679618567483,1.7147463131123983
24,-0.09244124485322548,-0.47466520407830814,0.3006329365156935,-0.7214365447637971,0.5737365824009023,-0.8435962271161396,0.6968529266381851,0.38487164757732617,0.38613248297075814,-0.1621111865401419,-0.46475548693093527,0.05478494811332485,-0.6091942729282691,0.16130443614472395,-0.7075058030722229,0.22925361378734432,0.24652786942374189,0.2590429477610941,-1.2887080990825281,-0.5188697249304753,0.35376952644700455,1.638856917765628
27,-0.18320771492475718,-0.5674708144984133,0.20181685143493613,-0.81726990664876,0.457211441838354,-0.93927133883895,0.5811177661383664,0.3841218572588862,0.38974519737882934,-0.2254816678247265,-0.582798190248375,0.015416957408536325,-0.7643518518707451,0.09024213604115183,-0.8416397979282817,0.15169728992822432,0.2777181758477738,0.2928481214695148,-1.5025641978429936,-0.6256196880541297,0.22170832527009218,1.7698458645407142
