period.month,avg.effect,avg_CI.lower_68,avg_CI.upper_68,avg_CI.lower_90,avg_CI.upper_90,avg_CI.lower_95,avg_CI.upper_95,median.effect,median_CI.lower_68,median_CI.upper_68,median_CI.lower_90,median_CI.upper_90,median_CI.lower_95,median_CI.upper_95
33,-0.8659930845875861,-2.000850170239942,0.17083426594493292,-2.6775538907691043,0.8228369107257941,-3.0066717676674592,1.1510117298298022,-0.47192270568392675,-0.9043187980520433,-0.09058376951554123,-1.0732034783209605,0.04716637689751355,-1.2029041299883203,0.13172095339383763
36,-0.8670712118147377,-1.9387231829762337,0.14457445840086824,-2.6014490770872727,0.7870913578720035,-2.9201084409874456,1.106892584865402,-0.5675160693474731,-0.9983459407573813,-0.12551015626302697,-1.1467027480777303,0.03625067184286335,-1.2376144874911752,0.13596084210572634
39,-0.8690234604841642,-2.1119398085940397,0.3127661033726746,-2.907613799133552,1.0569996225816103,-3.287084081267201,1.4296768253970817,-0.4912493679043438,-1.031237577115185,-0.06758336934657269,-1.262087924599098,0.10988924083665053,-1.390705392197032,0.2713065741251406
42,-0.8215420695179647,-2.0732700633935996,0.35253792169670767,-2.8749961751567934,1.10561659069428,-3.259488549164472,1.4828106607816827,-0.4602467581186962,-0.9870176429074173,-0.033164920316226566,-1.245659777466269,0.18525291634695665,-1.3479394169097025,0.3085972520430664
45,-0.7846887604278996,-2.036100141615677,0.39330313884230284,-2.8528147512270365,1.1528650314725903,-3.2472298163107194,1.5313912947795127,-0.4435618937693686,-0.9958878638666208,-0.013957904901326923,-1.267096007100625,0.20726815931048104,-1.4067506653080635,0.337392259824409
48,-0.9749183812372012,-1.8512388964598534,-0.1568623986513799,-2.400769237154393,0.3498854578715008,-2.669821117497175,0.6023195207387538,-0.6004658696657188,-1.023032966860548,-0.13147431199399545,-1.2600043955676552,0.05247609709770562,-1.3550406803087383,0.14229519292219273
51,-0.9315639220806683,-1.8742019954081879,-0.06589637900505532,-2.462147553030685,0.46214563396709246,-2.7519821701878744,0.7267335369511654,-0.5049909216034343,-0.9034996728358246,-0.040708476974502944,-1.0841565083031943,0.07428142044073897,-1.210277175955543,0.18561043337433747
54,-0.9107147993487938,-1.8515139976586685,-0.052083322300372326,-2.437356715035234,0.4664603867392691,-2.7265632814318628,0.7402469838629584,-0.49126190265404523,-0.8997159823208826,-0.03246569736244461,-1.0739267829769217,0.09198724794187596,-1.2289442501405965,0.21518366766963065
57,-0.8814181270585844,-1.8116358126816934,-0.023855091671389963,-2.3882568281992125,0.5135784625761113,-2.672391043768254,0.7904801193476846,-0.45407357899058265,-0.8638787212767488,-0.03107100716025976,-1.0687349834740303,0.10556393675870601,-1.1748525445895597,0.2555571508876453
60,-0.8751439529051938,-1.6517246232660017,-0.1095992292250167,-2.1226721961612363,0.35976823468834523,-2.3550658322184463,0.5970764731877259,-0.5616306079588593,-0.8589368194255951,-0.0650367157634816,-1.0557911776373659,0.06879432388311674,-1.1461033606617819,0.12753903970801372
