period.month,avg.effect,avg_CI.lower_68,avg_CI.upper_68,avg_CI.lower_90,avg_CI.upper_90,avg_CI.lower_95,avg_CI.upper_95,median.effect,median_CI.lower_68,median_CI.upper_68,median_CI.lower_90,median_CI.upper_90,median_CI.lower_95,median_CI.upper_95
0,-0.22568327359675477,-1.100864692990446,0.47466853957776556,-1.6021036862174385,0.9293307925097205,-1.8380265742758877,1.1544704146079032,-4.481689491586671e-4,-0.005789017282032012,0.0027102985709912077,-0.010114135562502862,0.006416428732957167,-0.012176213090945508,0.007842030757020068
3,-0.2904568497924293,-1.0596945388044303,0.47546846404135423,-1.6241307664237765,0.9979010365505409,-1.9108702850296255,1.258230550815447,-0.07364796515157535,-0.21950903443198505,0.03672141864264263,-0.3485928473923934,0.1113961075015252,-0.38616142740550724,0.14554700474751475
6,-0.4912995902043561,-1.4072500968321509,0.46410851028522643,-2.0141715275188146,1.1126418670981815,-2.3058526417215517,1.4174483318076019,-0.20479033525342083,-0.42748055802205476,-0.03820729160536489,-0.5618043322076461,0.03704215843562223,-0.6193345288124938,0.09227025066867378
9,-0.6103152920681196,-1.52201978290414,0.36141806445573826,-2.141667494473781,1.0135875538819326,-2.4437291803916357,1.3241078720709798,-0.2568970755990223,-0.5279279909828718,-0.086566985863827,-0.6872033975330455,0.015216382485770522,-0.7742777554555662,0.07178463122118543
12,-0.7694176222784425,-1.7283246387461366,0.18296055198214628,-2.3338416819877095,0.758905662102741,-2.625905873467027,1.0386796473348707,-0.382760647914294,-0.67758533781698,-0.13959444406662502,-0.841697057372098,-0.028443323977156043,-0.9075410135402171,0.022589494610461475
15,-0.904930927946693,-1.9652474579075845,0.06464875152206664,-2.606252735312632,0.6665511023781854,-2.918287202169553,0.9618799730141285,-0.4306442019711858,-0.7439409418069639,-0.17650698766392395,-0.909431730592834,-0.03740183886545477,-0.9807649238042737,0.015508889057352093
18,-0.9871857518045294,-2.0775395410088673,-0.03331087485572931,-2.711235352021947,0.5870024839697445,-3.022119032118035,0.8913434157053018,-0.5051691626199711,-0.7861032271124002,-0.19189976020104282,-0.94931214587123125,-0.04675087697952972,-1.0213566263777014,0.009557929631426626
21,-1.0054751899987793,-2.1106548826971236,-0.03528153561372563,-2.759675483041856,0.5951286118261042,-3.0764411691223086,0.9090197909243678,-0.5080560073164934,-0.8406132006823333,-0.17536603510880075,-0.9998625272423618,-0.04157161174890833,-1.0590279362197572,0.023040655222902717
24,-1.0127367580586009,-2.088088912768244,-0.05269735847858226,-2.7207571463492957,0.5736589930605693,-3.026192109485338,0.8777579825123828,-0.5489215503027978,-0.9109002421698689,-0.19877893644615188,-1.0784270635822355,-0.04512804367534526,-1.150302930378154,0.024082586253639886
27,-0.9692427853941386,-2.140877766177363,0.0705546841965932,-2.8218851177635518,0.7289202784429524,-3.1533794537532183,1.0537524631900148,-0.5062204047280587,-0.9018888324237051,-0.14784028169430458,-1.0515673296583543,-0.0021362874879546703,-1.1151099186240865,0.06414810874399635
30,-0.9341382111765284,-2.124407678789907,0.16075347336234344,-2.8334036987714533,0.8495513595498827,-3.1800442593359155,1.1955376646458795,-0.5029463641521774,-0.9199539779213312,-0.12049458974614147,-1.1046083761015806,0.02748297000107358,-1.1933468554978963,0.09861640210095479
