period.month,avg.effect,avg_CI.lower_68,avg_CI.upper_68,avg_CI.lower_90,avg_CI.upper_90,avg_CI.lower_95,avg_CI.upper_95,avg_SE.upper,avg_SE.lower,median.effect,median_CI.lower_68,median_CI.upper_68,median_CI.lower_90,median_CI.upper_90,median_CI.lower_95,median_CI.upper_95,median_SE.upper,median_SE.lower,percentile_2.5,percentile_16,percentile_84,percentile_97.5
0,-0.14108521798965076,-0.5848153209716346,0.13011812389825186,-0.8556999741812652,0.3177792821517018,-0.9920212804228549,0.42148782120156775,0.3157880038044847,0.44044288217900046,-5.992153132803116e-4,-0.008973592209215744,0.003890077173370512,-0.014379582097252411,0.009651381367737716,-0.018184834390811887,0.013836394889810411,0.013804805205440113,0.014606482953975623,-2.2421118742463633,-0.2830008804568692,0.02651071140533119,0.7429428822746128
3,-0.2606515900993293,-0.7853101322924165,0.1794917494864771,-1.133869143643432,0.47097880735787706,-1.3116763489079324,0.6117578813799235,0.4516172081869932,0.5730061161016058,-0.07538800334232769,-0.23740520306297186,0.05699750251825081,-0.37366315254302584,0.14810964205157523,-0.43067909327871157,0.19529399290696609,0.18579635032547434,0.19434128165284442,-3.298246621298899,-0.6352542752029396,0.10564456324494492,1.2541445014804893
6,-0.5256599707115766,-1.1802640623257719,0.07431737386258915,-1.6148083158550912,0.4971294300555836,-1.822571866902666,0.6781965756053577,0.5986502510091504,0.6669496170593572,-0.23061361323078824,-0.5078301096329574,-0.05316484784422554,-0.6680162809063911,0.05489206968761559,-0.7423214898853951,0.10915176746521738,0.23021207258396134,0.24111926154654878,-3.8834878256810073,-1.106929244175626,-0.003964430711495081,0.7936145889653685
9,-0.6812563102433993,-1.3661991895576802,-0.027926486772206785,-1.859825280430765,0.427153183647227,-2.089584167670496,0.6401004388605918,0.658133627039012,0.718405593351581,-0.3440306294247826,-0.6411794806903213,-0.11090271354012649,-0.8201899752215998,0.011686387069522547,-0.9075136444212142,0.0727237805039398,0.2616982550988676,0.2710947322597184,-4.979184197657184,-1.3038539911881484,-0.04470102657359206,1.1392535597348852
12,-0.832175505375333,-1.558637098729807,-0.13774617141602244,-2.02935721819245,0.2782425568987537,-2.256775481086956,0.4751689181762875,0.6630369747585428,0.7125016988302758,-0.41192174810427573,-0.732227468215737,-0.1437915270376347,-0.9187505666055815,-0.004630725927885104,-1.0093033016132895,0.04552127078459822,0.2769753455368747,0.28054688114039095,-5.67313874770002,-1.4911181918820566,-0.08310385286092001,0.6935623459882261
15,-0.9223479894682616,-1.6874885093091363,-0.19511034182190035,-2.1776660615582815,0.2521161502405807,-2.4163477503109996,0.4719286557368339,0.6920462439959865,0.7501231432660238,-0.46779433094669387,-0.7800381499969977,-0.18213366545620968,-0.9888849157088528,-0.019350230101507084,-1.0844589672120728,0.03827229018669068,0.3022368944729672,0.3117234474340612,-5.580113026548668,-1.6960548520032945,-0.09091172531417313,0.6065703204757211
18,-0.9460543352195582,-1.738587448586942,-0.1941098293793248,-2.2390929560736264,0.26766087707753156,-2.4788829970437787,0.4959846743647289,0.7339434957369784,0.78344849177435,-0.531429767573228,-0.8480705597577798,-0.1980630919570327,-1.0370008971051883,-0.019294223886969206,-1.1219473448225408,0.047540839297626154,0.3183262052707178,0.3197868815406391,-5.577055182900391,-1.8262243594920982,-0.09173533876957424,0.5738936568966431
21,-0.9589462463281664,-1.7795847598152568,-0.21576133499389868,-2.3054262580837577,0.25735717337548586,-2.5445116754374344,0.5027200491141145,0.7566236083116172,0.7926961493918475,-0.5476920130243248,-0.87557026879807065,-0.19942113456719157,-1.0333942703670027,-0.011093939492126892,-1.1362935412564064,0.06417882948393805,0.32350714040094103,0.3303514388211438,-5.636019315249822,-1.822183902802768,-0.0764335907406675,0.5639203977645677
24,-0.9799041462829313,-1.7870097046077837,-0.2409202974590216,-2.288349599717943,0.22102950931197046,-2.5173622610083646,0.4451305763211088,0.7420965251485434,0.7706620062685506,-0.546953323233385,-0.8924201419862918,-0.20852536139516584,-1.0812904721066325,-0.0032498722930125196,-1.18281590955884,0.06159926220487091,0.3305233670525764,0.3263822729783361,-5.60468010888467,-1.7884910538537604,-0.08158893453664957,0.4690354612620931
27,-0.9713963175393409,-1.8322149767270768,-0.2108277463479453,-2.363579663683901,0.299023531545565,-2.6353996737148297,0.5342515342921961,0.7897004020158136,0.8289404572130392,-0.5101430674149237,-0.8882072945798464,-0.1702981385027748,-1.0921469992038102,0.019181262840310437,-1.196637210706329,0.1062508286034457,0.33837314388239836,0.3384067235649603,-5.986400773727147,-1.794254006223789,-0.07905376322170098,0.5285760858201692
30,-0.9123901125329711,-1.8063711408928576,-0.13564774455708642,-2.3775089488129746,0.38037056718107826,-2.6499633301647383,0.6295255868204152,0.8303016013788433,0.8545867931607188,-0.48453820918372736,-0.9036584434290877,-0.15273858927609033,-1.1205412853739496,0.04439802229043445,-1.2369242022214708,0.12384247542374188,0.35010896983171425,0.3458129772995524,-5.584095966305304,-1.66097436516039,-0.05298753274598296,0.6573098959860094
33,-0.842030722677739,-1.7863985333396426,-0.059647688138425074,-2.343082715723623,0.4888994941522544,-2.6377455154655456,0.7663432497396897,0.8578443167659722,0.8868635571222147,-0.4615075827181818,-0.895294424894802,-0.10036305069384602,-1.1619115750798155,0.07915236826122313,-1.2694055933898418,0.1846563825600437,0.35551571993118175,0.35781743597636484,-5.187058941112546,-1.526956838994567,-0.03606960652384045,0.7307147808647416
36,-0.7873697470319849,-1.7393036438429927,0.005938677436003189,-2.2961276419805494,0.5348071330208193,-2.5821661647596463,0.805544239235432,0.8614968010267016,0.8891169777137291,-0.4423829627544799,-0.8632397323425874,-0.09076271684773696,-1.1350311843312686,0.08192048406149066,-1.2702049748349247,0.19562456779730875,0.35760364829561864,0.3602865545226387,-4.856744351288485,-1.458435181947579,-0.03034113866749621,1.0257516408228495
39,-0.7542065770574506,-1.6062407061085378,0.03869721498195601,-2.1989027666671976,0.5487643066795479,-2.4464847123431412,0.8000390910471764,0.7957506745902918,0.8291045872474124,-0.4165725464334446,-0.8274435216417558,-0.051300224434055075,-1.1135435009022416,0.12316867247727609,-1.218811609179338,0.23474103839543226,0.36332533113343385,0.3733229022843205,-4.344111902824221,-1.4306712650362592,-0.029243073677549754,0.7746651511357684
42,-0.6518124208113627,-1.5022257327746111,0.10911594450924936,-2.001115888797938,0.5977381449076478,-2.2550208364701514,0.84023752805734,0.7720393800177247,0.8019997381145498,-0.3647170045410734,-0.7888414951517246,-0.006152565148494889,-1.0661114209715195,0.15721478402308697,-1.1707730558265794,0.2689500850465668,0.3566738145062027,0.3554455564392982,-3.6897563405036555,-1.3471819482073393,6.844098333772782e-4,0.910499599570481
45,-0.6218432996682012,-1.4582782903130087,0.1466115268501366,-2.0263912065546887,0.6644368020232622,-2.2626985804813846,0.9001552066174671,0.7818921279394413,0.8147423185903824,-0.3402619247867352,-0.7639819993509511,0.009028259665218918,-1.0532910578930972,0.18353307501709626,-1.1525893181924034,0.28324215256415053,0.3613347556805835,0.3566634824343329,-3.6345003518925596,-1.3137092638152545,0.01558580561804956,1.074898237647782
48,-0.6571106908998632,-1.3147637939598984,-0.017766890876109862,-1.6874220028351803,0.35278737140890637,-1.872551306450878,0.5236817845815497,0.5960647486966834,0.6380202723728059,-0.35420269479120614,-0.7051221454234986,0.006872860316988557,-0.9346573167561963,0.16952543489310018,-1.0366628563856972,0.24452792374656213,0.32937649997397017,0.3357324710826328,-4.084332436386108,-1.3480180881214894,0.028136862479650256,0.802517739228548
51,-0.6588003826629127,-1.2897435694527164,-0.07921331161489886,-1.6558437301331963,0.2626874238392987,-1.8339666412726132,0.42851610168102494,0.5617502063764503,0.5888557197136101,-0.3910083700493972,-0.6965649461670396,-0.010616193993552736,-0.9332965109672194,0.14392675074546107,-1.015420148207574,0.22892147449547878,0.30814019834279116,0.3035801071538512,-4.229530134005261,-1.2180723665857451,0.034968289096723296,0.4780517187764321
54,-0.6265419281259375,-1.2638209764732713,-0.049968264354879374,-1.6401424663548738,0.29946545856804485,-1.817351794915249,0.4735779766657956,0.5650036706776914,0.5934369857492854,-0.3501699236228525,-0.6867848119485951,0.0027196839455905317,-0.91743699611581,0.16220706699436266,-1.0235668862022025,0.2651924480920404,0.3051367286106037,0.30621675072892374,-4.257304479774328,-1.1903358780821716,0.04180433108503003,0.5922463800159838
57,-0.5958490767234413,-1.2376246258859573,-0.01899133359619411,-1.627253485410415,0.3466916583549421,-1.805059332040343,0.5253794512910892,0.5682426520900221,0.597385221173597,-0.3308414212010599,-0.6649892313494847,0.011582595801961665,-0.8958518263839725,0.18672939389078752,-0.9952178192576939,0.2896217879116021,0.3101442438857174,0.30733707842215574,-4.126902711289432,-1.1631315408309861,0.04327440080690748,0.6925606791195535
60,-0.5953691489334544,-1.2482096172885127,0.021303996381668223,-1.650125960048541,0.39901362177075306,-1.8450610972024541,0.5856749224741293,0.5956883082768886,0.6218737699179319,-0.3914460074474513,-0.7693270317529475,0.01170226220009397,-0.9701730531322922,0.1791868684230163,-1.0887231679477813,0.27073447564010944,0.3337934556369386,0.3118164261472055,-3.0516628564313346,-1.2184311426823042,0.019657399961030664,0.32312740494338277
