period.month,avg.effect,avg_CI.lower_68,avg_CI.upper_68,avg_CI.lower_90,avg_CI.upper_90,avg_CI.lower_95,avg_CI.upper_95,avg_SE.upper,avg_SE.lower,median.effect,median_CI.lower_68,median_CI.upper_68,median_CI.lower_90,median_CI.upper_90,median_CI.lower_95,median_CI.upper_95,median_SE.upper,median_SE.lower,percentile_2.5,percentile_16,percentile_84,percentile_97.5
0,-0.19308332192998623,-0.46944948282287213,-0.01967882834139496,-0.6210161929843202,0.09872570699369797,-0.7013717539521833,0.1555965430121875,0.18003841227725728,0.24142705571587528,-0.0036825995924664274,-0.04566693348095523,0.013746123713169434,-0.10602063128105532,0.03346989142240548,-0.14135820069158053,0.039029056197632236,0.04806403328018878,0.06267707649880644,-2.0669744536114214,-0.3482480141784041,0.035659421393285325,0.25550624805979977
3,-0.36529127349424556,-0.7790458839760118,-0.10443456268956633,-1.0045361055253659,0.07427067108796026,-1.1214751730428132,0.16004358730645651,0.26921712984570917,0.3535436875676324,-0.1537807698080966,-0.2505449861565527,0.0026523173984513426,-0.41866292109146747,0.09504747550291726,-0.46339540321921713,0.13273983257698946,0.14676927071338758,0.1726353908840253,-3.1403728296740208,-0.7952091697713494,0.08218087236219584,0.3353256703391657
6,-0.6680554300753776,-1.1787682938792874,-0.33993199408757047,-1.4494231085960048,-0.11158616397862488,-1.5909020424534672,-0.0033566311949445875,0.35079513527521045,0.4226400246548135,-0.44304392203313325,-0.6597376958226737,-0.1782700426513023,-0.7924324607576451,-0.020083574394811482,-0.9222025718560815,0.04102726435931836,0.20012557871782108,0.2318306929748704,-3.1403728296740208,-1.1119839659405217,-0.07488050568734829,0.07944339862013636
9,-0.7666923099041915,-1.2939680243315645,-0.39994831345052884,-1.579860649489369,-0.14947439155805128,-1.733755356210909,-0.030664788213847237,0.3910883597567552,0.448305643627073,-0.5209190778056203,-0.7271446195155743,-0.2593170067712631,-0.8929874059206815,-0.05812879605281582,-0.967630095021776,0.0036238760356299693,0.2492511578914908,0.2613157171454456,-3.1403728296740208,-1.3024670960565858,-0.1207798470100589,0.03465244206876755
12,-0.7398214756012409,-1.2403995298706008,-0.3541317017938754,-1.530446333822482,-0.0973926946297009,-1.6800638071809644,0.02885019564602983,0.4022662894125922,0.45255997715278157,-0.5717566628731016,-0.8230230904337592,-0.2665898138088223,-0.9877285611218529,-0.04106308740053735,-1.0596577039171446,0.004587718882535979,0.25625575032245074,0.2681254256251697,-3.0427768340768395,-1.3830827986192422,-0.18032823568201423,-4.722981565257714e-4
15,-0.8408786904766978,-1.3803497921921388,-0.40534313759663154,-1.6906946549709327,-0.11392651029496541,-1.8525905973524552,0.027408173768485686,0.44970610712182635,0.4874582871695959,-0.5647672765698472,-0.82002675424229,-0.21393222525938962,-1.0531144105960026,-0.0472377788659203,-1.1825110290353553,8.132401319462801e-4,0.28253513285639853,0.27288005465537313,-3.1403728296740208,-1.4921166842557925,-0.22316389090793193,-0.048484772662856127
18,-0.8398195432263212,-1.3798657704014654,-0.3884261998188752,-1.6927421083476313,-0.08818138535792601,-1.8558645256144721,0.057155519217142826,0.46186264202019667,0.49139809851565197,-0.4951034024408112,-0.8502018313350039,-0.2420813743053467,-1.1197832827802414,-0.05045338959020955,-1.2311973611196445,0.02001953974680193,0.2903131789498462,0.26602163901665543,-2.869681851674137,-1.412810933855983,-0.1934626603450013,-0.017706566554168586
21,-0.804711458368536,-1.350350334702394,-0.35009981371075577,-1.6664429490417212,-0.04782588191635418,-1.8308003137310254,0.09885625826280767,0.46612327678912374,0.49464455515281636,-0.4599064173691396,-0.8756806095558913,-0.2227514574440418,-1.146279246946838,-0.01059574416104958,-1.2773816322433589,0.06287337843125501,0.27562719140525316,0.26365013526507974,-3.1347386396248957,-1.3952197957337205,-0.18818457729632437,0.07115459354818328
24,-0.8051067912995616,-1.3378900022227405,-0.366860060985879,-1.6521832003145018,-0.0738906623585988,-1.8125584402471127,0.06811408956201324,0.44902511540203627,0.4856702467770466,-0.5035447012708423,-0.9016536165983212,-0.20605040956642506,-1.1530497675849598,-0.00842817902653692,-1.290309969224283,0.049748589262727794,0.2821962963496796,0.27902188331916655,-3.1403728296740208,-1.4088027198141793,-0.2086481199150425,0.11158828336713603
27,-0.7053052563552936,-1.2302828737070637,-0.2312867819499049,-1.5350485064079233,0.07561380066393739,-1.6865074232574309,0.2222403074589933,0.4733840949719063,0.4708904046987111,-0.4448013197925943,-0.8242693495217748,-0.14466955046556937,-1.0341224483977673,-0.0010812307033970193,-1.1273904948789433,0.08219957374992942,0.2737847856029809,0.26300810742419184,-3.138867616528111,-1.36272471247428,-0.1069686256465548,0.3429047383104121
30,-0.6604030672530823,-1.1871347304146982,-0.16261561682320677,-1.4936657157837003,0.14833110823357717,-1.647787580342575,0.29773572068599435,0.4846189037504133,0.47979870210258974,-0.4089000816704806,-0.8453596240738054,-0.12408564341162848,-1.0293950607271438,0.010196289407364528,-1.105013551950172,0.08951176596511182,0.26455175237963763,0.2640210030650773,-3.1111012499695034,-1.3744409378177858,-0.09257329334773025,0.5548486682487992
33,-0.6135592208838734,-1.1518352089901516,-0.09544147462261636,-1.4687813550427389,0.22352609864460246,-1.628075553494956,0.37736172387057587,0.49897929212656916,0.49588950695853357,-0.37403243917085716,-0.7979384002747063,-0.07841080571299033,-1.035888395834424,0.06400973983728797,-1.156317063768635,0.12765154379774257,0.2991666315092897,0.26459327455559295,-3.1113744241265726,-1.2983206120668198,-0.04134688245713552,0.7643197598798593
36,-0.6377164000840521,-1.1679180149702795,-0.14249040426441,-1.489473828570996,0.16162133849735946,-1.648563027583162,0.308685445193559,0.4752917225907407,0.5023769413336278,-0.4093671368100579,-0.8272985846953413,-0.10912388808644809,-1.117983719320644,0.06223334742086899,-1.224770175712703,0.1315366447544223,0.29185573392577757,0.28876948124521157,-2.9260996839289843,-1.4208947297376369,8.145338265072929e-4,0.6766429807569094
39,-0.5058569436787514,-1.05661742304374,0.026552878724139216,-1.3819905723458854,0.3451005370839392,-1.544256060473181,0.5005651464241075,0.5083838150378751,0.5140262289903861,-0.31069383953813107,-0.6433355626340062,-0.02191832641123942,-0.9306035141582403,0.1200342091937947,-0.985906023979654,0.19564806744582697,0.29105811274074544,0.26471475036285436,-2.883966861143239,-1.1659027234436001,0.02541711173960626,0.8025109831438665
42,-0.45985644557655386,-1.0049067025595897,0.07274049237485654,-1.329708785425803,0.39139118663597056,-1.4916233575944533,0.5464486393067258,0.5056865314937198,0.5148925456480595,-0.26741645086970506,-0.5960518634236736,0.008957634522626011,-0.8931049837643132,0.18003988648013808,-0.9462476371755101,0.28592352982557157,0.282362162422611,0.2652510389768361,-2.6276341980740945,-1.037128753780796,0.05297189358191502,0.8025109831438665
45,-0.4548684307722966,-1.004892316290626,0.0964515836792344,-1.340389963474551,0.42594782670522857,-1.5060729585177246,0.5853418511657635,0.5203323696452963,0.5326174000325703,-0.26046944538646866,-0.5569776290519086,0.021315997798330738,-0.8767668664281618,0.19985115463390188,-0.9679883188732483,0.25519708822592213,0.31603155545367717,0.26526264236816177,-2.417312963506467,-1.0525136555803005,0.07034410610177376,0.8025109831438665
48,-0.6141054359283772,-1.1963429058620363,-0.06682263317951934,-1.5452329487324743,0.26479072806595416,-1.7164721370432556,0.42856736819734625,0.5161356308932972,0.5640550025850487,-0.36054608040687447,-0.7420056687845591,-0.01670407378677051,-0.93601079369001,0.15601010249491293,-1.0496815285796557,0.23945181501534563,0.3647370217243972,0.3589513020342816,-2.370669627426052,-1.7956859398981935,0.13637507066662966,0.8025109831438665
51,-0.3728646607506042,-0.9364806502724005,0.17573904706562915,-1.2595839650764495,0.49467830832558535,-1.4215398593271844,0.6530025384400597,0.5083232135077153,0.520375722488771,-0.2144401689424369,-0.5096268109578377,0.05550057370799284,-0.7228043521759123,0.182905420791595,-0.8066992659924789,0.24952963604075953,0.28317207849855325,0.24949991408066025,-2.0751427963759794,-0.7939678894982094,0.07781224627188502,0.8025109831438665
54,-0.34454616987987774,-0.9107123675877465,0.19927297881120967,-1.2346412130224522,0.5147257256760164,-1.3989818503977471,0.6713607737680612,0.5039512309005835,0.524015528919206,-0.1944940042065968,-0.4829863518881282,0.06244910398480119,-0.6858634225163456,0.1791023019104259,-0.7748079859240895,0.24215147501871903,0.26880181428173044,0.2398502231143817,-2.1090206634335087,-0.7749037145623224,0.06650356738612384,0.8025109831438665
57,-0.3269999884259709,-0.9027070038780979,0.22015842454777487,-1.2326752899812892,0.5380492903010107,-1.4004456639371379,0.6959259209621984,0.5089967157885549,0.5329320857066125,-0.17681968590061992,-0.5001195242362946,0.05770884020514423,-0.6910026957309056,0.20653886753072903,-0.7506177236914153,0.2803964868868258,0.2600792600876447,0.2248931470466012,-2.182951982118824,-0.760606471356782,0.05682141215223631,0.8025109831438665
60,-0.7042622497540512,-1.3459822036161626,-0.1820294620224046,-1.731604237226235,0.12940134695527766,-1.925159456332065,0.28288222351424364,0.5037851721339263,0.5808313256572408,-0.3924315196662276,-0.8276498202849498,0.012156556193977954,-1.0000370159182324,0.1336913779807998,-1.0604403429113,0.2407751218487885,0.2670753797644922,0.2501037400274161,-2.905772148725958,-2.086337832222937,0.048402152336629686,0.31806364362572226
