period.month,avg.effect,avg_CI.lower_68,avg_CI.upper_68,avg_CI.lower_90,avg_CI.upper_90,avg_CI.lower_95,avg_CI.upper_95,median.effect,median_CI.lower_68,median_CI.upper_68,median_CI.lower_90,median_CI.upper_90,median_CI.lower_95,median_CI.upper_95
30,-0.9442244745471251,-1.8119509723937928,-0.16516513314957407,-2.363391042335256,0.33688706121610906,-2.632878304900308,0.579903732772817,-0.5253178113588941,-0.9242191467557949,-0.14549085124263644,-1.1749132063299963,0.044179324531543857,-1.2923290956015576,0.13783520390027057
33,-0.8827982904321028,-1.7380943123086297,-0.10909018183721486,-2.2857478375249864,0.3939038559373741,-2.5508482835434054,0.6393935581660036,-0.5014834887197568,-0.9165689676565266,-0.10520956696417308,-1.1807951150357328,0.06999623061512153,-1.2984929452633591,0.19263556569650797
36,-0.8046373408154159,-1.613928915958366,-0.06366623573577533,-2.137669321769191,0.4259127777719862,-2.3920290028938145,0.6675807574733977,-0.4636979188801791,-0.8804113110843048,-0.08434573800059547,-1.1293136184885695,0.096842397376244,-1.2606612145530494,0.2266221745220935
39,-0.7580055494245699,-1.559267596751451,-0.029714592176708732,-2.067930500195255,0.44611806984308133,-2.3161036662924204,0.6759879383381288,-0.4232579253471789,-0.8446228547434396,-0.04723508373588499,-1.1046355585412442,0.14327824177159942,-1.206829343186763,0.2666251290149315
42,-0.6901519913645674,-1.475324473276455,0.024390393674142332,-1.9672603082601665,0.48720223551979774,-2.206551764249623,0.7104496290003506,-0.38447513006893197,-0.815753870714401,-0.007230818223256753,-1.066917331040576,0.1869468244727674,-1.1862757961643118,0.3036194744502334
45,-0.6680517978013228,-1.45831020571595,0.04679093949700765,-1.9556191880765468,0.5123372395593918,-2.1964131693252127,0.7352075301827159,-0.3650881465017896,-0.8020142229337192,0.010421637231794295,-1.0552978923369132,0.20605150703703268,-1.1561148804972234,0.32705628794900166
48,-0.6804788392463651,-1.39005639821019,0.007801427957479551,-1.8445720013636406,0.4539950178903627,-2.0659848868235535,0.6664162012113722,-0.37311543689875365,-0.7626393857080295,0.015211788743103909,-1.0051404346190351,0.19840298062230427,-1.1011670037888368,0.3099535718801676
51,-0.6658011852355089,-1.363575466934843,0.006428505480175867,-1.8092303420556672,0.4306949654744349,-2.0257906216358745,0.6345863105212406,-0.3448604802763029,-0.7152027274118937,0.009735566823381532,-0.9469571675765123,0.20701837066674242,-1.0663239443602484,0.30935794310955145
54,-0.64130683261165,-1.3424990517052113,0.030913152429443768,-1.7888150441419002,0.45760009485570236,-2.0059207714411045,0.6645663057391871,-0.3287278520635106,-0.7028650712691363,0.02322558812368096,-0.9473840542761476,0.2093268512525639,-1.064393387322525,0.33007100840553866
57,-0.6191272941788357,-1.3248819553937559,0.05546431228349615,-1.7730931439900786,0.48645059914774147,-1.9908820549645012,0.6968192036941558,-0.2977706244832805,-0.6804427085734397,0.02304603964014198,-0.9355784328239329,0.22005492786288916,-1.0452957337929853,0.35507747452390037
60,-0.6863191164412894,-1.3499864054155986,-0.05973937522796258,-1.774156075273246,0.3293967539233012,-1.9808502178416645,0.5193357224843828,-0.3922282433105547,-0.781547167803965,-0.012104625410309417,-1.0048530848157022,0.14541520034721134,-1.1250098777360669,0.24175095427638824
