period.month,avg.effect,avg_CI.lower_68,avg_CI.upper_68,avg_CI.lower_90,avg_CI.upper_90,avg_CI.lower_95,avg_CI.upper_95,avg_SE.upper,avg_SE.lower,median.effect,median_CI.lower_68,median_CI.upper_68,median_CI.lower_90,median_CI.upper_90,median_CI.lower_95,median_CI.upper_95,median_SE.upper,median_SE.lower,percentile_2.5,percentile_16,percentile_84,percentile_97.5
0,-0.11032990260896351,-0.16741259160125327,-0.05432523664524072,-0.20468821684652275,-0.01774073386345014,-0.22278661668693253,-1.590115244688439e-5,0.06224995104716594,0.06252861800428199,-0.005055552058414958,-0.05199135753658385,-6.892434645882073e-4,-0.11759261161249576,0.0042851536874149426,-0.14937577567687968,0.004966900853397047,0.020074759736455727,0.016160381295379223,-0.6920393558434993,-0.18105768749913997,-1.1081627374617055e-4,0.031006534551442852
3,-0.33727391214621527,-0.4919052068455926,-0.16567215557556242,-0.596705296609464,-0.057495218136288176,-0.647592990726329,-0.005084553141432302,0.16632479298977826,0.1614916580536703,-0.1791038779446981,-0.34610805532503747,-0.03338105297329835,-0.46580492321552835,0.06022465935561791,-0.5106410835757758,0.10337199167681416,0.15318477220213697,0.13856596498687934,-1.3163692643247287,-0.43587676745649784,-0.11134550172908815,0.019971868853602165
6,-0.4350956872000464,-0.637972072160199,-0.23257141508552576,-0.7717715646926855,-0.10123060723603057,-0.8365961062779785,-0.037597274260433716,0.2019398329606113,0.2057201232018212,-0.2746708499159285,-0.4917018722380574,-0.09510722905236571,-0.6018841338095089,-0.011954422993778344,-0.6552663586745695,0.02833229582894012,0.16209936873904057,0.16940802985206255,-1.6693772674188527,-0.6382545957001304,-0.07431711922220513,0.027724280903031077
9,-0.4791763321296721,-0.7059919727914419,-0.2660732367851516,-0.8543340290928356,-0.12669946487345796,-0.926204300164475,-0.059174239611523,0.21429071953927323,0.22807968491304056,-0.21442095425737867,-0.4765545628997601,-0.07525390328054932,-0.6767151797236841,-0.016103233718759685,-0.7501241073641145,0.012554685427496881,0.15173246855978104,0.15891558592237431,-1.8655862574817514,-0.8402330186584531,-0.12984315621591935,-0.040916432333104116
12,-0.590653562295354,-0.8424049283824221,-0.3518742946735828,-1.0076365477516396,-0.18512870521569702,-1.087689646446349,-0.10761110209587901,0.24600144442420221,0.2540478177465339,-0.5162487199818113,-0.7868113065776448,-0.23843124359707757,-0.951958517587022,-0.05673294623481051,-1.031970721259418,0.015447493158071757,0.23306512161675275,0.23564828340522306,-1.877896061416461,-0.8746408494751241,-0.10239998913997536,1.4930905577599865e-4
15,-0.5742680079240482,-0.8165243950257902,-0.35360258962395236,-0.9749650145085018,-0.19650660774866135,-1.0517279403765716,-0.12413753615348927,0.22966262406918225,0.2436064826796138,-0.27038731067732724,-0.5793449216113199,-0.04162852528181787,-0.8051660179694331,-0.001231317047186365,-0.9065207401851683,0.011984258673595264,0.18331911449465133,0.1738081864321847,-1.9719740987086318,-1.2457762321270756,-0.06809739529724458,2.9818602767257146e-5
18,-0.6112436456393502,-0.8572233039633517,-0.3817636113766657,-1.0180990187845782,-0.22593841370455023,-1.0960417244563523,-0.15212414389578238,0.23424894812611047,0.24735050370365355,-0.34367401443452134,-0.6317463612261771,-0.06698059591729201,-0.8464242013005034,0.003964374894410816,-0.9504335088691414,0.012591037343125212,0.20142346629003874,0.1853319692752197,-1.9416427593893366,-1.4401818063776437,-0.03823139662979218,-0.02785416768750172
21,-0.6325426970335536,-0.88321862308749,-0.3886590270140447,-1.047165792813536,-0.22915413130460835,-1.1265965882563271,-0.15187557404503071,0.24524283445000214,0.2520729437478483,-0.41523805319472845,-0.641281193597607,-0.12103803027580985,-0.8614721397255741,0.010870253152069818,-0.9681524930947152,0.01878011132617015,0.22523757370424563,0.20380049307172846,-2.0631872015476485,-1.3938334715289546,-0.026459857260615855,-0.015618895322263245
24,-0.91907894897535,-1.2332696013758593,-0.6106067369065594,-1.4387566979084567,-0.40885961701388396,-1.538313180390513,-0.3111151165254351,0.3103739107594724,0.31596840730157705,-0.9319732576243168,-1.6216986905830015,-0.24097291951674027,-2.0727931949564202,-0.019767956618961247,-2.1846777957945838,0.016403529437008388,0.3328621715352219,0.3441595608926374,-2.0672740460255614,-1.6166688760965864,-0.028164477452234632,-0.007172003777142809
27,-0.9049702463925794,-1.2747486053001238,-0.5446063064057425,-1.5165911959435903,-0.30892093780175167,-1.6337615586821181,-0.1947336887402131,0.3623722493140802,0.37183913481990066,-0.5070281317177874,-0.931754742110027,-0.20357124418926653,-1.20953461023411,0.018792789772290985,-1.344116231374375,0.11040548957675766,0.29073211209413524,0.40049308480389717,-2.290493151664658,-1.5016806767320656,-0.438307620270816,-0.1115716694132888
