0, 0.42535218328571
1, 0.25222960963789254
2, 0.09399089957408135
3.000000000000001, -0.015574799937603023
4.000000000000001, -0.10468795879713799
5.000000000000001, -0.16712817695246807
6.000000000000001, -0.21224177902436236
7.000000000000003, -0.23530755941701387
8, -0.23523845456314352
9, -0.22661662358042822
10, -0.20500817893674717
11, -0.18244686068977722
12, -0.15310658375787145
13, -0.12376142583115779
14, -0.09690776795305112
15, -0.0667183623794102
16, -0.04177307578779288
17, -0.020108978388843957
18, -0.009074775504092414
19.000000000000004, -0.0012186133136190547
20, -0.0012767130250775915
