period.month,avg.effect,avg_CI.lower_68,avg_CI.upper_68,avg_CI.lower_90,avg_CI.upper_90,avg_CI.lower_95,avg_CI.upper_95,avg_SE.upper,avg_SE.lower,median.effect,median_CI.lower_68,median_CI.upper_68,median_CI.lower_90,median_CI.upper_90,median_CI.lower_95,median_CI.upper_95,median_SE.upper,median_SE.lower,percentile_2.5,percentile_16,percentile_84,percentile_97.5,avg_bound_upper_se,avg_bound_lower_se,median_bound_upper_se,median_bound_lower_se,avg_bound_upper_se_multiplier,avg_bound_lower_se_multiplier,median_bound_upper_se_multiplier,median_bound_lower_se_multiplier
30,-0.11995834103256749,-0.47358192252771963,0.24864267624862638,-0.7043715121860885,0.4805499493685015,-0.8179372017702866,0.5915404193710745,0.35868553504422696,0.35436455029507496,-0.03266926945731333,-0.25344969271046514,0.1820733685728057,-0.41168819153924474,0.34280360515296737,-0.481872940034917,0.41977405161998915,0.26655948447935696,0.22510067361829803,-1.9278652568011267,-0.6498163567899217,0.3437216609760904,0.8566874098934779,0.23872719401165948,-0.47432289132764244,0.23389021502204363,-0.25776994307561135,0.5974127290558864,-0.8286874416227175,0.5004496995014006,-0.4828706166939094
33,-0.16377629963930895,-0.5127864662438694,0.19500467365019047,-0.7408689145881594,0.4269268128383405,-0.8532847633153868,0.5378494521066753,0.35455505852923025,0.34954791616770703,-0.03540620782594243,-0.2545671386515804,0.14624678662432494,-0.3977393023438187,0.31459189861544146,-0.47750573303651017,0.37469937867680686,0.27262311620227586,0.21935113713591453,-2.1441665803365146,-0.6942426713369332,0.27770252436231585,0.7509633735857076,0.1907787588899213,-0.5133242158070159,0.23721690837633344,-0.254757344961857,0.5453338174191515,-0.862872131974723,0.5098400245786093,-0.4741084820977715
36,-0.10566005024844012,-0.4343402710116497,0.23633141236384306,-0.6483904687852511,0.45415832681608237,-0.7537446091461134,0.5600010118530747,0.3415346806630052,0.3297126926173162,-0.004072458695123515,-0.2399196632536778,0.2005948322364723,-0.37543121614215075,0.3243073386324607,-0.4414234077302284,0.3993036176697914,0.2512525013911149,0.20251273475136417,-1.9323810419734762,-0.4569932772702995,0.29126670629155615,0.7062699769262433,0.23587463041456508,-0.43537274286575633,0.24718004269599136,-0.20658519344648768,0.5774093110775702,-0.7650854354830726,0.49843254408710624,-0.40909792819785185
39,-0.06930755142506402,-0.36699719167120265,0.25141971788831424,-0.5656581203045807,0.45810749846287535,-0.6630165100999249,0.5578137622338355,0.3167619165852717,0.3030195476569772,-0.03244608672060961,-0.22660498114160646,0.18493226433792628,-0.3288991719926606,0.3027594418419369,-0.3861914224499625,0.3677501294878228,0.22154219011344262,0.1748524279862186,-1.3766106611638909,-0.34598443885526126,0.23169454014139224,0.6916668834583604,0.2474543651602077,-0.3723270990820412,0.189096103392833,-0.20729851470682822,0.5642162817454793,-0.6753466467390185,0.4106382935062756,-0.38215094269304684
42,-0.06264177925878497,-0.3708538914055247,0.2596231865343755,-0.5736204215902804,0.4691728376264587,-0.6714889957902095,0.5683547547682521,0.32633918867072736,0.3165496800658552,-0.03641600171500958,-0.21044552335035138,0.17223593068884155,-0.3171959498420264,0.26719732875425856,-0.37951666278905466,0.34927754308638037,0.22288175141542912,0.17346797424456997,-1.2344172755655298,-0.33314824710769714,0.2864918347085481,0.641128262148858,0.2636974094119424,-0.37919145932464016,0.18646574970041954,-0.20988397595957956,0.5900365980826697,-0.6957411393904954,0.40934750111584867,-0.3833519502041495
45,-0.06602376144115985,-0.368646508795206,0.2553597427928601,-0.5704466286733094,0.466081171200829,-0.6664886420995821,0.5670335985000091,0.3226968578381765,0.3122105239418432,-0.024653736267466808,-0.20787184550564458,0.1426824522873255,-0.3275826952773335,0.28612063071099125,-0.37117395899085864,0.3700094545404255,0.21933478752675947,0.17357863167020654,-1.3062200949473077,-0.239381409410787,0.23355299088684014,0.643203441698708,0.25667309639701663,-0.378234285383003,0.19468105125929266,-0.19823236793767335,0.5793699542351931,-0.6904448093248462,0.41401583878605214,-0.3718109996078799
48,-0.055940543312904045,-0.377394997883285,0.2761494605741487,-0.5912880228972212,0.4906192137386882,-0.6914260565278769,0.5959571377867052,0.3269345932172388,0.32227157697907205,-0.029603749100241883,-0.20535703870935496,0.17635257322956652,-0.3035313969274558,0.30046501768033396,-0.3475434427977646,0.40324336775371633,0.22059110279470573,0.16983033915634455,-1.0172835792667028,-0.29278216303567234,0.2475412434379469,0.596500190220232,0.27099404990433473,-0.3782121202919761,0.19098735369446385,-0.19943408825658643,0.5979286431215736,-0.7004836972710482,0.4115784564891696,-0.369264427412931
51,0.03712427714201153,-0.21031470451057852,0.2970272876005257,-0.3579194312387754,0.47424510938165976,-0.4292660652280156,0.5606271442107219,0.2646941656908841,0.23648304275537654,0.08264748312986953,-0.025086313973452366,0.25333601399547256,-0.1125103104702252,0.38436298782293843,-0.17093430316633373,0.44216368146280927,0.19672296344657153,0.14707739447489024,-0.9776577708708336,-0.18280815931816272,0.3313245945654817,0.6685896375540781,0.30181844283289566,-0.19935876561336502,0.27937044657644106,-0.06442991134502071,0.5665126085237797,-0.43584180836874153,0.4760934100230126,-0.21150730581991095
54,0.05982083063426004,-0.18899399052191695,0.32303072770889396,-0.33196743107162174,0.49543925704101804,-0.4012006438262389,0.5758682663493475,0.26460771139020994,0.23185597732959798,0.0752450552030686,-0.03126581519284462,0.26392944425895415,-0.12502937731365432,0.3873328840872553,-0.18251065675151323,0.44712064012060215,0.19605871519437076,0.13889143961212735,-0.6543668889138694,-0.15928398393765927,0.3185605198711983,0.665398486115061,0.32442854202446997,-0.17203514669533793,0.27130377039743936,-0.06364638440905876,0.5890362534146799,-0.40389112402493593,0.46736248559181015,-0.2025378240211861
57,0.06440353369550603,-0.18378445038685096,0.33294223639866,-0.3292977892350426,0.5031309270442821,-0.39852984476340403,0.5820214155958583,0.26642403211109583,0.23098910756125912,0.06357419174436668,-0.04321501296936132,0.25217069837493145,-0.1387982269693615,0.3703842779101118,-0.1946770815734756,0.42765759754294996,0.21351734353032847,0.14233241012287912,-0.6460438445801683,-0.14127533260885067,0.30599752429090704,0.6669840788479716,0.3308275658066019,-0.1665855738657531,0.27709153527469516,-0.07875821837851243,0.5972515979176977,-0.39757468142701224,0.49060887880502363,-0.22109062850139155
60,0.08981960619366577,-0.14805663797497642,0.34794293347942834,-0.28540573370205374,0.5194900904286921,-0.3530269961170765,0.6052330424922564,0.27019026669677126,0.2197338121253166,0.06866950347527956,-0.011630912904323637,0.2573163325805469,-0.12377059225908021,0.37620151959576964,-0.17881358045052767,0.4338002264643511,0.21966164159317234,0.14074346292304743,-0.436104313166722,-0.11180266980418438,0.2955169849820802,0.625700692551158,0.36000987289043707,-0.12991420593165082,0.2883311450684519,-0.07207395944776787,0.6302001395872083,-0.34964801805696744,0.5079927866616243,-0.2128174223708153
