period.month,avg.effect,avg_CI.lower_68,avg_CI.upper_68,avg_CI.lower_90,avg_CI.upper_90,avg_CI.lower_95,avg_CI.upper_95,avg_SE.upper,avg_SE.lower,median.effect,median_CI.lower_68,median_CI.upper_68,median_CI.lower_90,median_CI.upper_90,median_CI.lower_95,median_CI.upper_95,median_SE.upper,median_SE.lower,percentile_2.5,percentile_16,percentile_84,percentile_97.5
0,-0.0051587627587741484,-0.011006807316221357,-3.802183465958705e-4,-0.01486169535065361,0.0026271477891409534,-0.016741506212696926,0.004071015801557325,0.026841748307080443,0.02425395712209173,-0.0011008722219486566,-0.0035910186114608937,8.791663593656535e-4,-0.005357298161255248,0.0016901716254050245,-0.006835154784522811,0.002507634454672356,0.026841748307080443,0.02425395712209173,-0.05230054051184156,-0.0042297595653484725,0.00400140394229518,0.007074968867061135
3,-0.03507367787865821,-0.07835090238315139,0.005653844927539451,-0.10665509011589651,0.032200342741095137,-0.12036819141389872,0.045693306689206896,0.04236411055477979,0.04437490609127385,-0.029643152417979764,-0.0720027260884742,0.011067568026847916,-0.10023775504366966,0.037693209744839196,-0.11356569144464418,0.049671231450713504,0.038491341448971816,0.041345621596696795,-0.1489210395635236,-0.07763582645992465,-0.0054286320254402914,0.0975173083592993
6,-0.1479990591685755,-0.21726249729478853,-0.07234478797723247,-0.2625621988857759,-0.023260667966190165,-0.28450945992544946,0.002528841994945445,0.07778164475186049,0.0696793289727882,-0.148257005648561,-0.2169119663012875,-0.09502299529654075,-0.26673358336375597,-0.06020686648924989,-0.290871668090261,-0.024460144269507322,0.06640782235172256,0.06995775898597925,-0.40248020463252177,-0.20373903228085083,-0.10304499069902731,0.1493764528155559
9,-0.23827571120142974,-0.3278128375478566,-0.13505067375735152,-0.38637194484219495,-0.06585788074520292,-0.4149593561885187,-0.03192328198174455,0.10391848873264299,0.08929764758030172,-0.2790229418884725,-0.3486704634140654,-0.20439472575236797,-0.43644471992885764,-0.14305241478834546,-0.4633549121708571,-0.113332666882278,0.09431536346028488,0.09108578287084436,-0.41075013220532053,-0.3306970922088792,-0.19025760937631664,0.17574576667201988
12,-0.28421775227838786,-0.39926836433249396,-0.16211927670251117,-0.47555160464490365,-0.08156281951966912,-0.5129100944274687,-0.04237008843551642,0.12129273244127885,0.11595585434210326,-0.3462709073072555,-0.43002756060542047,-0.26113233271682046,-0.48480612059767636,-0.17814661646555885,-0.5179649649692526,-0.1531443446674255,0.11104612793785285,0.1116087659936268,-0.4453842488808831,-0.42258382682132356,-0.1683778052344824,0.17755743117176795
15,-0.3112316776266777,-0.4555789121850332,-0.17690554231262742,-0.5523383854215942,-0.08855637118917781,-0.5990588068120946,-0.045249227604239654,0.13491971996937918,0.1423750072773813,-0.3928227633157599,-0.49083611679517813,-0.29749151627516385,-0.5503766341767199,-0.2370036201867316,-0.5811048053316386,-0.19583283289097647,0.12354344138445103,0.11830696320155151,-0.555835277586768,-0.4769337572991118,-0.20384825882748916,0.351036593115136
18,-0.3475465179777198,-0.5081721248338394,-0.20247494995363005,-0.6176692725287964,-0.10824004359525832,-0.6707195664415277,-0.06289255892857586,0.14516432828308196,0.160432563669279,-0.4285797623369339,-0.555180707662847,-0.32448719989922925,-0.6135669507738482,-0.24395783735124077,-0.6521089953078281,-0.20814888519670782,0.13834325365688666,0.12454194321596436,-0.6589137676396096,-0.5333887992775714,-0.25697933212336166,0.41240863832449715
21,-0.3725949852651634,-0.550277508011731,-0.21158173904253103,-0.6722815551113439,-0.1069576619998874,-0.7312766691973126,-0.05673314674607629,0.16058400982183088,0.17841078394288687,-0.44092673276882455,-0.5563608129203617,-0.3150252161621025,-0.6244273766952781,-0.24332703894400315,-0.662717512925336,-0.20176406361176513,0.14177635144641593,0.15291008931423358,-0.739002935554772,-0.5661175435649904,-0.26695645825861264,0.342902917681011
24,-0.3882178645137827,-0.5858845128389539,-0.21697689128933473,-0.7172487827109119,-0.10618737884179762,-0.781245192012392,-0.05297581349966943,0.16897113045498033,0.1957080660163698,-0.406377005557086,-0.5692934854035091,-0.2753270442016238,-0.6385671087966442,-0.21713223391811504,-0.6509272700809736,-0.17092032708269556,0.13482835495895043,0.167919636674603,-0.7970485637397882,-0.580873068363764,-0.2942592525256941,0.23620318610400115
27,-0.402857752205052,-0.6129603535116351,-0.22007690461572685,-0.7510977217779136,-0.10146833761519804,-0.8180239216025214,-0.04315601197705387,0.17965970655171215,0.2080217762276081,-0.3861545425476609,-0.5582963831536571,-0.23593989352722008,-0.6324878090717675,-0.1801101470970641,-0.6467668848329868,-0.13014505086068473,0.144748171806047,0.17749341902574775,-0.8257190038093083,-0.5962010123480661,-0.25745183344845035,0.09836027854702463
30,-0.4133066799614606,-0.6362920371030238,-0.22070363979657293,-0.7837909976471878,-0.0922927469819339,-0.8543038606889368,-0.029482551199456405,0.1907502946397714,0.22007519101578416,-0.3472428216646646,-0.5272289633119973,-0.22093162798697907,-0.6013343843399908,-0.1305564779860055,-0.6166779593132496,-0.083338876846756,0.1737411172034548,0.18448611430781484,-0.8442310143269505,-0.6257363218454282,-0.22576558187503928,-0.04324165678943929
33,-0.414964178539027,-0.6497500924793033,-0.21430036809412706,-0.8009208779347744,-0.08092966496587202,-0.8719646383980322,-0.017918073965772805,0.1996402454333197,0.22713351915008798,-0.3992852766446904,-0.5174054411016045,-0.208031726275727,-0.6142172344356035,-0.09122632755402016,-0.6735378675959047,-0.030513925490081917,0.19206736043615086,0.1882535173209128,-0.8481430314659045,-0.6520384652718004,-0.2008018765625864,-0.05538700709696616
36,-0.4112090705586494,-0.6565608748899577,-0.20504730813261365,-0.8113045299575395,-0.06946238778162078,-0.8851211984458923,-0.007442832287684618,0.2042406314086023,0.23658286169144233,-0.43247044240628224,-0.47254052274036645,-0.1650664773253378,-0.5802933221021878,-0.09534879508605498,-0.6413604154983343,-0.03286519236143037,0.17351104096224776,0.19379589380517184,-0.8798154678842256,-0.6895343523668072,-0.1414579261487041,-0.022710681483797908
39,-0.3811030181199184,-0.6372150624738231,-0.16338388572578014,-0.7989009499091164,-0.02016696962002603,-0.8767422208145587,0.04532514737894706,0.21485937551789924,0.24939184100714842,-0.29731593871234596,-0.42475100040460634,-0.1065889096277574,-0.5080961305780354,-0.0374509677196507,-0.585238875258767,0.019629854866580657,0.1734538848586259,0.19090794311653742,-0.9277905672522149,-0.7101028513701859,-0.07474042157146808,0.017201649686572257
42,-0.45087301520872186,-0.7525675144304694,-0.18973284204591476,-0.9494568607185859,-0.018017660845845253,-1.0431522884284188,0.06093685059728545,0.2569120315009503,0.3010851180352968,-0.4340311331538731,-0.5719931503454496,-0.1541419486370333,-0.6622231241778327,-0.01271870431207045,-0.7059386613613319,0.02573803898162577,0.19192548310355365,0.24914252008787294,-0.9679653291844013,-0.8017113214934147,-0.10662162114168795,0.01718292835006613
45,-0.44439476950191886,-0.750502785360068,-0.1782304486261011,-0.9526278698831929,-0.004639410696709928,-1.049931578742767,0.076485628608535,0.2636762265197438,0.3058029526801975,-0.42120901136162675,-0.5543518489384344,-0.11268667026637696,-0.641429980985768,0.024495191254765264,-0.6836184817433583,0.05424900939242308,0.19186306856946772,0.2226762348161944,-1.004025915579171,-0.7899173982784466,-0.0949832254759184,-0.0038720683970427227
48,-0.3941488282079273,-0.699987613832212,-0.13870764276434466,-0.8949358019062725,0.02640622317133504,-0.989386286624786,0.10390839352305922,0.25024758578650086,0.3003424438135335,-0.4026814911988391,-0.5351513062824687,0.012116752903297792,-0.6217892678888051,0.08613267186115867,-0.6637645103857177,0.12199265851463995,0.1700682162299087,0.2109222474581952,-0.8525942059278683,-0.6912187023916845,-0.0878300923507847,0.016164044709696842
