period.month,avg.effect,avg_CI.lower_68,avg_CI.upper_68,avg_CI.lower_90,avg_CI.upper_90,avg_CI.lower_95,avg_CI.upper_95,avg_SE.upper,avg_SE.lower,median.effect,median_CI.lower_68,median_CI.upper_68,median_CI.lower_90,median_CI.upper_90,median_CI.lower_95,median_CI.upper_95,median_SE.upper,median_SE.lower,percentile_2.5,percentile_16,percentile_84,percentile_97.5
0,-0.6948311095183822,-1.3455117928421558,-0.08024268630800425,-1.7720074084393167,0.3217106808057371,-1.9786403503580654,0.5164531440888978,0.6266843974936402,0.6557478576712955,0.1329348187758821,-0.27962636737458496,0.35865404116558025,-0.5728791509620293,0.5062790175488037,-0.7149572478580368,0.5778018704345025,0.4437489348553839,0.4508836141829047,-2.2588691803488214,-1.5790933069133792,0.1563204507448445,0.16560592226193252
3,-0.34967159790869295,-1.0545924860302813,0.35128379822012956,-1.5156251280855813,0.8364514152351477,-1.7389909205218637,1.059209497736102,0.7069208521282385,0.711321393822619,-0.15886094887002455,-0.4526420815456522,0.15825966715776874,-0.6447809357997218,1.03387521027074,-0.7378703258414618,1.1505806376938814,0.3703636666095109,0.35721786231474906,-1.2348617292405126,-0.9290509811352161,0.2220753593562833,0.37332948174025876
6,-0.7458737244477218,-1.2483930703944963,-0.23786598537781173,-1.5770509746354922,0.09438143993545646,-1.7362825051708777,0.25535205821786233,0.5125834470281447,0.5068552635435326,0.06759777650865773,-0.13455150456024778,0.2722360660704948,-0.26676125846486154,0.4060736823082168,-0.3308155872799734,0.47091669445471035,0.24939322167448463,0.24166025367956456,-2.5332459437956643,-1.794058781182857,0.2697724722491583,0.35004771908729837
9,0.28165161565781066,-0.32680412664960257,0.9375446091584976,-0.724746595338827,1.3598731341598338,-0.9175458176814336,1.5644871615632443,0.6493408498826967,0.6166198688004327,0.46859062945341834,0.269813111912266,1.0470186202618037,0.13980856014278542,1.2593504832542561,0.07682263012954654,1.3622231879402995,0.32646564039750586,0.3192153252786011,-0.295625314803648,-0.07842709906742915,0.6342527698312261,0.7000303843930028
12,0.9969509499880886,0.392486505532392,1.6181291707071563,-0.0028455729345907566,2.0147369690574792,-0.19438008682193594,2.2068895567137417,0.6145103590031915,0.607833126632475,1.0117431035384772,0.6948331026669377,1.5947006274836057,0.48756749675634603,1.734580971824904,0.3871493439274788,1.8023516264596064,0.33296410253110414,0.31867614126469385,0.6329846179299774,0.7406317664713405,1.2526784473628214,1.3483439515283697
15,1.7852351251132053,0.8285927497535148,2.741663545324486,0.20197282747683526,3.367187244418968,-0.10072200926519623,3.6702473403658287,0.961758598689241,0.9619737462103398,1.1019598238543016,0.6894652133790743,1.5120396284009785,0.39577801899309595,1.7802401866898192,0.2758986688984314,1.9101807261860544,0.4123651805374468,0.4147934441867391,1.028616661442233,1.0494615602330315,2.5483397020437346,3.122637594854246
18,0.6638654197328131,-0.03807042703277086,1.3604592694700197,-0.4887973189208999,1.8098498754286483,-0.7071700764985694,2.027575215582177,0.6909494877277179,0.6937116222288778,0.6902559005951909,0.01788938520711164,1.29414748541098,-0.21301522738375156,1.5342053241912523,-0.32488624705520575,1.650510992160127,0.36909503343183403,0.3727107376790133,0.39904301745808185,0.4818087842444182,0.8448664359867128,0.9062559132745233
21,1.1759515690827722,0.5178436390669809,1.8264249676014486,0.07936415401628301,2.251847840662956,-0.12549335106117254,2.4579610493465736,0.6546993829836678,0.6504383698657243,1.229260903273063,0.5528360423832708,1.6225284825720125,-0.09114643242368448,1.8797335025594664,-0.21361202332302498,2.0043468116127467,0.4104816169099424,0.39676463783287924,0.6080560501988888,0.7846090084410224,1.5651617563569102,1.6985341539049088
24,-0.09045117128393546,-0.5486491397076035,0.3400730352073017,-0.8483199588397188,0.6216446494579788,-0.9935075309974535,0.7580633344002954,0.43292351919586536,0.4607515070872279,-0.04265180923048595,-0.42345149940272425,0.31868355725799774,-0.6725022655415551,0.5550042586123204,-0.7931649185968037,0.6694993201589056,0.36334908957855805,0.38292188799705995,-1.0950171096317372,-0.7959238137282236,0.6131094966782147,0.8734853093184346
27,0.7622345652446185,0.2010057738621653,1.334755455167766,-0.15566513870757454,1.696410534971556,-0.3284686969761361,1.8716288733713151,0.5605125833529633,0.5483906006484858,0.7328642816335282,-0.056844667875060095,1.4966667233279025,-0.3137262636386182,1.6765775448626088,-0.43818287682814927,1.7637425730064122,0.3880849344876024,0.39496198773645336,0.37085875247440697,0.4737445344459467,1.0518994073877337,1.1785751190842568
30,-0.6296293926765134,-1.1730043331994666,-0.10410506112899513,-1.528382629795962,0.23035872290749965,-1.700559928305795,0.39152664141294474,0.5284530802363541,0.5464031707095872,-0.2615007208890878,-0.8627909413335451,0.34657063516666053,-1.2560470125392356,0.5132654544945907,-1.4465757212737071,0.5721148633075648,0.6114601395617806,0.6046412126612224,-1.73709715986064,-1.3177171193108304,0.043733187086306455,0.1649290034883015
33,-0.42173945671936536,-0.9103089322117948,0.06892623859051998,-1.229843336581715,0.3834850682193585,-1.384654620929303,0.5358857354143016,0.49963476941627294,0.49071989963596685,-0.22165649499701479,-0.8437012548130717,0.24028117237624044,-1.2505312181850543,0.38373419923886015,-1.4476363445168832,0.4532357835078302,0.6203768649581807,0.611202041624591,-1.0131417407233547,-0.7881933024642896,-0.06328892944333506,-4.0769017937386e-4
