period.month,avg.effect,avg_CI.lower_68,avg_CI.upper_68,avg_CI.lower_90,avg_CI.upper_90,avg_CI.lower_95,avg_CI.upper_95,avg_SE.upper,avg_SE.lower,median.effect,median_CI.lower_68,median_CI.upper_68,median_CI.lower_90,median_CI.upper_90,median_CI.lower_95,median_CI.upper_95,median_SE.upper,median_SE.lower,percentile_2.5,percentile_16,percentile_84,percentile_97.5,avg_bound_upper_se,avg_bound_lower_se,median_bound_upper_se,median_bound_lower_se,avg_bound_upper_se_multiplier,avg_bound_lower_se_multiplier,median_bound_upper_se_multiplier,median_bound_lower_se_multiplier
30,0.3558338655583416,0.001281624750880708,0.7480724498377092,-0.21291100911419206,0.9901695692453145,-0.316809395495972,1.1090888204318856,0.38220574390502365,0.3563845179692534,0.26782835825334106,0.06358019390557312,0.4608573985395841,-0.025332781629288426,0.619033081788226,-0.1087565837806734,0.6697360550141505,0.250662653913755,0.21859402560671432,-0.4810760950052872,0.003004382795820426,0.666435699247297,1.9515168813308186,0.7380396094633652,-5.506524109117894e-4,0.518491012167096,0.049234332646626744,1.120245353368389,-0.3569351703801652,0.769153666080851,-0.16935969296008757
33,0.33927210929431295,-0.004785789086780682,0.7391715808718267,-0.2138689477679123,0.9911195498866775,-0.3181732081911502,1.116067824599583,0.3966676580070178,0.3619495521722352,0.2366273410974742,0.05130771207683677,0.46940893157829444,-0.04938762014353193,0.6166496625339022,-0.12762964993381282,0.691776399441982,0.23819244410020163,0.22863006146485268,-0.4243868666904379,-0.00171104528584961,0.5931426196591834,2.2085103882850685,0.7359397673013308,-0.022677442877922227,0.4748197851976758,0.007997279632621507,1.1326074253083487,-0.3846269950501574,0.7130122292978774,-0.22063278183223117
36,0.30589690455814045,-0.03775147515432122,0.6988497131149387,-0.23510615392200032,0.9602098161716451,-0.3356708178480976,1.0878209266851073,0.40245678858354605,0.35513157750315694,0.21237245306242064,0.02199604825464841,0.430322605389709,-0.07651374982535503,0.5534592536280405,-0.13947067540252664,0.6049006062098791,0.21532166302235028,0.20884987017436046,-0.48539612822717093,-0.007501770427656507,0.5111252432614418,2.418126620187187,0.7083536931416865,-0.04923467294501649,0.4276941160847709,0.0035225828880601773,1.1108104817252324,-0.4043662504481734,0.6430157791071212,-0.2053272872863003
39,0.2341258933766997,-0.008870603360527597,0.4949874004130241,-0.1707317419529782,0.6677782234022053,-0.2486289797996867,0.7517288685157305,0.2724026733708882,0.253051771149605,0.18753328164930583,0.017592200018854684,0.3849677286913265,-0.07307756925346517,0.5139227050608518,-0.12799022542924754,0.5875064655035556,0.18304610089098527,0.18212044601137858,-0.3883903679274119,-0.016955798906406794,0.43631522252743615,1.2445329407206362,0.5065285667475878,-0.018925877772905275,0.3705793825402911,0.0054128356379272435,0.778931240118476,-0.27197764892251025,0.5536254834312764,-0.17670761037345134
42,0.21764914137668004,-0.039208123032665645,0.48562737264435474,-0.194277791194948,0.6597552683428409,-0.26879636697074527,0.7440899128518034,0.2694679443341675,0.24705852997240554,0.13125897613410564,0.0045214331916156245,0.3376668831076773,-0.09297929816379946,0.46759846744609124,-0.1433928665041833,0.5415346363395112,0.17094009858460596,0.16288336764040887,-0.3557179435386438,-0.03724405365058601,0.422858621836589,1.8043237088480955,0.48711708571084755,-0.029409388595725505,0.3021990747187116,-0.03162439150630322,0.756585030045015,-0.276467918568131,0.47313917330331756,-0.1945077591467121
45,0.1725744576441564,-0.06996152390221694,0.4423732557775283,-0.22968622852492881,0.6214665950330786,-0.30688287568952893,0.7075447137846809,0.2718175434651248,0.24607923529185405,0.12335939055891675,-0.02057333555252422,0.31506490789276054,-0.10912867799336048,0.4502079692583226,-0.1765471848022796,0.5358593875499172,0.16725469779980323,0.16163824435144727,-0.3560815342885528,-0.055085065592417756,0.38759222661067416,0.8421247083385749,0.44439200110928123,-0.07350477764769764,0.29061408835872,-0.03827885379253053,0.7162095445744061,-0.3195840129395517,0.4578687861585232,-0.1999170981439778
48,0.13745730786113758,-0.09398978646673312,0.4040438677810133,-0.24811037549881684,0.5776501029907729,-0.3230697243420683,0.6604865857545742,0.26367034615058704,0.23594532497011542,0.08646784140773517,-0.02395830601563579,0.2781439228252556,-0.11122681407596731,0.3827716405913526,-0.1554191141279197,0.47238350569790133,0.1550504929716246,0.13809588886243696,-0.3675247159179965,-0.06958893422995249,0.3163019545328474,0.8669793148648893,0.4011276540117246,-0.09848801710897784,0.24151833437935977,-0.051628047454701786,0.6647980001623117,-0.33443334207909325,0.39656882735098437,-0.18972393631713874
51,0.11353715189667352,-0.1204988510186526,0.3847811309969123,-0.27803555609411756,0.5568716643051277,-0.35438815827278086,0.6417103012885382,0.26968023727996737,0.2461104806175724,0.05692073888658694,-0.0520254278537107,0.2360434474986064,-0.14289775446488212,0.34753028679644843,-0.18727780568997895,0.3957415836319045,0.14936656149035607,0.1286878250904353,-0.40582015521660675,-0.09714240828022062,0.3003481767879663,0.8348494822482302,0.3832173891766409,-0.1325733287208989,0.206287300376943,-0.07176708620384836,0.6528976264566082,-0.3786838093384713,0.3556538618672991,-0.20045491129428367
54,0.07042307791075869,-0.16361063561424,0.33952585034690375,-0.3205534017799419,0.510961796246409,-0.397055095388831,0.5947327929798731,0.2677070521479238,0.24669936702987,0.034570910327962,-0.06031893621136203,0.20864242717267872,-0.1632635861405639,0.32057093866884956,-0.20505731342406863,0.37731420686562234,0.1501201511769312,0.12971319468695283,-0.6975695555401578,-0.11897704155768854,0.28869562374464497,0.7241532195343019,0.3381301300586825,-0.1762762891191113,0.1846910615048932,-0.09514228435899083,0.6058371822066062,-0.4229756561489813,0.3348112126818244,-0.22485547904594366
57,0.05864501895816721,-0.17929437013259933,0.3243542413872569,-0.33774301453259603,0.5003052181507078,-0.40936215815593124,0.5851959787771198,0.26940903605037664,0.24931717204343581,0.023194512145449223,-0.07480775045981777,0.1814723949443917,-0.1782019096313188,0.3007195484333534,-0.2156777641176973,0.36696085355298486,0.15501251455954812,0.13728292916826262,-0.5773226068632823,-0.111343203611831,0.2687920278282303,0.6926168457239454,0.32805405500854384,-0.1906721530852686,0.17820702670499733,-0.1140884170228134,0.5974630910589205,-0.4399893251287044,0.33321954126454545,-0.25137134619107604
60,0.025369053259384607,-0.23619865047173136,0.3060950881559354,-0.40322632010972903,0.49339268947375653,-0.4781761650210238,0.5870469010028891,0.2968836277464919,0.2737800341998405,0.005063274185345783,-0.10374935749359232,0.13366262135047174,-0.21181164519431483,0.26026233770981205,-0.2653863217385585,0.3172692046410034,0.14853101491090315,0.14445773942782103,-0.44981186997249445,-0.09895023347513676,0.15360954786499287,0.6915712029685864,0.3222526810058765,-0.24841098094045588,0.15359428909624892,-0.13939446524247526,0.6191363087523685,-0.5221910151402963,0.3021253040071521,-0.28385220467029626
