period.month,avg.effect,avg_CI.lower_68,avg_CI.upper_68,avg_CI.lower_90,avg_CI.upper_90,avg_CI.lower_95,avg_CI.upper_95,avg_SE.upper,avg_SE.lower,median.effect,median_CI.lower_68,median_CI.upper_68,median_CI.lower_90,median_CI.upper_90,median_CI.lower_95,median_CI.upper_95,median_SE.upper,median_SE.lower,percentile_2.5,percentile_16,percentile_84,percentile_97.5
0,-0.008909232224773389,-0.02592782864998211,0.010501844765688122,-0.03678740486014224,0.02260778073100382,-0.04204876300365881,0.02862956352398985,0.026939145914219177,0.029113894871589132,-3.2216521592792725e-4,-0.003483956243532354,0.011045408299742463,-0.005551832079879797,0.017878891215417476,-0.006553697637135033,0.021189646652939105,0.021736839697990982,0.020215236172414087,-0.03413449534106567,-0.026584646964895365,0.0035010457305930153,0.0035765511025610762
3,0.05449739757152732,-0.022421345737622014,0.11377318974616157,-0.07254468964253216,0.15254076712497067,-0.09689855674397801,0.1713232780626971,0.05960613634366624,0.07779856296609772,0.04343019459366866,2.3335038706216726e-4,0.10339794958016714,-0.06850507628758801,0.14261808475479906,-0.09972020931124975,0.16161985550509875,0.0603019554663734,0.08653175938582525,0.005350945084450035,0.022283189884804464,0.10513982372477644,0.10550978367562877
6,0.09804724131580943,-0.01759723802138226,0.19251963406157405,-0.09344792931750866,0.25430650626637846,-0.13008672836076457,0.28424163973254646,0.09500948569331608,0.11611652175087257,0.07273584402921486,0.024549902904259607,0.17544107542440468,-0.07616023534739016,0.24261239206562485,-0.12825681366445307,0.27515623604089573,0.09796008270761916,0.15686692506759173,0.010140353125356383,0.03837612745175218,0.19449246196524986,0.19693713991937126
9,0.13911467307486267,0.0028999096752357527,0.2738403316852301,-0.08619648750221333,0.361844865875007,-0.128819157443124,0.4044382305883364,0.13568652792999933,0.13633470462327243,0.10308978757118327,0.04468636609365546,0.22901469373209948,-0.08091117494904726,0.311372151379062,-0.1482889476965396,0.3512735316985597,0.14044996746035313,0.15791569652869195,0.02153829733173613,0.06303752318204771,0.26353077295160177,0.27732335372136274
12,0.19621610834329334,0.0400886606263809,0.3631753197153479,-0.06103743862981857,0.4728305157761582,-0.11063712444661584,0.5258411026618167,0.1682286399321434,0.15599159181400343,0.15549659550568484,0.06575778093179337,0.2936674430448787,-0.08562023698927596,0.40065689199538523,-0.14080891905428902,0.45598062776362397,0.17556939794556403,0.1514816752609231,0.0769972546284454,0.10686946760853822,0.33884754837613673,0.3404478668201501
15,0.24516567002918555,0.06626327175037001,0.4468928064776287,-0.05194720053601366,0.5786039032524547,-0.1094095301491518,0.6424166375799126,0.202396154447067,0.1805938558923181,0.19018721694439616,0.08084457667794868,0.3640825072646152,-0.0658318506879538,0.49487404299433535,-0.13117967852402523,0.5582412590161525,0.20109531310472312,0.17432208731742954,0.15308464083082168,0.16272955440644551,0.3800036920731665,0.3954458356417744
18,0.26938127995407096,0.07991198164675656,0.4874708019811918,-0.045580547600456885,0.6291858764372316,-0.10653611117945613,0.6978067364317929,0.219180201119843,0.19095958778648564,0.24659101404951633,0.07970291285090225,0.3712983137409138,-0.06443293501951142,0.48045709896932187,-0.1295954128960493,0.5345045610580386,0.1895733032661956,0.15955248110047185,0.1301829248292778,0.15670613574413159,0.4098204374017539,0.4251527168169327
21,0.2931641098721906,0.09646577142224197,0.527586331671007,-0.031015963453884073,0.6797610947511628,-0.09203330172488902,0.7534882746590128,0.2352354044227492,0.19537954663579613,0.315990413376552,0.06570773140460037,0.441885343480512,-0.07396804983214787,0.5584877702195022,-0.13487138432476528,0.6149805021276782,0.17927919710571577,0.17280871619064084,0.0804437784439647,0.18817277196359386,0.41244966615777956,0.43665748544436334
24,0.31173348169300985,0.1093847649059821,0.56307895227246485,-0.020552082663462805,0.7257362780695649,-0.08366822016430267,0.8045421567818964,0.2500897758975702,0.20083132916358978,0.3845016895538612,0.04693731739736515,0.4996512891846164,-0.09164637511784907,0.6267936677759813,-0.13466250910893923,0.6883929029617788,0.19548464118156178,0.1789141661447691,0.05384572123249215,0.1862181496502683,0.4124915360252297,0.43683937160476405
27,0.3257178455182652,0.11749213163071928,0.590386947510107,-0.016126686638696014,0.761971338494581,-0.08118040850596527,0.8451022927174423,0.2638153656992756,0.20656475498452845,0.3978066302651151,0.01874317025799266,0.548806995126752,-0.08243709515071596,0.6770953843385281,-0.122248926172474,0.7392498504277764,0.1972466616613058,0.17862792881290326,0.0534497449541695,0.20543691110395546,0.4348929545855008,0.44966846208579137
30,0.3191914819569122,0.1042809848881944,0.5990056834235205,-0.03375859502666874,0.7804587149432026,-0.10085985977628927,0.8680016391378682,0.27781671432382515,0.21421755410737697,0.3829336167993657,-0.011633317058143236,0.5786040388385222,-0.10900035848093685,0.685787369687698,-0.14950046223909258,0.748795328779204,0.19995521433722963,0.18147490079597964,0.043156846854304924,0.16835562843014348,0.4391509447993215,0.49040180201944855
33,0.3117624145162018,0.09145884747700382,0.6116356945959556,-0.05090404683219338,0.8049292411126514,-0.11987747257301613,0.8985780682283296,0.29719374454186975,0.22006467802376622,0.3522485880897085,-0.027978558290692172,0.5830667995251144,-0.11720543393352657,0.7174993692317477,-0.16043497988438518,0.7826306304975524,0.20669349546053978,0.1956613886771455,0.04572489706100502,0.17826516973967638,0.427440867738749,0.5089795308734812
36,0.2832076869343675,0.058684374956709445,0.6005785152986598,-0.08675675074948139,0.8049267822775183,-0.15728877871539654,0.9038708575413569,0.3139981688352591,0.2250486410311561,0.31483201312033016,-0.054000009306541336,0.5662638444933783,-0.1498571152999002,0.7009945325490285,-0.19428206351153443,0.7680898933642,0.2129265484277515,0.20516194162243712,0.03449989621682223,0.1349498723644769,0.39916261547706555,0.5011393512674874
39,0.2646959682583523,0.03327441339273855,0.5998509123166109,-0.11619775331633156,0.816093535122985,-0.18857815627211733,0.9208609645750893,0.33275150753180965,0.23160098838541807,0.27923158152777894,-0.05171887740815012,0.571959699942108,-0.1466610928768624,0.7193647057728003,-0.19265966490699965,0.7907809850836656,0.22663894597875603,0.21846725499013567,0.039349242562033086,0.15366264414364347,0.36604037775966863,0.46944870736520233
42,0.23593074071319425,0.004809448595435398,0.5847667043890192,-0.1441800814026145,0.810726089969878,-0.21710272835048366,0.9202011956666892,0.3487091277311501,0.23078614324587723,0.2263111172383236,-0.03806948003660923,0.5503416191141866,-0.12694257507142576,0.6982641042329828,-0.1700007177882178,0.7699310971825644,0.22743458354724158,0.21088436623814566,0.04120635919016246,0.16082892948513094,0.33540678021959563,0.42183148970676254
45,0.20516396130543005,-0.02966774438728853,0.56275137402612,-0.18263653869482477,0.7947582355825166,-0.2568357175318966,0.9071632840649262,0.3592198626625786,0.23500330395293634,0.1903117776145932,-0.053315120764047264,0.49909956438837944,-0.14239887202308027,0.6452117604134697,-0.1855590756140092,0.7160016860557306,0.22465121801767757,0.21081457064861797,0.03486385194609614,0.13635431329626327,0.30888228390963174,0.36524564072535326
48,0.16680184692043404,-0.07606740012500036,0.5302543331106299,-0.23488600965247403,0.7653872419547181,-0.31183206798922314,0.8793068296821055,0.3648284942627287,0.24410928943030716,0.16287763294949248,-0.08920592360514687,0.414072625925726,-0.17441480933694337,0.5554318732232435,-0.2156976785915946,0.6239190418324871,0.2173434384491501,0.19706015017282402,0.017092269180439823,0.0677769115652601,0.2820688663009235,0.30503830106340235
51,0.10223333308464155,-0.005696576801170777,0.2649998741701081,-0.07628493976490779,0.3719127656085195,-0.11048430916288597,0.424040290334615,0.16604111752787543,0.11053298950143668,0.12120985284417404,0.058308410275957595,0.25188123535723905,0.017169583572169314,0.34501386766661846,-0.0027617744020201973,0.39562367471796567,0.17085758146883512,0.09661175752225232,-0.08400382560764309,-0.047502642849454935,0.25045118743797545,0.25621040818572105
54,0.056289719788188045,-0.04637628196157791,0.2187355872001806,-0.11352194161435943,0.32379906132655806,-0.14605335503042177,0.374701283888778,0.1638649798936165,0.10529434244590649,0.08965123892554722,0.037816647978013984,0.24543188580024666,0.003915768011076429,0.3276583194700006,-0.012508875771942348,0.3674962199578602,0.1652121657461348,0.0863931779119528,-0.17634206531749683,-0.09941170733499434,0.2093222253803817,0.23220692236036228
57,0.01737795955318383,-0.08140925466166743,0.16685746173769975,-0.14601810813473992,0.26462010572584554,-0.17732046384230274,0.3117020942781183,0.150312551902198,0.10152934586636378,0.06438580281754203,0.025357107085147726,0.19897051953167472,-1.6845615560923035e-4,0.28699166995086667,-0.012535341145002746,0.3249194967307782,0.13533475774734832,0.07577270623793958,-0.2574129886321979,-0.14498671287406953,0.17598200451928855,0.2122555741891566
60,-0.011436360433359855,-0.10714949526576995,0.12477829321269993,-0.16974783810785352,0.21386545563802245,-0.20007612113741596,0.2570273119055558,0.13697377832272575,0.09833007708006453,0.04371174793115518,0.014244618638910503,0.15205319626414443,-0.00502748508267112,0.22291071376820848,-0.014364630280231702,0.257240485900622,0.1089452355521603,0.0643568939897042,-0.3051431260362937,-0.17181879011745307,0.14453422058157223,0.1885186209498984
