period.month,avg.effect,avg_CI.lower_68,avg_CI.upper_68,avg_CI.lower_90,avg_CI.upper_90,avg_CI.lower_95,avg_CI.upper_95,avg_SE.upper,avg_SE.lower,median.effect,median_CI.lower_68,median_CI.upper_68,median_CI.lower_90,median_CI.upper_90,median_CI.lower_95,median_CI.upper_95,median_SE.upper,median_SE.lower,percentile_2.5,percentile_16,percentile_84,percentile_97.5,avg_bound_upper_se,avg_bound_lower_se,median_bound_upper_se,median_bound_lower_se,avg_bound_upper_se_multiplier,avg_bound_lower_se_multiplier,median_bound_upper_se_multiplier,median_bound_lower_se_multiplier
0,0.03869714147788502,-0.07793967700042875,0.16023981790705644,-0.1597457378779837,0.2422973545537085,-0.19873613177165103,0.2822107582949739,0.14241666660480756,0.1344949321751676,-0,-0.005041267697531304,0.00605143721633983,-0.010901082869050735,0.008722350752309935,-0.013558857457356582,0.0104935358105696,0.027909116466507483,0.02451328228792422,-0.2161268497692056,-0.01630973145367924,0.05885630262159444,0.6859904720374299,0.1811138080826926,-0.09579779069728256,0.027909116466507483,-0.02451328228792422,0.3235304746875001,-0.23029272287245015,0.055818232933014966,-0.04902656457584844
3,0.010402664624334345,-0.23409391948886263,0.26351354083529305,-0.40655264137814473,0.4262715490316305,-0.4866344578015528,0.5049781971891241,0.25754351238400264,0.2531277190655173,-0.02018311177813492,-0.12443715136225039,0.061556144852709785,-0.1909403318191168,0.1320041137428678,-0.2378967338076457,0.1552224056074054,0.09682077898228672,0.1040708034157126,-0.5243553517030395,-0.1887747053854893,0.19145619317973595,0.8882960301518473,0.267946177008337,-0.24272505444118295,0.0766376672041518,-0.12425391519384753,0.5254896893923396,-0.4958527735067002,0.17345844618643852,-0.22832471860956013
6,-0.1712385054847384,-0.4760645897582849,0.14774931188206555,-0.6825123354911103,0.36185908326179417,-0.7788432403507097,0.46022907248024303,0.321989378665213,0.3208175417746158,-0.14424773475748748,-0.27510265400893463,0.03189909426786547,-0.35631615575472175,0.1652181846210895,-0.41993295955250853,0.2195181867017634,0.17126489536365386,0.17149179169235076,-0.9961199577719131,-0.44934031908120164,0.09499494307514922,0.3638201635319154,0.1507508731804746,-0.4920560472593542,0.02701716060616638,-0.31573952644983827,0.4727402518456876,-0.81287358903397,0.19828205596982024,-0.487231318142189
9,-0.3540454178597404,-0.7385894649402847,0.03327469138763012,-0.9996590332726839,0.2854753906823999,-1.1248066281049602,0.4048615797861076,0.395938336986618,0.3922818590280788,-0.29643172515083227,-0.4598979643517101,-0.07931234225769157,-0.6189098716467805,0.09947296481263612,-0.6588723655575257,0.16643414747763052,0.2108079502769154,0.19889552719412518,-1.5466141072963544,-0.6937799468465309,-8.79982359136615e-4,0.40098925592218465,0.04189291912687759,-0.7463272768878193,-0.08562377487391687,-0.49532725234495745,0.4378312561134956,-1.138609135915898,0.12518417540299853,-0.6942227795390826
12,-0.4690690259817434,-0.9253927497372731,-0.04666095046831787,-1.2218212335802758,0.23137359556618908,-1.3600182038584667,0.3679203496240696,0.42658901069329414,0.44794568675209573,-0.4024397374546536,-0.5733729241640089,-0.15645099976087318,-0.686919307855608,-0.003401470663229045,-0.7605547301504694,0.13376023731216025,0.2473596336727878,0.22109870970673803,-1.8489125748381574,-0.8527636298183328,0.008427087343752235,0.40937146723342166,-0.04248001528844925,-0.917014712733839,-0.15508010378186582,-0.6235384471613916,0.3841089954048449,-1.364960399485935,0.09227952989092197,-0.8446371568681297
15,-0.5834924681829676,-1.0724759684301313,-0.11107876048563467,-1.3910786945422844,0.18965850883170382,-1.5495291204488288,0.33771293993392437,0.47377789838020073,0.49749084436104735,-0.5112202726786051,-0.6957693091613236,-0.22498731123978846,-0.8592955498390638,-0.059690783640392514,-0.9165484768743193,0.049358936695325595,0.2701365892534824,0.2330884704497713,-2.764766406632325,-0.8723092231807462,-0.060402689164061565,0.4540541475172837,-0.10971456980276689,-1.080983312544015,-0.24108368342512276,-0.7443087431283765,0.36406332857743384,-1.5784741569050622,0.02905290582835962,-0.9773972135781477
18,-0.6375860105309493,-1.1559867284044303,-0.14096944522700977,-1.4950773891170404,0.18459792171575332,-1.659263083035419,0.33706340056918194,0.5083490253491816,0.5303693461276158,-0.5176586990219516,-0.7540929453777819,-0.2776252234299692,-0.867911680552281,-0.06170873133312643,-0.9592796350802484,-0.0014033252657073836,0.27851649343734897,0.23433238877892193,-3.4431679892869003,-0.9645403802469462,-0.07175883522997423,0.4758627691362794,-0.12923698518176774,-1.167955356658565,-0.23914220558460264,-0.7519910878008735,0.37911204016741384,-1.6983247027861808,0.039374287852746326,-0.9863234765797955
21,-0.6922181196662608,-1.248485183585724,-0.1591145324361629,-1.612114073874271,0.18147362242895265,-1.7897541049757926,0.3488838051713658,0.5353650801770216,0.5677534799540671,-0.48271443146798404,-0.7418834978450216,-0.2934727702367169,-0.9638146216112542,-0.12280472876401105,-1.0297168422300267,-0.012275164595832722,0.2907464922031755,0.24495741710673147,-3.9715382787696734,-1.0435019431203987,-0.07251125189017497,0.5958228077411579,-0.15685303948923923,-1.2599715996203278,-0.19196793926480854,-0.7276718485747156,0.3785120406877823,-1.8277250795743951,0.09877855293836696,-0.972629265681447
24,-0.7827844210081184,-1.325198882471817,-0.23355619059542548,-1.6787436642397775,0.1238055374506665,-1.8499942296739533,0.2920776809983447,0.5473012587189878,0.5340413227767431,-0.4978439654756168,-0.7364970985141754,-0.26996448513144955,-0.9058998422043537,-0.10057817746795794,-1.0009865602886676,-0.01003699023187854,0.29355534685886997,0.27203660252035566,-5.097826519670562,-1.1070955409108614,-0.08548613015379061,0.44584788808667686,-0.23548316228913058,-1.3168257437848614,-0.20428861861674685,-0.7698805679959725,0.31181809642985725,-1.8508670665616047,0.08926672824212312,-1.0419171705163282
27,-0.9154396490467099,-1.395487850190061,-0.412081791135614,-1.7075762289431695,-0.09519785448121335,-1.8590752122496368,0.05555319211204069,0.508618265194844,0.49150288882562576,-0.5501335930654403,-0.7330364869217669,-0.24206795177313267,-0.9332379275588867,-0.08123800231967182,-1.0485168768067346,-0.04273175045095534,0.28787640813461424,0.2557229131277745,-5.254333876185066,-1.2410632068513523,-0.13816249077427475,0.33428656467209766,-0.40682138385186595,-1.4069425378723357,-0.26225718493082606,-0.8058565061932148,0.10179688134297804,-1.8984454266979616,0.025619223203788177,-1.0615794193209893
30,-0.9119412631158782,-1.3937046021772337,-0.3927667562638352,-1.7066882409280018,-0.05959900980840498,-1.8581583443186636,0.10031686110245976,0.5191395580140945,0.496268639110825,-0.5212420156273186,-0.7802988585541144,-0.22093162798697907,-0.9392967265590626,-0.06074724860610187,-1.0315029580932813,0.023338282442343206,0.2962926956310527,0.27206973466636364,-4.993182001981418,-1.3087337666331258,-0.14988472742795467,0.2946912273667957,-0.3928017051017837,-1.4082099022267032,-0.22494931999626594,-0.7933117502936823,0.1263378529123108,-1.9044785413375283,0.07134337563478677,-1.0653814849600458
33,-0.8681867813435626,-1.3641562102045381,-0.33712462753956884,-1.6908734155059384,-0.006629219312703265,-1.8489906065459132,0.15069809345339477,0.527748963613284,0.5081756639778622,-0.480887498241251,-0.7049866108915742,-0.1945021624534254,-0.9212599811402808,-0.049787000125145614,-1.009186769141071,0.04611354825380487,0.30443899658451856,0.27208629922642064,-4.140795834018722,-1.3851326587382395,-0.1151036476093201,0.27284478781028504,-0.3404378177302786,-1.376362445321425,-0.17644850165673243,-0.7529737974676716,0.18731114588300546,-1.884538109299287,0.12799049492778614,-1.0250600966940921
36,-0.6721720424554416,-1.0698437820728004,-0.25868977577885727,-1.3283244174756965,0.011314800827413074,-1.4513897515234286,0.14045946865349176,0.40693428143620347,0.393133968050215,-0.41655373617260144,-0.6738784051090916,-0.16054474538715102,-0.8191134650317035,-0.002450127922261347,-0.8687615146730223,0.05675026646741563,0.285579487682366,0.2697050328722258,-3.009634961986171,-1.1533254169436296,-0.07208187286316602,0.26064152126473716,-0.2652377610192381,-1.0653060105056567,-0.13097424849023542,-0.6862587690448272,0.14169652041696534,-1.4584399785558717,0.1546052391921306,-0.9559638019170531
39,-0.6465279853882857,-1.05405814756596,-0.22466351059840448,-1.3112193360668618,0.043760130954362084,-1.433118537408732,0.17537581051412302,0.4068636563594225,0.3949265459747081,-0.3765620340215887,-0.6028787687684679,-0.1258780937124945,-0.7180525820936555,0.021896539201737508,-0.7881677485538485,0.07731289057397706,0.2764261924682786,0.26386404240265793,-2.9471346728267194,-1.1644552564254853,-0.0019968518402760996,0.2923135909785788,-0.2396643290288632,-1.041454531362994,-0.10013584155331012,-0.6404260764242466,0.1671993273305593,-1.436381077337702,0.17629035091496847,-0.9042901188269046
42,-0.6186536962286115,-1.0345263823054394,-0.19433196813573195,-1.2925405420440959,0.07644226901208717,-1.417853300751015,0.20576526941768772,0.40953915354628134,0.4062865435502702,-0.3435401890809213,-0.6299129256143338,-0.10460295420603258,-0.7138913411401117,0.04102406985841187,-0.8171794389888216,0.14418234759812473,0.2907464922031755,0.27213598685701357,-2.9237358524251063,-1.1920484455734826,0.03043396311665665,0.4054927651949229,-0.2091145426823302,-1.0249402397788818,-0.05279369687774582,-0.6156761759379349,0.20042461086395114,-1.4312267833291519,0.23795279532542968,-0.8878121627949485
45,-0.5651312894402603,-0.9696172588073241,-0.1458924330755441,-1.22257533008021,0.11793622127984016,-1.3480234717254613,0.24162649295536015,0.3967406480221978,0.4035916516136601,-0.3059134447934697,-0.6084951243095362,-0.06983844425776413,-0.7535469154358316,0.09271579620608184,-0.8576994038685908,0.15637664170384313,0.28971929777821637,0.2640878159690452,-2.8864205370041396,-1.0970267486702876,0.05421246283205969,0.3830721962862633,-0.16839064141806248,-0.9687229410539204,-0.016194147015253346,-0.5700012607625149,0.2283500066041353,-1.3723145926675806,0.273525150762963,-0.8340890767315601
48,-0.6704935035593675,-1.142877367999257,-0.19099100756130494,-1.442840808763162,0.09637584195391063,-1.588877919986722,0.23560226153177832,0.4530729317630405,0.4639181996512895,-0.5599611715477743,-0.9045329652526509,-0.09561239712517794,-1.0616817376317114,0.1464305720325548,-1.1775696050223456,0.21717914468341667,0.313917892007173,0.3544716783867825,-3.9565430349002133,-1.247637424648178,0.040109999400737416,0.7814131505207021,-0.21742057179632707,-1.134411703210657,-0.24604327954060123,-0.9144328499345568,0.2356523599667134,-1.5983299028619466,0.06787461246657178,-1.2689045283213392
51,-0.9734388075436529,-1.5733869782262668,-0.3589934147601562,-1.9588168929025547,0.007193329932509023,-2.1455539055715867,0.19697099917897942,0.5690990517703751,0.5926969167795629,-0.6421715849930998,-1.3102638621596805,-0.1641649389444078,-1.5809893862483995,0.12911853980439247,-1.7462917470610473,0.27523712000403977,0.30224227421915417,0.3156672788723602,-4.622364198298838,-1.4419806790531826,-0.10182241606652413,0.1092104378653888,-0.40433975577327774,-1.5661357243232157,-0.3399293107739456,-0.95783886386546,0.16475929599709738,-2.1588326411027787,-0.03768703655479144,-1.27350614273782
54,-0.9444139054711833,-1.535847282030449,-0.3271105932730392,-1.920409852521039,0.045826811677087145,-2.1067266454405758,0.2312999376471314,0.5717770898572253,0.5913116351101522,-0.5118418114790824,-1.1844081321273108,-0.14824498050567475,-1.5474940773549606,0.15627340156706693,-1.7188770985320578,0.29621965546210327,0.3015909093074414,0.3160896672662584,-4.669047126842247,-1.4229578872484878,-0.04767178817407835,0.12842924055689045,-0.372636815613958,-1.5357255405813355,-0.21025090217164094,-0.8279314787453408,0.1991402742432673,-2.1270371756914876,0.09134000713580048,-1.1440211460115992
57,-0.9154099051177244,-1.4995708765686342,-0.29823214178433205,-1.8816240694755102,0.07621454891537836,-2.0667250935722383,0.25566967587787975,0.5694368776524126,0.5873301116407142,-0.48535791153463204,-1.077278172528964,-0.1290769313880395,-1.4911694845301802,0.18101660688148571,-1.696255440335944,0.28438942899543246,0.2991113056949893,0.31016446966070615,-4.706209606408257,-1.4062004484712534,0.018598696917437624,0.14196652838026227,-0.3459730274653118,-1.5027400167584386,-0.18624660583964275,-0.7955223811953382,0.2234638501871008,-2.090070128399153,0.11286469985534653,-1.1056868508560442
60,-0.6411500689830221,-1.0868363086108466,-0.20815626837385165,-1.3704545958788668,0.07708185506305337,-1.5078648738206266,0.21527692773836363,0.4380296119267802,0.4504702431724923,-0.820670391061452,-1.0279060638503914,-0.25480053524413915,-1.4488354297679513,0.019353187976741404,-1.6890810233544526,0.1510691668918589,0.40301310811654967,0.4069107381720491,-1.4493238358389222,-1.1506763909767708,-0.10193043716546751,0.139992418893097,-0.20312045705624188,-1.0916203121555144,-0.41765728294490234,-1.227581129233501,0.23490915487053832,-1.5420905553280067,-0.014644174828352674,-1.6344918674055502
