period.month,avg.effect,avg_CI.lower_68,avg_CI.upper_68,avg_CI.lower_90,avg_CI.upper_90,avg_CI.lower_95,avg_CI.upper_95,avg_SE.upper,avg_SE.lower,median.effect,median_CI.lower_68,median_CI.upper_68,median_CI.lower_90,median_CI.upper_90,median_CI.lower_95,median_CI.upper_95,median_SE.upper,median_SE.lower,correction.min_estimate_95,correction.max_estimate_95,correction.min_estimate_68,correction.max_estimate_68,correction.mean,correction.median
0,-0.23117644435872015,-0.6308304821311042,0.0635861618343017,-0.8645811223093296,0.25756384827708034,-0.972756477700136,0.35068959894009677,0.30584603547088723,0.34475162584968516,-6.704990097099461e-4,-0.01312778307618274,0.003398000548804422,-0.023950493303745306,0.011357658271579162,-0.02927876603998643,0.01614465076120057,0.02150253716807176,0.021834618944419636,-0.006967341440565933,0.0386160330719746,-0.0017207781499534555,0.03140326516855463,0.009687109678633083,2.6573077594455095e-4
3,-0.35800926836801433,-0.8862318711709856,0.12066207938021488,-1.246309448458622,0.4338979624119839,-1.4209434905417464,0.5840665758629344,0.4793076123699625,0.5352846174707375,-0.07686359367617486,-0.2571685710776626,0.05235811022604165,-0.3883563204153944,0.14585629312090292,-0.46441286742255056,0.1974791559861542,0.19756939202544205,0.21256965008444695,-0.37149610949261314,-0.015493031060698745,-0.2461711380349432,-0.018994612397495343,-0.12605300119022061,-0.05648500726584056
6,-0.6050788061256784,-1.244342104056502,-0.024646493675916672,-1.6595955291175097,0.34081318055479726,-1.8585706720659756,0.5163854995735325,0.5750444016974797,0.6201641575028332,-0.2526384293999946,-0.5334459231984021,-0.05569551863079458,-0.6927039001038686,0.04315341666707842,-0.7674085281075843,0.10542769550795941,0.24521199333831575,0.2547338317030135,-0.5445091321840572,-0.03823145187294576,-0.4209175219891451,-0.07684227318801526,-0.2555873745528709,-0.20862528774341682
9,-0.7757887925254204,-1.461168589983814,-0.1529751537848438,-1.9235300447335892,0.2458178864680364,-2.144946297701774,0.43892881677640266,0.6382058696461456,0.6789271259530597,-0.38007763118965043,-0.6903747687983381,-0.13229209198841907,-0.8811888333671727,0.006599840509843025,-0.9725019572213142,0.06553960952818383,0.2857343018749344,0.2904967489785334,-0.7060144882780852,-0.09323898449863599,-0.5776841781695398,-0.11036288062051314,-0.3497940802287299,-0.30868798799379665
12,-0.8553214998844927,-1.5864902397814775,-0.19802426043606014,-2.065270093926165,0.21423067582010116,-2.2932974116926585,0.41538054762695586,0.6722615839464122,0.7076733338914069,-0.4531434770297908,-0.7863261155308141,-0.17231198340012852,-0.9835061327945309,-0.012089635319438477,-1.0709336876065065,0.047467137158248726,0.30443140277375874,0.3063555677169897,-0.7974851374243083,-0.11088945165771887,-0.6322451519242461,-0.13391448619919744,-0.3867265124315121,-0.31979980864410795
15,-0.9233062122267257,-1.6940164687643584,-0.23297782972783246,-2.2009076916939367,0.21141907497233062,-2.4434891630324116,0.429437579610862,0.7178751046603905,0.7519461358453564,-0.5234558591163756,-0.856257873690657,-0.19281656324435684,-1.0511473017564015,-0.01459639200309057,-1.1652992508749442,0.05289832010028084,0.3273646096967041,0.3271607635934399,-0.8753946963179926,-0.0822982403564528,-0.6947826297366574,-0.13706135293564048,-0.4217820388609539,-0.3666377156024815
18,-0.953090735948035,-1.7443854115651218,-0.2392751810075085,-2.2637132298922578,0.22968124808645696,-2.514421984791048,0.4583141441437722,0.7439171561055096,0.7789163588836898,-0.5612824485905409,-0.8886841600519145,-0.20622387668280034,-1.1197832827802414,-0.010155968328519813,-1.2311973611196445,0.06732572253412195,0.3414474460564636,0.3359656510242831,-0.9115463340102536,-0.06652411177532735,-0.7138377468369606,-0.13103577505730155,-0.43224558498298227,-0.36902476815445706
21,-0.9669252580885505,-1.7752695465516701,-0.2365226683269366,-2.297381480685553,0.23628557275800263,-2.5491588729070727,0.46539948987972196,0.7535795081486959,0.7910364138177668,-0.5633373295809938,-0.8986555364289581,-0.19970685565101837,-1.1173685038476697,-0.009437892066846254,-1.229179380710665,0.07376307673199092,0.3480910143890765,0.3439477068025161,-0.9267181559786049,-0.04466485287859756,-0.7127768923182475,-0.11943343685307808,-0.4264405484202734,-0.362845002956162
24,-0.974897407334943,-1.7840514778091798,-0.24178120942463482,-2.3070300379215016,0.2323962468730672,-2.558129881150777,0.4622534892209383,0.7531941828946956,0.7865585634226945,-0.5602814397854654,-0.91814531972479,-0.1993781227606932,-1.1307546358507339,0.0011337378456245661,-1.2411853784341855,0.07574303287462636,0.35341660654637685,0.3458482330029296,-0.93565373094549,-0.04411662902515347,-0.7100933409706685,-0.11588261287227147,-0.427468697370414,-0.36336949011167274
27,-0.9679561922932557,-1.8210759384146156,-0.2194076532769723,-2.3725976080173146,0.27258424999774045,-2.636543259956916,0.5109530410431605,0.7869781028025031,0.8222514111678845,-0.5356309066048675,-0.9178559801993005,-0.16213119418149954,-1.1387286965981445,0.018792789772290985,-1.2613260021344546,0.10206464896472317,0.3623935652582297,0.3649606397404802,-0.9432726273780586,-0.05708677137847449,-0.6961886371456791,-0.12634306250866092,-0.4251415189469628,-0.35208283344307745
30,-0.9431016138308158,-1.810953312577126,-0.17583813764158676,-2.3676555091238334,0.322923687210779,-2.634315464902908,0.5653674937232778,0.7998978348380646,0.8358568713373756,-0.5240738515759541,-0.929782226322199,-0.15203870938235126,-1.1749132063299963,0.04116559378654622,-1.2945298643980079,0.13294970508140458,0.3750602760851215,0.3793772082165933,-0.9246734132488519,-0.07385355615267103,-0.7085015114006301,-0.12347392761566964,-0.4301697439562773,-0.3771688965105945
33,-0.8824986350187832,-1.7376439059795035,-0.11829482199057649,-2.293167941645251,0.37838254339221933,-2.5580880449569623,0.6223712748331288,0.7896097414049805,0.8301802900741244,-0.5014834887197568,-0.9216008501947652,-0.10710673763752265,-1.180995226431342,0.06400973983728797,-1.3088360949068107,0.18170928709811784,0.3904452067652673,0.39078241398913827,-0.8610685123988173,-0.06898834757696379,-0.675820915040001,-0.11710003990200443,-0.4132131548060082,-0.3826771046054978
36,-0.8050520590619834,-1.6141420656813157,-0.0722240975014878,-2.1435481015621143,0.40863904429169234,-2.395262051993231,0.6487465430954406,0.7583614043086818,0.7937485119258236,-0.4636979188801791,-0.8801786376893735,-0.08563110384114855,-1.136379975578245,0.0928801559354418,-1.2670190556008283,0.2168497741939485,0.38011159970019337,0.37940030056793517,-0.767921391294375,-0.055008513661591776,-0.6326637338675911,-0.11952140571996382,-0.3955088046986276,-0.399379894798763
39,-0.7587844282446834,-1.5560330027011386,-0.03605599611600605,-2.0642008673635672,0.4330922903677763,-2.3090270499703616,0.6624932062516338,0.7360768666732265,0.7721164838751352,-0.4232579253471789,-0.8413762915837715,-0.049888818636084756,-1.1040732960082869,0.14327824177159942,-1.1991641819319803,0.26195254171389004,0.38277096835111474,0.3950768457949866,-0.7145996740238865,-0.040991124307411225,-0.576493958517126,-0.10194852034241716,-0.35948984163629516,-0.3427559355761942
42,-0.6909798557376811,-1.472949977239694,0.017617312872854216,-1.963874350426122,0.47338962780679267,-2.2014424619603217,0.6965596724072614,0.7176652546864455,0.7526802630411958,-0.38447513006893197,-0.814251836048615,-0.007571124628151925,-1.0645667095398301,0.1838231995694985,-1.1861364587858207,0.29738869441711485,0.3848422017153791,0.385461996761869,-0.653327668856395,-0.031327973027704674,-0.5400949910382387,-0.08575814522506159,-0.33153987899383236,-0.33964741778185564
45,-0.6689094547932931,-1.454428408912608,0.04083123526132878,-1.9509616902277689,0.4997618886855805,-2.1906147980702197,0.7228073488531405,0.7198263906532492,0.7575636817313801,-0.3650881465017896,-0.7986487382468532,0.008935181945753407,-1.0523044981079848,0.20271427493178212,-1.1525426168981254,0.3178469836778751,0.3819058759969156,0.3743309168256373,-0.6371946080813777,-0.02117238657124192,-0.5238489758705309,-0.06484269486873441,-0.3168643792207861,-0.32540490209374323
48,-0.6814899684654698,-1.3892721868161864,0.0011589384737237236,-1.8447722263336954,0.4411678878932405,-2.0642924243662737,0.6541243980496666,0.6790936263489519,0.7090050616438583,-0.3731154368987537,-0.756702969264734,0.013647116205230042,-1.0036142839171447,0.1966389954582643,-1.0990347871790904,0.3075660095505254,0.3671853134648623,0.360406284201077,-0.5932516527023792,-0.028678453686034746,-0.48118665623740725,-0.07647675215699304,-0.2767001260692458,-0.2477225704553524
51,-0.6667440024274401,-1.3620134851342374,-7.110802846964902e-4,-1.8089690740826851,0.4173435792687752,-2.0231248895369154,0.6212431123506011,0.6542434891874419,0.6892649312966144,-0.3448604802763029,-0.6965649461670396,0.009735566823381543,-0.9433947559910738,0.20141068229217787,-1.0583064998715908,0.30980121114906967,0.3707162139068142,0.3581897382286135,-0.5959614388170609,-0.015137082319912589,-0.4210067501749788,-0.04540844467085523,-0.2190854067860061,-0.13143630212823626
54,-0.6418420991902407,-1.3416831743203854,0.023289307685824295,-1.7901143136426714,0.44378474534606954,-2.005184757533441,0.6509239389940281,0.6564443492876434,0.6932141295195217,-0.3287278520635105,-0.6857520684115604,0.020980341900350193,-0.9414134522703914,0.20744987948720628,-1.055238648845212,0.32671324532059953,0.37198007383140164,0.35831445330942885,-0.5731405047728944,-0.006195913576226187,-0.4000041552175338,-0.03163858224412998,-0.20147779685833073,-0.11530462514823492
