period.month,avg.effect,avg_CI.lower_68,avg_CI.upper_68,avg_CI.lower_90,avg_CI.upper_90,avg_CI.lower_95,avg_CI.upper_95,avg_SE.upper,avg_SE.lower,median.effect,median_CI.lower_68,median_CI.upper_68,median_CI.lower_90,median_CI.upper_90,median_CI.lower_95,median_CI.upper_95,median_SE.upper,median_SE.lower,correction.min_estimate_95,correction.max_estimate_95,correction.min_estimate_68,correction.max_estimate_68,correction.mean,correction.median
0,-0.1755887512374379,-0.35367354081592434,-0.0212617224563727,-0.4675940297958231,0.08455812652611885,-0.5208236065485253,0.13243217771771446,0.15065897504459225,0.17034324089413905,-5.99388144581936e-4,-0.007225695819402829,0.00179185549409735,-0.011539904427093158,0.006055378328078579,-0.013542669895258982,0.007787792559199343,0.007601994201902053,0.007632664451562046,-1.480396815715835e-4,0.03234036615780311,1.286062870212913e-4,0.003397629503130061,0.004966608102736485,5.330613171918065e-4
3,-0.24818724711882326,-0.5383233675561556,-2.2893551370568605e-4,-0.7177607622820303,0.16576707761094198,-0.8025176699273422,0.24550512631584506,0.2519111206328278,0.27496894414049616,-0.06672714078374453,-0.1720191391776578,0.029077206238876302,-0.23680426706199825,0.09877214297744319,-0.2756809868746425,0.13273983257698946,0.1100431154815315,0.11619733459214669,-0.13036658053434216,0.023976417839403213,-0.030107408597237956,0.01829661187350734,-0.022880931486993335,-0.018446060509202365
6,-0.45368879718227284,-0.7870471532774953,-0.13506911443365782,-1.0007395106541732,0.06499399065094105,-1.1032067929110152,0.16007299352031218,0.3142639930503354,0.32788922279750754,-0.22762283332278788,-0.38387661748756263,-0.08672094708834424,-0.4918731648573863,-0.005088399767038232,-0.5456055635379347,0.03792292904959468,0.15248423027169797,0.15437183337470475,-0.32010896484177015,-4.600947770041978e-5,-0.167730604852441,-0.013532821338336647,-0.10093618960960046,-0.08772047767291524
9,-0.5433896325580553,-0.9060111258848121,-0.19590304323677782,-1.1428092947465873,0.020471717700349574,-1.2559825640899667,0.12442181258917732,0.3448653445905669,0.3606675310554141,-0.31399817344826,-0.5133874743613822,-0.13621493092035308,-0.6290045968533835,-0.03632681436574679,-0.6948702742734219,0.011667189941716054,0.1797445783378166,0.18645496819113155,-0.4010100330701343,-0.06372377917979682,-0.2327949101631186,-0.08568334947909642,-0.1667196871751517,-0.14074345609209707
12,-0.6110577772685155,-1.0065828984728653,-0.233167430511926,-1.264333875371052,0.003131970181982058,-1.3875656905341156,0.11755506228163211,0.37640252792823353,0.3924348164191718,-0.37802068756583473,-0.5830558364002965,-0.17220040287900368,-0.720301053245684,-0.05311486147025535,-0.7878259323279335,-0.003499040194831618,0.2063303972338452,0.2132743994186529,-0.45980912166933935,-0.07838146742877602,-0.30227692342604345,-0.12181891859430859,-0.20727180758512578,-0.1661417598775822
15,-0.6758550296968604,-1.0954499227427055,-0.270885206221737,-1.3680938010358226,-0.01911401708958976,-1.4982654918035436,0.10326873138955613,0.4001388211270809,0.4159785130597332,-0.45652831510310166,-0.6727589129673518,-0.2105241573638424,-0.8043699086062839,-0.07477752368096646,-0.878361906513906,-0.012504820301814316,0.22704163828665808,0.23360531939016413,-0.5475550685925921,-0.05661228181419505,-0.3432421125952218,-0.11296717407373011,-0.228147576060521,-0.19317058498835712
18,-0.7090899294879544,-1.150959720744012,-0.29008346473840263,-1.4347386122337786,-0.024768592282819427,-1.5703670771382272,0.10321593848880234,0.4180320675334005,0.4335107583271219,-0.5049762210805928,-0.7451827411508556,-0.23835309579890251,-0.8761303538907401,-0.0642474883955938,-0.9508789532297734,-0.007549289579744739,0.23587379302796532,0.24138562412154804,-0.6405671819345934,-0.03229012156500375,-0.3808689288231162,-0.11462217884362372,-0.24692904297990562,-0.20951994134391305
21,-0.7200409146667057,-1.1822184769227522,-0.29079193988914126,-1.4774149700653798,-0.017213708721187795,-1.6183676184959368,0.114554499162601,0.4318117979087148,0.4493449213986609,-0.5204822256133015,-0.7672930501455636,-0.2377460104780345,-0.925585303636155,-0.0598771367978862,-0.9900513529814777,0.003207034381330658,0.24241917483352668,0.24538150348458668,-0.6676500112795706,-0.011557271015314508,-0.38936013329216246,-0.09586349129168861,-0.23960765155071906,-0.18472623014672238
24,-0.7207274238719646,-1.1942324685894448,-0.280567908218601,-1.4953219431758418,5.20721476607362e-4,-1.638445153398539,0.13553156597959054,0.44126735776597464,0.457814400989535,-0.5198225976668626,-0.7770917411071502,-0.22160479995026353,-0.9286116337241541,-0.05591523852615368,-1.0105155475636127,0.012497420457107111,0.25461024501567775,0.2493119209541553,-0.6649170210299225,-0.011038605781585754,-0.4054113871807287,-0.08487633868735198,-0.2323963313841766,-0.17170929947079133
27,-0.7103554208459056,-1.1949269693198359,-0.26448146990038995,-1.502799814901416,0.020924660794557837,-1.649135240051595,0.15828809116469414,0.4471338769608972,0.46760403725228067,-0.4831616594174788,-0.776728401429171,-0.19642617663041353,-0.9371178020926128,-0.030849675381109345,-1.010355411817152,0.03055359484183709,0.25313680062949967,0.2590328398240028,-0.6401795513315949,-0.04055592702895425,-0.4035317553601667,-0.07329882102080663,-0.21985895283896054,-0.15638252063457497
30,-0.7074418968812171,-1.2063210801075632,-0.2529330263914428,-1.522072048028563,0.03950241918086268,-1.6719153755428144,0.18139756947665328,0.458155172586688,0.4793433385931355,-0.4624307958697502,-0.7843844098723399,-0.19238500464831765,-0.9599292444539482,-0.017183728608562945,-1.0443723947890229,0.041947328421571436,0.2647449105933374,0.26835897163663514,-0.6329296225013207,-0.0352241047511666,-0.3996269135340622,-0.07330095793377578,-0.21655397854356484,-0.15420855258330063
33,-0.6956237253199056,-1.2064047323691798,-0.2338969528899074,-1.529535176257155,0.06422297305482126,-1.6831171924102595,0.209300853045419,0.4657847870340505,0.48913838609079385,-0.44796235926537864,-0.77277413586171,-0.15075890655634921,-0.9567217893024937,0.006917055456688581,-1.0386713146777393,0.07519231193278123,0.2718420999222327,0.27622974311100756,-0.6089275028815898,-0.018377103229936857,-0.3752843882664979,-0.04103953584215242,-0.19779617828865115,-0.15558219111685195
36,-0.6795335895744199,-1.2018658058374254,-0.20268091252754344,-1.5343236136467915,0.10826986108943674,-1.692337766790645,0.2600450317187636,0.480284821824081,0.5051021610086037,-0.41589810268428007,-0.7448150077542055,-0.1041754017169966,-0.9469593707957422,0.0498897554516317,-1.0237969884032472,0.11040991935187455,0.2832118713804731,0.29316495669415843,-0.5585682538099194,0.06505452301616438,-0.34033571518605354,-0.014043061137146734,-0.16561192304947397,-0.14581491605446578
39,-0.6719282899448522,-1.2078592588837254,-0.17981052954211732,-1.5521793525641965,0.1421202857613172,-1.71614134672127,0.29898010921199036,0.497342522066821,0.5224441714823521,-0.38815874299945596,-0.741870210756159,-0.0635504641465868,-0.9508294706791047,0.07854991143291845,-1.0412670872733125,0.14524245400499902,0.2976146570807635,0.3100660016061424,-0.5359304281050484,0.02456094822011565,-0.3119657808966404,-0.004693881177767908,-0.15004803093524557,-0.11963277199133229
42,-0.6483496354597934,-1.185324043621774,-0.1498268173194878,-1.5288819488377068,0.17126899240187948,-1.6934420751460315,0.3286397155778607,0.5021260369843423,0.5271517954784887,-0.3612358508999199,-0.7032953039908676,-0.03374059414905647,-0.910561145547589,0.09766695786067836,-0.9909003629674455,0.18411499502009532,0.3020805732470452,0.305494107641837,-0.5002332551653139,0.013158275294572015,-0.2795323028474267,-4.376438707077763e-4,-0.13011058022611605,-0.09815038212133932
45,-0.6378485481925494,-1.1810974615106093,-0.13294207340279218,-1.5289466505925304,0.18788027921994666,-1.6953551243893326,0.343954005277008,0.5059230507136199,0.5344675469303304,-0.3384163703246092,-0.6919349253480449,-0.02338526693529048,-0.8974844296296105,0.12059207090699485,-0.9899716230836039,0.20358292529108354,0.30389810816225193,0.3101916142610254,-0.48280934557548993,0.021384561677534216,-0.25887115606127814,0.01775971761499778,-0.11404828997328406,-0.0748788953736414
48,-0.6219163629538719,-1.1703937328363454,-0.10629960106031623,-1.5206421295022252,0.2215685028370829,-1.686674674877458,0.38041354092809987,0.5112921156854991,0.5402055050174606,-0.3412614041331882,-0.6815904969183455,-0.010316212399225394,-0.880715281440907,0.15098267924668463,-0.9733597623238746,0.23425549577299493,0.31681860952488367,0.31379274700883,-0.46097065305461904,0.018193619066322896,-0.23177436904557902,0.013400778549912926,-0.10333056782408012,-0.06742687118525487
51,-0.5976581263132668,-1.1699040913311516,-0.06073803372825584,-1.535982715697793,0.28213736999661276,-1.7089744980903494,0.448806971101149,0.5338474636364093,0.5626474020607847,-0.310531083718984,-0.643766748113793,0.0025955263001653794,-0.8451197296760671,0.17356523035503435,-0.9692961598314654,0.27452337222837464,0.33510078810383004,0.33261355375829227,-0.44237159898208217,0.03397100013118147,-0.19010995942691827,0.01982273785256205,-0.07984966812054478,-0.033055692023187797
54,-0.574972774806583,-1.1497394089601736,-0.037104853778021155,-1.517053674438366,0.30631645905598065,-1.6907292999164811,0.47663782225938617,0.5351829155232803,0.5655666608230399,-0.2876880025486994,-0.6083980465482893,0.010337821710940262,-0.8457468254808803,0.18167292332152662,-0.9532103651443062,0.28337097472053907,0.3373883490956651,0.3304256472885197,-0.42205655647253004,0.03522297760572092,-0.169880404867449,0.015266633106451565,-0.06847039630448368,-0.014921779332182427
57,-0.5546401024621159,-1.1311515579696572,-0.016404028493310494,-1.499694752958116,0.33262447716319926,-1.673724887748763,0.5068080804129956,0.5365385886403723,0.5683153090194952,-0.2642105368867677,-0.5829747961518257,0.015562656606791672,-0.8353449598968573,0.19921637560728847,-0.9293902020636009,0.3064805139484643,0.3327558773864876,0.32734877170081783,-0.3983103981482287,0.03563651434435372,-0.15065340846147574,0.016315707159201304,-0.06037769258789466,-0.009544950127814898
60,-0.5841862958759331,-1.1293450260698312,-0.07837958244203286,-1.4772801711474075,0.23990794258868206,-1.6411218256218438,0.39706741897443587,0.4969799235044991,0.529915781963609,-0.3420396993073591,-0.6712662592240766,-3.9332861507196393e-4,-0.8784820268893694,0.1220556746241418,-0.9540504873043409,0.2053340447005767,0.2908982415574242,0.28880046039919877,-0.5085202132400467,0.05336222864171523,-0.27218003236007615,0.037206682992273435,-0.0748894606353651,-0.010535300211121385
