period.month,avg.effect,avg_CI.lower_68,avg_CI.upper_68,avg_CI.lower_90,avg_CI.upper_90,avg_CI.lower_95,avg_CI.upper_95,avg_SE.upper,avg_SE.lower,median.effect,median_CI.lower_68,median_CI.upper_68,median_CI.lower_90,median_CI.upper_90,median_CI.lower_95,median_CI.upper_95,median_SE.upper,median_SE.lower,correction.min_estimate_95,correction.max_estimate_95,correction.min_estimate_68,correction.max_estimate_68,correction.mean,correction.median
0,0.99741950811894875,0.8221760392423846,1.1630710913765536,0.7092426233730413,1.2737276744967077,0.6541823589120073,1.3277422878261196,0.1730878292024042,0.174100524265825,1,0.9330467649018647,1.0576098630585902,0.8891886838698619,1.0960559658556412,0.8666399317364951,1.115130539109106,0.05931826581791171,0.06825697077545795,0.9928747422575009,0.9995459774063888,0.996983575374764,0.9994139017716113,0.9979857087224498,0.9987619603606261
3,0.8535477211867873,0.6003914708496098,1.1068232038348904,0.44527164480470427,1.269464034415945,0.3684847724872454,1.3468606882026608,0.2448424629376882,0.2504287392472736,0.9011396051586357,0.6834122001670608,1.0832950580203575,0.5839713459225634,1.1653079659364483,0.530050163688843,1.2045970859244153,0.13014335188905954,0.14173806327011407,0.58469251167605,0.9211534812017805,0.6943869974246599,0.9040461674650786,0.8258568516917553,0.8560030432413084
6,0.6070991404527826,0.3382221423100704,0.8801594212557466,0.15949850439069346,1.0598882011107316,0.07213200068087838,1.145599696757194,0.2698137288661404,0.27934329562172505,0.6445811780540243,0.4248650555740464,0.8311112598741338,0.30041807335598947,0.9668485647487499,0.24774073794000775,1.0134898767802516,0.1657190994530132,0.17461106186610695,0.4441033167204875,0.6986511932171815,0.5357286023650474,0.6676189131684732,0.5976983127028984,0.6085111994718971
9,0.4769928722075677,0.1953618056615372,0.7636181873852635,0.004270488784814477,0.9556209315778948,-0.0896014336343637,1.0477228056177847,0.2859846875221138,0.2960037028868584,0.5229473304954925,0.2832225606797614,0.7216055757288109,0.16037905243645517,0.8445280272270237,0.09901513415248087,0.9005464069386495,0.17895064775305172,0.18598003079513642,0.31698701046299216,0.5451692382906229,0.34940029641462256,0.5198606437622323,0.4486498709701251,0.4530910296939283
12,0.37111998835706994,0.0799644359618628,0.66527337140584,-0.11454630608597921,0.860662658048071,-0.21052897043072155,0.9542181727079089,0.29327445063157914,0.3022291746956492,0.41186014939892057,0.16447098261997672,0.6351718790673584,0.005830673224716587,0.7596943626788124,-0.05718416821215616,0.8243065405636578,0.1893647063192525,0.1961179440814548,0.09348894803153127,0.40760159197392387,0.1735199387169138,0.3861700044601266,0.3020499187813405,0.32621241494888603
15,0.2638778730082179,-0.033758041556860074,0.5615182436444995,-0.23232642515246102,0.7569993212171694,-0.329968072461326,0.8511547284577435,0.29603406288724987,0.3064891223341751,0.2915636588380721,0.05049031116793706,0.5215519121734157,-0.10250540466556834,0.6604957377417029,-0.1701244792810167,0.7391629088857978,0.19598960004934626,0.20417268978582884,0.06466424341542969,0.2877296700957592,0.11528790037563004,0.27105012139176843,0.20855100316232936,0.22109407298836622
18,0.16802484988782912,-0.13129520038582287,0.4676613142551815,-0.3328523294031581,0.6666076581534707,-0.4304571940015388,0.7615564038572785,0.29996842917881406,0.3080591359496417,0.17172256097561334,-0.046583620885278676,0.41144129558779047,-0.19052875807060726,0.579893091863431,-0.26893337587419164,0.651112407151998,0.20336142559080847,0.20537788184048286,0.0393317116919565,0.21712128762686106,0.0690841662997054,0.2011320296840237,0.13684638945034522,0.1283553471765375
21,0.07881004039594708,-0.22246219158816738,0.38078739316448407,-0.424135250020055,0.5823874330876426,-0.521044891618557,0.6784588590636675,0.3043314334455313,0.30587428143199646,0.08406720295488435,-0.1210790966844036,0.311770158323578,-0.2822407954089403,0.4792954930380905,-0.3375580642167948,0.5347684506074346,0.20931852948663576,0.20578193444350593,0.021482883025263067,0.15102700137368746,0.0375016136256998,0.13090627135369678,0.08068708521376362,0.07042805280783854
24,0.026195825488060185,-0.2730620782812214,0.32832742655983915,-0.47108952085545225,0.5291971211141391,-0.5662292884725351,0.6255629486519546,0.3056896290621901,0.3025473419322231,0.026968937581979654,-0.17538150099330002,0.2598873596268443,-0.32105762130018123,0.40022195254887605,-0.38802453038783147,0.4645440190978649,0.21008082033405123,0.20917931543659335,0.01195264704985585,0.13502695200331194,0.019502330624768794,0.08572123012334369,0.0515019199455732,0.0383817476818567
27,-0.002897022832339495,-0.3006591665426333,0.2988744864795258,-0.49643657937293534,0.4968923558686227,-0.5912295285378445,0.5918323443188951,0.3029741473563788,0.30040161660497705,-6.301825655573023e-4,-0.19561942580749844,0.2199864605380356,-0.3455374688747713,0.36887935711552156,-0.4094063997357796,0.4350343488610676,0.20930324355927174,0.2091827708393905,4.1066791835164904e-4,0.08541607411785199,0.005666893837768051,0.051217430305754444,0.026421606153051235,0.016660331084367853
30,-0.03187012936305227,-0.32846595741246554,0.27220685142380135,-0.5242546034820313,0.46766691733437465,-0.6188591557347981,0.5617379123611816,0.3022850564207254,0.29910605163339626,-0.028239081134579222,-0.2374109211426763,0.19337594518369305,-0.3616227723015425,0.32789693430797684,-0.42435863548269825,0.38691309505855853,0.21176994009810143,0.2099369850907935,-0.028827685836962352,0.060762807499550306,1.5231426512288387e-4,0.022159292811237366,0.01091330003824,0.008895615220596434
33,-0.05224419573478406,-0.3454298773764178,0.2502288598260326,-0.5392378307962087,0.4433866246012907,-0.6322795243817994,0.5368359500373165,0.2999058308663557,0.2957489606938643,-0.04174912258537369,-0.25345497971170033,0.15867856904642402,-0.37116369063733384,0.2886607683233198,-0.428095195512309,0.35299158596803526,0.20964250790670608,0.20979918899917543,-0.05050710092471017,0.05391896398368205,-0.01310407033608524,0.015073201797125575,0.002505710656352015,0.0031168893984664173
36,-0.055848599746112,-0.3489296752375253,0.2455447562718775,-0.5421427135024104,0.4380923418935619,-0.6349096586261698,0.5312225052824595,0.2993925445534135,0.2945033430537648,-0.03866772662466975,-0.2520682564829424,0.1412079486807572,-0.3695270069114739,0.2761690609423313,-0.4354216196210866,0.33645994077555047,0.20805201898111328,0.2097398207810231,-0.057047088598213676,0.054281129185484514,-0.021295230277755577,0.014898472918199304,-0.001337856274499004,7.879491036479715e-4
39,-0.05698063939312562,-0.34546203641212375,0.23689277309214388,-0.5349730868374469,0.4255925254808731,-0.6258909921395867,0.5171404274566654,0.29267813094883005,0.2894965367387999,-0.03637972188726224,-0.23672966299229464,0.14330453643376098,-0.3597112497891532,0.2655712991467462,-0.420745553143396,0.3306409862687044,0.20019577294221863,0.20312867468263573,-0.0565310996939309,0.03950410158887374,-0.022972480756018827,0.006655790822723274,-0.007230297197650884,-0.005107997567234803
42,-0.05658008993781097,-0.33937802758736046,0.23608723500394896,-0.5272961454061871,0.42374217415218307,-0.6170065876035846,0.5143403115709262,0.2913042573389039,0.28608720141551663,-0.03819337268525602,-0.23634142381917922,0.13631553242659258,-0.36110058557338454,0.2654459292591671,-0.42092473072328296,0.32191573532719325,0.19772479173535373,0.20095777359420097,-0.05462686773547097,0.020316798372904454,-0.027806813092999698,0.00213660659209062,-0.011434628219276762,-0.0078848001454745
45,-0.05714036324978137,-0.3353513044405829,0.23137885382352744,-0.5204055771736256,0.41796568038181603,-0.6095523025759548,0.5076299499111153,0.28731590538002955,0.2836786548619822,-0.03389129738822197,-0.22396195827845683,0.13335117054203516,-0.357191358408305,0.2585448062554168,-0.4120819820445318,0.3177529256741709,0.19654439720615527,0.19224909445555277,-0.05171580591239612,0.013203268697962818,-0.023521099338412906,2.947136475737252e-4,-0.012373383335329311,-0.008984385384927605
48,-0.05192286967663325,-0.3238823399081895,0.22594027317242105,-0.5033299183861832,0.4040413069214993,-0.5898324685485928,0.49013516067947516,0.275186347457608,0.27752818137449775,-0.028451284555329363,-0.21888783341953108,0.11849431164011787,-0.33988479139979405,0.23348202210945668,-0.3957978179181433,0.28809605090127943,0.1951837760264718,0.1912428402532172,-0.04588139186925375,1.7676063481760696e-4,-0.02239490184233884,-0.0020987054674181153,-0.013135639059946988,-0.008445770199070097
51,-0.04179823785738632,-0.30701854976088333,0.23198932907560638,-0.48231538986501915,0.4071948254941092,-0.5666306218436545,0.49160930871708136,0.26920131330251235,0.2707840088495624,-0.02562853019136915,-0.21635330355490784,0.10946339423193513,-0.3373231175361624,0.22851409160716865,-0.4011232315597909,0.28536515655441186,0.1950099553224373,0.19570002894365346,-0.03928683618441401,0.001030780315926403,-0.03106293760940167,-0.0014796181700098842,-0.01237735019183918,-0.00622425110401805
54,-0.02855409996817633,-0.28713978618855984,0.23990019003125168,-0.45719411984994657,0.41211452623706624,-0.5396073303367854,0.49489722474053244,0.26323449552099915,0.26423795776090236,-0.020830544719856736,-0.20059856972228787,0.11509982210514927,-0.32630851877102507,0.23519708822067878,-0.3872756283610751,0.30135036798487513,0.18854494485816342,0.19139803835039237,-0.031262266935774934,8.848540431491733e-4,-0.02399143774053188,-0.001364454862724436,-0.010075456851893141,-0.005941151098916032
57,-0.014201930489775989,-0.2699408923244482,0.24895508532677657,-0.43739785919780594,0.41877683451516434,-0.5181744442910006,0.500660194077108,0.2593404903416912,0.2591428430100446,-0.012516446000368605,-0.18666147279327844,0.1288225827319019,-0.3084182510520216,0.26485667192929024,-0.363459149270191,0.3169800299419485,0.18395246127348752,0.18534900588117115,-0.028836555039119922,0.0012375037711714054,-0.01646327964896079,-9.616122605906784e-4,-0.007670771005863611,-0.004356963941108152
60,-0.027926024637857916,-0.23877001938058123,0.18397226984233955,-0.37430447957292967,0.3195150356902008,-0.439483192482603,0.3844505212288628,0.20597649667627888,0.21077836325116486,-0.010210059419198576,-0.1361767809509065,0.07821455030818442,-0.2359348793182051,0.15409572330548205,-0.2785270848680208,0.2152841338783678,0.1373206708607234,0.12977480908923558,-0.026982871649188826,0.0019255466365039188,-0.02469855335851338,9.967142138257732e-4,-0.008616105494262975,-0.004809586312256764
