period.month,avg.effect,avg_CI.lower_68,avg_CI.upper_68,avg_CI.lower_90,avg_CI.upper_90,avg_CI.lower_95,avg_CI.upper_95,avg_SE.upper,avg_SE.lower,median.effect,median_CI.lower_68,median_CI.upper_68,median_CI.lower_90,median_CI.upper_90,median_CI.lower_95,median_CI.upper_95,median_SE.upper,median_SE.lower,correction.min_estimate_95,correction.max_estimate_95,correction.min_estimate_68,correction.max_estimate_68,correction.mean,correction.median
0,-0.07479046849205571,-0.21117963916986066,0.032152382752995215,-0.2986085324563709,0.10376483767698264,-0.3401110695631375,0.1381442077598059,0.11151294989207082,0.13349971190162457,-1.2891721362651154e-4,-0.0038784869235505125,0.0016443324184712753,-0.007292937586197065,0.00516452606647751,-0.009013405139065156,0.007347246769185278,0.00704835037487669,0.007443217589291488,1.0123493840966015e-4,0.018242669691787818,1.0617804927784766e-4,0.006933027709922076,0.003253098775136151,2.0466157334127812e-4
3,-0.1020290055948715,-0.29002669144055954,0.07662882663093036,-0.41145479515724415,0.19170900887740577,-0.46978736492702144,0.24727274142031008,0.18016587473735737,0.18548265656782448,6.932298328512802e-4,-0.04408056580303792,0.048229405068999996,-0.08494069872561477,0.09275862253804235,-0.10481892140002887,0.11238935582473958,0.06545576934785574,0.06886484247685774,-0.05038079982679556,0.04468395380365946,0.007949236515634596,0.03036016814648588,0.013863833997277898,0.014868481308847518
6,-0.11679173240653817,-0.3488600994938672,0.10750776921188727,-0.49795081610811126,0.25179643934858104,-0.5704808062192391,0.32152238258778476,0.22287317302807955,0.22870410136383573,-8.303655248240375e-4,-0.07654726365120526,0.07835426930997957,-0.13928634657991984,0.14042186093921066,-0.17609017145815153,0.16199874383520893,0.0900951375586315,0.09438450551686847,-0.04087819110043505,0.056860604015641004,0.010323600277197302,0.051502536067697446,0.02147677876829508,0.019888614953556
9,-0.1406981164937823,-0.4086700616247125,0.12392025458912405,-0.5828663431640232,0.2938690862878422,-0.6672778840922714,0.37507889463956384,0.2619841598635281,0.26645957004326976,-0.017100080111866166,-0.11468907000634718,0.09087336541258212,-0.20566788127425245,0.1615826378336115,-0.2576056719209617,0.19815738446797834,0.1109445180135563,0.1170471467208844,-0.06284523681460484,0.06603706639499778,0.006450694184226806,0.0539359579451442,0.01782196589567266,0.01688815296846609
12,-0.16818764708534278,-0.47542050484118065,0.13216319016292896,-0.6759377426479438,0.3269574873048561,-0.7733065319384077,0.4203411992444069,0.29826432261659064,0.3054566255928801,-0.0311407574569505,-0.15404388290412407,0.09654341633961415,-0.26219111025140496,0.1783727564416932,-0.30390576319632584,0.2163575889995829,0.13128055998297133,0.13754359239527086,-0.08507306790916053,0.06958921218863201,-0.0016578886445829655,0.05706274565111867,0.01587509653403213,0.021311504197477876
15,-0.19400556557779924,-0.5362932732755654,0.13671783829210227,-0.7598196335557421,0.3532123655657722,-0.8677339795410471,0.45668901378107607,0.32976827975122697,0.3383013886313507,-0.046622443469474195,-0.19690190709750277,0.09609473272377492,-0.3291222424328419,0.18490277116804388,-0.3769895341139706,0.23277872152151036,0.15157769249084196,0.15483241675727996,-0.10825892928381775,0.09054869745138075,-0.018641184015885635,0.06125460711070121,0.011346651358082303,0.0076983248094576705
18,-0.22902819860018386,-0.6009709343060043,0.12771389892869744,-0.8426687391437558,0.3634713271996934,-0.9601746162175844,0.47483034317454836,0.35910490847998544,0.366757557145248,-0.08335435669143418,-0.24364759269636807,0.07747896833367662,-0.3733567342549377,0.1797605632112573,-0.4370951092676868,0.23396839989887447,0.16799951824786935,0.17114172562054947,-0.14602526789343717,0.2165624828427006,-0.04106541267027672,0.06568593981275636,0.008039865740244076,-0.013136940182986508
21,-0.266796506842878,-0.6664500497344041,0.11550395504719807,-0.9250899892117882,0.36685018182081147,-1.0502652666313281,0.4860887748372814,0.38451426749504414,0.39295874636024763,-0.1038629540980722,-0.29196124887123925,0.06133197219655641,-0.4350235327959521,0.1658553036920902,-0.4958847011164731,0.2201633070541133,0.17520909922051048,0.1885290241632021,-0.1755360777143904,0.2313307290285052,-0.0625713774834304,0.05852036615322205,-0.006189954321051427,-0.029907464531056048
24,-0.3105222235747411,-0.7302151003580822,0.09523770303559338,-1.0037775591467832,0.3612042195679402,-1.1360980682364572,0.4878173499494663,0.4070311348403781,0.41309102026811884,-0.1435791535422104,-0.3509007600139855,0.047362251791652175,-0.47861456559213256,0.1496343381097554,-0.5465261762788952,0.21106507310093992,0.18822446467062656,0.19833283566268242,-0.21342442575545384,0.24267871531139965,-0.08879847959817226,0.04903925933262385,-0.020008772491479154,-0.03960445853516717
27,-0.35775773909069836,-0.7921544170480265,0.05652686621458534,-1.0745214445318816,0.3310252688634386,-1.210375959296511,0.46222789380219853,0.41981771539817986,0.426553013382702,-0.18239989782949498,-0.402306450743092,0.02313669832433153,-0.5401880730738888,0.13297089560215264,-0.6046353975385501,0.189890660362388,0.2001651101044301,0.20782084279851418,-0.2570882223577563,0.14666396587022107,-0.11128505977830656,0.04331251282201623,-0.04213276612818658,-0.04649473758493
30,-0.4026680031649095,-0.8568828443590684,0.029535150431365707,-1.1499081719928363,0.31384567170786193,-1.2910873557269646,0.45077344944924946,0.43938062809207445,0.4440538781909527,-0.22502351258088615,-0.4378409959326052,0.009951588559329087,-0.5612435202041345,0.11751760744132178,-0.6283684808161836,0.18811940265524366,0.21210626232246846,0.21972908339171332,-0.29897960502232923,0.11949022157235256,-0.1302024031417107,0.03611318428399826,-0.059761219462664786,-0.05999807403654461
33,-0.4430015903966202,-0.9158541088026277,0.009967067077236623,-1.2196453899219593,0.30456461220275666,-1.3669709839853785,0.4480591096102721,0.45988998919817636,0.46289349600440427,-0.24835482762389535,-0.4823800435507774,-0.009519142458177823,-0.6005373463202414,0.10853623803020104,-0.6666708339252949,0.17287304849092916,0.226184340213218,0.23269832271725321,-0.3352152933082425,0.08506150870637383,-0.14507246262566253,0.01767589725807566,-0.07967234570057549,-0.07272125863078663
36,-0.4879721055301637,-0.9821682412646388,-0.012600836392758353,-1.300674140641537,0.29609992345366715,-1.4554498715293487,0.443166104474672,0.48301612899142865,0.4862283614471001,-0.27835235563449356,-0.5139002824445352,-0.025199143301059906,-0.6480614391149154,0.08892791304900323,-0.7244075680300253,0.154187195573537,0.24279582719762288,0.24078881223647966,-0.37340187039090905,0.09007268049703288,-0.16049432281625775,0.01801458166830255,-0.08975534159361769,-0.07211410506233497
39,-0.5181160928237141,-1.029020519199544,-0.028061841994462336,-1.35610269200538,0.29072357463053594,-1.5151979299284726,0.4442271148699133,0.500313869424143,0.5017679686054565,-0.2853527306942297,-0.5436875305664837,-0.033046393269067685,-0.693415269351168,0.08263022149089541,-0.7779241996838995,0.1455582415255654,0.24726545937422578,0.250339752204775,-0.40028353350018053,0.06643085011029912,-0.1776893679283406,0.016346108273543863,-0.09790176522505302,-0.07099718098323748
42,-0.5501827393350192,-1.0764352974500129,-0.04611095915743024,-1.4143152392226743,0.2824116991963103,-1.5781213225054143,0.4393958613670709,0.5171325933155196,0.5192550745731416,-0.3116811978118684,-0.5793253068461215,-0.04909422087903506,-0.7468770705037371,0.07143038081150449,-0.8272555455699918,0.1320835232686103,0.25712226652745196,0.2579521998747041,-0.4244391556469273,0.08975008221152217,-0.20172764319653996,0.007162301227911033,-0.10637909526263717,-0.08466365940176512
45,-0.5785747583331867,-1.1228476842609063,-0.060206343673679955,-1.4727231926592632,0.2778976299630252,-1.6421270389018716,0.4392916012219145,0.5365450661742275,0.5384967552769032,-0.32136024126866003,-0.6027690167961702,-0.0515292195385188,-0.7751646740375878,0.0745413111296645,-0.8964211113039978,0.1324463546892214,0.2626319667882039,0.26471643008543605,-0.44692588562330615,0.012490914391619996,-0.21752847552086368,0.002543751996723637,-0.12023917397107518,-0.08483881723011316
48,-0.5995321723519584,-1.1657763902585514,-0.06450854392904129,-1.5298998069346692,0.28356460612555623,-1.7066161534736708,0.4496881557384398,0.5554525183557212,0.5608143616610117,-0.32330705665885706,-0.6163089139927911,-0.04120616499431086,-0.8122597243616709,0.07864597851996427,-0.8991235478290225,0.13536940578554563,0.26945110795367644,0.2765242189009578,-0.47374109239880663,0.0037944647099322475,-0.21256410323873715,5.208416752385914e-4,-0.12198593507467223,-0.08005023204734363
51,-0.6349107557127691,-1.2200129555262686,-0.07633724302440639,-1.5950747842000033,0.2835473075322026,-1.7779965955784982,0.45655454301314774,0.5772317081556065,0.5804098453155028,-0.3719395193895,-0.6780536864450293,-0.05657469336999381,-0.8738008491350682,0.06761817891015903,-0.9791990000989471,0.12773804060633004,0.2916753463648528,0.2958856422326078,-0.5058990055344492,0.003806123653719869,-0.24710805186326107,-4.033901573109944e-4,-0.1307858758256524,-0.08084515860454812
54,-0.6495285747687011,-1.2475189875808201,-0.0773998815874903,-1.63019424746915,0.2901589441513225,-1.816728306619775,0.4666527243348079,0.5902465449365116,0.5932412120679665,-0.3825872112014259,-0.7096330584026369,-0.05633495496079137,-0.9011899266225016,0.072533395986499,-1.0006759016377353,0.1332853847526672,0.29450842697640034,0.2976956925801968,-0.5219342189094596,0.003206081859229416,-0.25204547290097246,-0.0018656540168462965,-0.13420688643667097,-0.0823568951864133
57,-0.6703323413740373,-1.28621645538886,-0.08798696798165985,-1.6786171219422306,0.28386926040408594,-1.8694965413914413,0.4609827663978858,0.6018598204008401,0.6069694522592457,-0.38589414602333116,-0.7351371937509541,-0.04642458570508923,-0.9439711432251808,0.06518545166435252,-1.0514142412109646,0.12361147714630652,0.3005378441176871,0.30156388217694163,-0.5608094334969866,0.004479256383828695,-0.2597088440460861,-0.0015616487318836144,-0.13913569592199135,-0.08116050404658925
60,-0.5131073355162523,-1.050603372232193,0.005388168433517181,-1.3904179637522094,0.32790962455444916,-1.5558895729318394,0.4795509120036275,0.5172687628553109,0.5268221342827948,-0.27453123430374315,-0.5084698975803458,-0.02833164604247025,-0.6556130913483036,0.06532651976892667,-0.7725620303584555,0.1102013220648131,0.209088982421942,0.22311665756161722,-0.4163085036153306,-2.853665378262814e-5,-0.2689379090650199,-0.006428652770112439,-0.12141715375343917,-0.06792664133331495
