period.month,avg.effect,avg_CI.lower_68,avg_CI.upper_68,avg_CI.lower_90,avg_CI.upper_90,avg_CI.lower_95,avg_CI.upper_95,avg_SE.upper,avg_SE.lower,median.effect,median_CI.lower_68,median_CI.upper_68,median_CI.lower_90,median_CI.upper_90,median_CI.lower_95,median_CI.upper_95,median_SE.upper,median_SE.lower,correction.min_estimate_95,correction.max_estimate_95,correction.min_estimate_68,correction.max_estimate_68,correction.mean,correction.median
0,-0.1972642934804667,-0.3771842976050382,-0.03943515708074169,-0.4941902141380917,0.0622992904519255,-0.5501888560999727,0.1114042440125701,0.15897075126768456,0.17678927996814955,-0.0016045535820039983,-0.023723514589785555,0.002081776549626063,-0.04724770528747521,0.007702756867196043,-0.05929595103407226,0.022263674478987985,0.03429514611304629,0.035658721365287985,5.379710344176264e-5,0.057486812320286546,7.587050405569371e-4,0.02024319920187162,0.010335541815078522,0.0015609046587295138
3,-0.2189850952006901,-0.5106358973661301,0.04311216014253164,-0.7005316330037651,0.2128733155564269,-0.7930841382232153,0.29387554594449267,0.25811411354305286,0.28994984353078285,-0.054307254105704694,-0.20727452231001064,0.05590107030488514,-0.3050530424515739,0.14707172857922163,-0.3550310232070263,0.20509383503243506,0.14946395969650908,0.15036696599811927,-0.08912682255491809,0.10126422005031291,5.384996479940462e-4,0.09372318432943122,0.022847406451837932,0.011525942357884329
6,-0.2640101376823067,-0.6159932380357135,0.04971665925960833,-0.8412350782117917,0.2509619714592876,-0.9511075418952933,0.3492397369662776,0.31320532246356697,0.3464436091650768,-0.10454053195872899,-0.26978721348347323,0.050119754962946864,-0.4000584910435398,0.15568444642778445,-0.46216191405839996,0.2280149028537834,0.1961769706992077,0.19629184962411736,-0.13960147784659216,0.11436731591556386,0.001763534554046368,0.09150263820038487,0.015875738456100526,0.01031120811074452
9,-0.29761237690243764,-0.6862329804571955,0.05886880936819491,-0.9399309552038813,0.2888662839586483,-1.0635262482661925,0.40005520322907595,0.3533706835279812,0.38842794012714305,-0.13159286009622784,-0.3317386612573294,0.061713513749818955,-0.4816483503091458,0.1968341483081711,-0.5589576492414373,0.2690028587620044,0.23094642869674645,0.23559382539408041,-0.16482583652097696,0.10139542748699289,-0.0012671255014691273,0.0785739889998374,0.00800587575951127,0.004701738311535357
12,-0.3532499817640581,-0.7862002806353767,0.036800642358509876,-1.0654631365039564,0.3026495758005247,-1.2020062115919299,0.42864553470345873,0.39006460878580035,0.4297630550590736,-0.16301332785214578,-0.39440236699738,0.046564221613208584,-0.5884229508225897,0.21419041371104497,-0.6726253988211038,0.28471745265198656,0.2532687319373116,0.26306129494159847,-0.14961149042656274,0.12608954027729138,-0.012577910205625365,0.09632296455860936,0.009543871331358398,-0.001420896945285952
15,-0.3814607994692892,-0.8507141247797362,0.044690319509990445,-1.1517925611783384,0.3276333186160491,-1.2979830854661698,0.46454921302428115,0.4249251591064252,0.4652526524315945,-0.1865638251231563,-0.426729563247226,0.036809977919068704,-0.6161476391890202,0.21713899581864116,-0.7039300501092611,0.3073182090112361,0.2729039253898733,0.28638317234048033,-0.1571590047303466,0.1222605623858101,-0.02970646313132455,0.10221926632206568,6.467085121969995e-4,-0.009348109386741018
18,-0.4112468431314609,-0.905983051828918,0.040731167583217445,-1.2218420672690968,0.34191702590197526,-1.3767828815564498,0.4880974155892772,0.4526987527824641,0.4901950862662154,-0.20220756074877308,-0.4791041360086823,0.029451030396677822,-0.6558628839434495,0.222171759662363,-0.7510127444037618,0.324175095802983,0.2865448752855856,0.2989434061000148,-0.181284011637925,0.136667540311306,-0.04713864062631164,0.09240023880930358,-0.010427536148234433,-0.01701875370738174
21,-0.4053640537628509,-0.9337170225699636,0.06466558719071328,-1.265003055087746,0.37318735788137886,-1.4268716009375824,0.5225933832225983,0.47355702267537936,0.5130741476663704,-0.20543796206227016,-0.5084713277293942,0.044556102955930176,-0.6829707152221038,0.22435052957763993,-0.776973219308752,0.33576490683425375,0.28744621644218693,0.3147149311630703,-0.19692800120939383,0.1200905247804211,-0.0605987659598859,0.059513593092008085,-0.026660974030371754,-0.023519532295219296
24,-0.4593094813073718,-1.012859047872994,0.041607535312289744,-1.3638084102906514,0.36639716667258826,-1.5350843736624764,0.52605740554169,0.5008886472863954,0.5409721965692363,-0.2404667424171929,-0.5636475982373057,0.022059631236777517,-0.7543003784072279,0.21876254895584385,-0.8631384711475671,0.3324272388529115,0.3151095096419612,0.3322395367636827,-0.23442293089791477,0.098194633617252,-0.0800853505054739,0.05609192820881237,-0.03906639730197411,-0.029282415739754937
27,-0.5172745045787952,-1.1215441734262215,0.027278132756678324,-1.5027734805218023,0.38441192767202786,-1.689276687322565,0.5602614737134808,0.5479416231973512,0.5883228366532774,-0.2725451107336303,-0.6403234855389499,0.011512803707935948,-0.874856604506437,0.20922646239544238,-0.9932000553268183,0.327948893558208,0.3468995611890618,0.36839360904972784,-0.2856488729479262,0.07497522443233781,-0.09556271438906361,0.01678032316808554,-0.060501993106846466,-0.03838757112923083
