period.month,avg.effect,avg_CI.lower_68,avg_CI.upper_68,avg_CI.lower_90,avg_CI.upper_90,avg_CI.lower_95,avg_CI.upper_95,avg_SE.upper,avg_SE.lower,median.effect,median_CI.lower_68,median_CI.upper_68,median_CI.lower_90,median_CI.upper_90,median_CI.lower_95,median_CI.upper_95,median_SE.upper,median_SE.lower,percentile_2.5,percentile_16,percentile_84,percentile_97.5,correction.min_estimate_95,correction.max_estimate_95,correction.min_estimate_68,correction.max_estimate_68,correction.mean,correction.median
0,-0.07479046849205571,-0.21117963916986066,0.032152382752995215,-0.2986085324563709,0.10376483767698264,-0.3401110695631375,0.1381442077598059,0.11151294989207082,0.13349971190162457,-1.2891721362651154e-4,-0.0038784869235505125,0.0016443324184712753,-0.007292937586197065,0.00516452606647751,-0.009013405139065156,0.007347246769185278,0.00704835037487669,0.007443217589291488,-0.7972119942323631,-0.18099276911393486,0.0127729488145764,0.3509842237245299,-1.4575408338831597e-4,0.018242669691787818,1.0407234199782007e-4,0.006933027709922076,0.003174516842681777,3.139942044998733e-4
3,-0.1020290055948715,-0.29002669144055954,0.07662882663093036,-0.41145479515724415,0.19170900887740577,-0.46978736492702144,0.24727274142031008,0.18016587473735737,0.18548265656782448,6.932298328512802e-4,-0.04408056580303792,0.048229405068999996,-0.08494069872561477,0.09275862253804235,-0.10481892140002887,0.11238935582473958,0.06545576934785574,0.06886484247685774,-1.1857330777156703,-0.32513025125487915,0.09702326276132286,0.4560108913231251,-0.05038079982679556,0.04468395380365946,0.001145283058564164,0.03036016814648588,0.013430252056058682,0.016162232343207586
6,-0.11679173240653817,-0.3488600994938672,0.10750776921188727,-0.49795081610811126,0.25179643934858104,-0.5704808062192391,0.32152238258778476,0.22287317302807955,0.22870410136383573,-8.303655248240375e-4,-0.07654726365120526,0.07835426930997957,-0.13928634657991984,0.14042186093921066,-0.17609017145815153,0.16199874383520893,0.0900951375586315,0.09438450551686847,-1.3969556904353233,-0.3625563127824865,0.12941131336329667,0.5690173573616538,-0.04087819110043505,0.056860604015641004,0.003418884010287445,0.051502536067697446,0.021281074685031324,0.021068588081414368
9,-0.1406981164937823,-0.4086700616247125,0.12392025458912405,-0.5828663431640232,0.2938690862878422,-0.6672778840922714,0.37507889463956384,0.2619841598635281,0.26645957004326976,-0.017100080111866166,-0.11468907000634718,0.09087336541258212,-0.20566788127425245,0.1615826378336115,-0.2576056719209617,0.19815738446797834,0.1109445180135563,0.1170471467208844,-1.499185742582575,-0.4292086852448044,0.1506034817572673,0.7476290963988572,-0.06284523681460484,0.06603706639499778,8.260224236746961e-4,0.0539359579451442,0.017519257176217648,0.017191767515398984
12,-0.16818764708534278,-0.47542050484118065,0.13216319016292896,-0.6759377426479438,0.3269574873048561,-0.7733065319384077,0.4203411992444069,0.29826432261659064,0.3054566255928801,-0.0311407574569505,-0.15404388290412407,0.09654341633961415,-0.26219111025140496,0.1783727564416932,-0.30390576319632584,0.2163575889995829,0.13128055998297133,0.13754359239527086,-1.6642313030022426,-0.4902628652655181,0.16656207336224466,0.8567430602473772,-0.08507306790916053,0.06958921218863201,-0.004459642880890489,0.05706274565111867,0.01677516399231312,0.027021155437181598
15,-0.19400556557779924,-0.5362932732755654,0.13671783829210227,-0.7598196335557421,0.3532123655657722,-0.8677339795410471,0.45668901378107607,0.32976827975122697,0.3383013886313507,-0.046622443469474195,-0.19690190709750277,0.09609473272377492,-0.3291222424328419,0.18490277116804388,-0.3769895341139706,0.23277872152151036,0.15157769249084196,0.15483241675727996,-1.7828406931876213,-0.53956872916696,0.17403583181640883,0.8974615799234776,-0.10825892928381775,0.10423862150269193,-0.015235045518918891,0.0678546504355456,0.01393263917463924,0.011273301969917528
18,-0.22902819860018386,-0.6009709343060043,0.12771389892869744,-0.8426687391437558,0.3634713271996934,-0.9601746162175844,0.47483034317454836,0.35910490847998544,0.366757557145248,-0.08335435669143418,-0.24364759269636807,0.07747896833367662,-0.3733567342549377,0.1797605632112573,-0.4370951092676868,0.23396839989887447,0.16799951824786935,0.17114172562054947,-1.9983149860557028,-0.6164942594881245,0.17264794969836775,0.9995140866786121,-0.14602526789343717,0.20584882587286596,-0.04106541267027672,0.07149194605256232,0.011489936016508783,-0.005509473272799825
21,-0.266796506842878,-0.6664500497344041,0.11550395504719807,-0.9250899892117882,0.36685018182081147,-1.0502652666313281,0.4860887748372814,0.38451426749504414,0.39295874636024763,-0.1038629540980722,-0.29196124887123925,0.06133197219655641,-0.4350235327959521,0.1658553036920902,-0.4958847011164731,0.2201633070541133,0.17520909922051048,0.1885290241632021,-2.069699125875161,-0.7002047932085477,0.140390188647532,1.0568438277891354,-0.1755360777143904,0.2170867743682544,-0.0625713774834304,0.061777524413090576,-0.0015972589258732173,-0.016841401236236352
24,-0.3105222235747411,-0.7302151003580822,0.09523770303559338,-1.0037775591467832,0.3612042195679402,-1.1360980682364572,0.4878173499494663,0.4070311348403781,0.41309102026811884,-0.1435791535422104,-0.3509007600139855,0.047362251791652175,-0.47861456559213256,0.1496343381097554,-0.5465261762788952,0.21106507310093992,0.18822446467062656,0.19833283566268242,-2.351687635916822,-0.7945168812918785,0.11125746088734752,1.0568438277891354,-0.21342442575545384,0.22095110315553212,-0.08879847959817226,0.05146294357175038,-0.015108107641965931,-0.026524449629725076
27,-0.35775773909069836,-0.7921544170480265,0.05652686621458534,-1.0745214445318816,0.3310252688634386,-1.210375959296511,0.46222789380219853,0.41981771539817986,0.426553013382702,-0.18239989782949498,-0.402306450743092,0.02313669832433153,-0.5401880730738888,0.13297089560215264,-0.6046353975385501,0.189890660362388,0.2001651101044301,0.20782084279851418,-2.5355077287229713,-0.835209458686244,0.06792463510187723,1.0568438277891354,-0.2570882223577563,0.14743490710265617,-0.11128505977830656,0.046224320275740055,-0.03722475960031994,-0.03341837849544341
30,-0.4026680031649095,-0.8568828443590684,0.029535150431365707,-1.1499081719928363,0.31384567170786193,-1.2910873557269646,0.45077344944924946,0.43938062809207445,0.4440538781909527,-0.22502351258088615,-0.4378409959326052,0.009951588559329087,-0.5612435202041345,0.11751760744132178,-0.6283684808161836,0.18811940265524366,0.21210626232246846,0.21972908339171332,-2.7503903090220394,-0.8815807471597231,0.04288668349721747,1.0568438277891354,-0.29897960502232923,0.12022410483865492,-0.1302024031417107,0.04821754574984376,-0.054145565890141405,-0.042590676911873446
33,-0.4430015903966202,-0.9158541088026277,0.009967067077236623,-1.2196453899219593,0.30456461220275666,-1.3669709839853785,0.4480591096102721,0.45988998919817636,0.46289349600440427,-0.24835482762389535,-0.4823800435507774,-0.009519142458177823,-0.6005373463202414,0.10853623803020104,-0.6666708339252949,0.17287304849092916,0.226184340213218,0.23269832271725321,-3.11958343041214,-0.9295918678430297,0.025544166940937037,1.0400072710447148,-0.3352152933082425,0.07008405466497045,-0.14507246262566253,0.028697010596810985,-0.07366836647950303,-0.04645287007007078
36,-0.4879721055301637,-0.9821682412646388,-0.012600836392758353,-1.300674140641537,0.29609992345366715,-1.4554498715293487,0.443166104474672,0.48301612899142865,0.4862283614471001,-0.27835235563449356,-0.5139002824445352,-0.025199143301059906,-0.6480614391149154,0.08892791304900323,-0.7244075680300253,0.154187195573537,0.24279582719762288,0.24078881223647966,-3.2247747730126823,-1.0515906156158539,0.014545514080442582,1.0568438277891354,-0.37340187039090905,0.08751738736896554,-0.16049432281625775,0.024982438107832086,-0.08390635806918394,-0.04906109320788367
39,-0.5181160928237141,-1.029020519199544,-0.028061841994462336,-1.35610269200538,0.29072357463053594,-1.5151979299284726,0.4442271148699133,0.500313869424143,0.5017679686054565,-0.2853527306942297,-0.5436875305664837,-0.033046393269067685,-0.693415269351168,0.08263022149089541,-0.7779241996838995,0.1455582415255654,0.24726545937422578,0.250339752204775,-3.31495858672994,-1.1016448640133347,0.011192094888884644,0.9956711237550113,-0.40028353350018053,0.05908299661989423,-0.1776893679283406,0.0174281641629863,-0.09313715637631867,-0.053266174710764225
