period.month,avg.effect,avg_CI.lower_68,avg_CI.upper_68,avg_CI.lower_90,avg_CI.upper_90,avg_CI.lower_95,avg_CI.upper_95,avg_SE.upper,avg_SE.lower,median.effect,median_CI.lower_68,median_CI.upper_68,median_CI.lower_90,median_CI.upper_90,median_CI.lower_95,median_CI.upper_95,median_SE.upper,median_SE.lower,percentile_2.5,percentile_16,percentile_84,percentile_97.5,correction.min_estimate_95,correction.max_estimate_95,correction.min_estimate_68,correction.max_estimate_68,correction.mean,correction.median
0,-0.1755887512374379,-0.35367354081592434,-0.0212617224563727,-0.4675940297958231,0.08455812652611885,-0.5208236065485253,0.13243217771771446,0.15065897504459225,0.17034324089413905,-5.99388144581936e-4,-0.007225695819402829,0.00179185549409735,-0.011539904427093158,0.006055378328078579,-0.013542669895258982,0.007787792559199343,0.007601994201902053,0.007632664451562046,-1.805406403324999,-0.28960147227172806,0.009149680993746263,0.31363404118167765,-2.999600449646792e-4,0.03234036615780311,5.973311719417558e-5,0.003397629503130061,0.004940176140993364,5.330613171918065e-4
3,-0.24818724711882326,-0.5383233675561556,-2.2893551370568605e-4,-0.7177607622820303,0.16576707761094198,-0.8025176699273422,0.24550512631584506,0.2519111206328278,0.27496894414049616,-0.06672714078374453,-0.1720191391776578,0.029077206238876302,-0.23680426706199825,0.09877214297744319,-0.2756809868746425,0.13273983257698946,0.1100431154815315,0.11619733459214669,-1.9379902405536542,-0.4813221249162247,0.0627441108796667,0.45020910553493776,-0.13036658053434216,0.023976417839403213,-0.029348574503756438,0.01829661187350734,-0.02230612370776128,-0.017721336842901073
6,-0.45368879718227284,-0.7870471532774953,-0.13506911443365782,-1.0007395106541732,0.06499399065094105,-1.1032067929110152,0.16007299352031218,0.3142639930503354,0.32788922279750754,-0.22762283332278788,-0.38387661748756263,-0.08672094708834424,-0.4918731648573863,-0.005088399767038232,-0.5456055635379347,0.03792292904959468,0.15248423027169797,0.15437183337470475,-2.6558013369997457,-0.776180737871447,-0.026633686829658474,0.36121155898787544,-0.32010896484177015,-4.600947770041978e-5,-0.16538234647629235,-0.009999176656199989,-0.0971448270088716,-0.08283559430601013
9,-0.5433896325580553,-0.9060111258848121,-0.19590304323677782,-1.1428092947465873,0.020471717700349574,-1.2559825640899667,0.12442181258917732,0.3448653445905669,0.3606675310554141,-0.31399817344826,-0.5133874743613822,-0.13621493092035308,-0.6290045968533835,-0.03632681436574679,-0.6948702742734219,0.011667189941716054,0.1797445783378166,0.18645496819113155,-2.962792740352857,-0.9610078930013377,-0.09018641834421914,0.28794549731326446,-0.4010100330701343,-0.06372377917979682,-0.2327949101631186,-0.08568334947909642,-0.16358100777373963,-0.13699048148538973
12,-0.6110577772685155,-1.0065828984728653,-0.233167430511926,-1.264333875371052,0.003131970181982058,-1.3875656905341156,0.11755506228163211,0.37640252792823353,0.3924348164191718,-0.37802068756583473,-0.5830558364002965,-0.17220040287900368,-0.720301053245684,-0.05311486147025535,-0.7878259323279335,-0.003499040194831618,0.2063303972338452,0.2132743994186529,-3.056547221179095,-1.184578877194571,-0.10922594162104057,0.3213579727811979,-0.45980912166933935,-0.07838146742877602,-0.30227692342604345,-0.10615606304807301,-0.20152377335519395,-0.1636683641977989
15,-0.6758550296968604,-1.0954499227427055,-0.270885206221737,-1.3680938010358226,-0.01911401708958976,-1.4982654918035436,0.10326873138955613,0.4001388211270809,0.4159785130597332,-0.45652831510310166,-0.6727589129673518,-0.2105241573638424,-0.8043699086062839,-0.07477752368096646,-0.878361906513906,-0.012504820301814316,0.22704163828665808,0.23360531939016413,-3.120438677472007,-1.2012029797349424,-0.13221562480212445,0.30401367641633364,-0.5475550685925921,-0.0458515857887391,-0.3432421125952218,-0.10104073240589959,-0.22120610844833363,-0.18524905484741078
18,-0.7090899294879544,-1.150959720744012,-0.29008346473840263,-1.4347386122337786,-0.024768592282819427,-1.5703670771382272,0.10321593848880234,0.4180320675334005,0.4335107583271219,-0.5049762210805928,-0.7451827411508556,-0.23835309579890251,-0.8761303538907401,-0.0642474883955938,-0.9508789532297734,-0.007549289579744739,0.23587379302796532,0.24138562412154804,-3.1029416464760367,-1.2973663403060944,-0.1343523253568209,0.2781879323543247,-0.6405671819345934,-0.025505234439330084,-0.3808689288231162,-0.09712245023057232,-0.23854769270564816,-0.20518627285385782
21,-0.7200409146667057,-1.1822184769227522,-0.29079193988914126,-1.4774149700653798,-0.017213708721187795,-1.6183676184959368,0.114554499162601,0.4318117979087148,0.4493449213986609,-0.5204822256133015,-0.7672930501455636,-0.2377460104780345,-0.925585303636155,-0.0598771367978862,-0.9900513529814777,0.003207034381330658,0.24241917483352668,0.24538150348458668,-3.281454040644727,-1.3228946704265794,-0.12493214859319687,0.34561134753115036,-0.6676500112795706,-0.009030547559376484,-0.38936013329216246,-0.0849283895720184,-0.23062847977440556,-0.1784055500541838
24,-0.7207274238719646,-1.1942324685894448,-0.280567908218601,-1.4953219431758418,5.20721476607362e-4,-1.638445153398539,0.13553156597959054,0.44126735776597464,0.457814400989535,-0.5198225976668626,-0.7770917411071502,-0.22160479995026353,-0.9286116337241541,-0.05591523852615368,-1.0105155475636127,0.012497420457107111,0.25461024501567775,0.2493119209541553,-3.3006381791289097,-1.352361619754026,-0.11174922670411573,0.33250979555648624,-0.6649170210299225,-0.009316802396909282,-0.4054113871807287,-0.07707383514825111,-0.2242323108518966,-0.1531357463349106
27,-0.7103554208459056,-1.1949269693198359,-0.26448146990038995,-1.502799814901416,0.020924660794557837,-1.649135240051595,0.15828809116469414,0.4471338769608972,0.46760403725228067,-0.4831616594174788,-0.776728401429171,-0.19642617663041353,-0.9371178020926128,-0.030849675381109345,-1.010355411817152,0.03055359484183709,0.25313680062949967,0.2590328398240028,-3.364974072759268,-1.3231023097764192,-0.08761148221365685,0.36908487009758967,-0.6401795513315949,-0.03625316726371067,-0.4035317553601667,-0.06651207747374553,-0.21223198348363678,-0.1296747503293384
