period.month,avg.effect,avg_CI.lower_68,avg_CI.upper_68,avg_CI.lower_90,avg_CI.upper_90,avg_CI.lower_95,avg_CI.upper_95,avg_SE.upper,avg_SE.lower,median.effect,median_CI.lower_68,median_CI.upper_68,median_CI.lower_90,median_CI.upper_90,median_CI.lower_95,median_CI.upper_95,median_SE.upper,median_SE.lower,correction.min_estimate_95,correction.max_estimate_95,correction.min_estimate_68,correction.max_estimate_68,correction.mean,correction.median
0,0.9961761065649415,0.8176458876285289,1.1721565615343557,0.701317310073482,1.2865645980310065,0.6449177835375092,1.3423534900857677,0.17899284494088205,0.17927263596918555,1,0.9291049271285188,1.063541940825377,0.8827390651249096,1.1050996664562738,0.8606957731687389,1.1253123983595001,0.06515798386303473,0.07119372727374146,NA,NA,NA,NA,NA,NA
3,0.8590671540851877,0.5545313056107594,1.1620431904260775,0.36883759970555535,1.355553970717059,0.27813161369572525,1.449231793687917,0.2919513384529337,0.3005845297326039,0.8999211595345329,0.6595668455683829,1.1041628271182278,0.5259933513403336,1.210967835238369,0.4699136387174232,1.2579499412249213,0.1591159394787272,0.1754725901164534,0.551781495964766,0.9093179168232053,0.8071952806995082,0.8916407043434227,0.8332762408400177,0.8586317990320945
6,0.609144768760279,0.28200459449221715,0.9478690100433149,0.06951930176820888,1.1659633047974511,-0.03448192044882699,1.2725521736492507,0.3322228120384096,0.3390977841137502,0.6157846230695264,0.35300594603913876,0.8462465213286954,0.1897820112318299,0.992162347571172,0.11061137504569085,1.0562716171465578,0.20076998616980749,0.2095808430210951,0.4338788613846305,0.7246666392144553,0.5084368347549181,0.7117944783126366,0.5822710674680938,0.5546240426312753
9,0.47896938648556364,0.12806058880035567,0.8405928353235813,-0.10305614685536613,1.0765071036129674,-0.21762392383747386,1.190725716640238,0.35634976891690556,0.36816060486990676,0.4791924581191046,0.21037605902433584,0.7267166589181511,0.039685685836775786,0.8800129374187518,-0.029456917333531674,0.9598649821724764,0.21856037603341835,0.2295000207580398,0.29161425760626847,0.5966994880056028,0.32266499293823314,0.5827390487283035,0.4151407313269852,0.3694065383791238
12,0.3698592664992421,0.009707841211559086,0.7395895166333356,-0.22771823637597427,0.9810951247214063,-0.3452585161258365,1.0987517908125009,0.3658516529017138,0.3774883087838002,0.36057259395836017,0.07519409739020844,0.6351718790673584,-0.07932648507283835,0.7846637237865939,-0.14625637311509093,0.8695769463486618,0.2336788577732715,0.24109600821453817,0.13729724789023642,0.548216416164133,0.18353654416990536,0.5205215279846374,0.32089634666738137,0.26474216920991955
15,0.2570935610954477,-0.110782105352743,0.6311807742440337,-0.35451022277872685,0.8772902353695068,-0.47547385211983584,0.9970153150299473,0.3731956851070436,0.38421707848051145,0.23227251642054936,-0.0419983675411516,0.5163070567144508,-0.18350150937264798,0.677978080040859,-0.255932628866517,0.7536902502423743,0.24387842292959794,0.24446781296993353,0.06522641393935277,0.5311979436769063,0.10092639205862913,0.4519545877204662,0.23270656339348786,0.14681249583806028
18,0.17554982477020795,-0.19378833188111166,0.5510437438360347,-0.4394449344338077,0.7999283422433794,-0.5605571553752696,0.9208283216721529,0.3755685486262591,0.38495602364510445,0.1420243893080897,-0.09781129651750248,0.41393948236547473,-0.2602712317946429,0.5995433697919896,-0.34070717864505384,0.6796324303036738,0.24729376374294723,0.24986739773215022,0.01881012020882495,0.39080387318407567,0.05630029310199721,0.33734307702400523,0.16275062146319347,0.09284671852925566
21,0.08953367109439817,-0.2822903496933255,0.46527179541966573,-0.5270444014844453,0.7124150534751436,-0.6473969962017857,0.833155550177203,0.3758364770436365,0.38015888372614254,0.05220694494250028,-0.16912322770549149,0.31201560408820156,-0.3291153656361341,0.4926557078578352,-0.40631004129263304,0.5600695997695588,0.2448151900968578,0.24231711578298132,-0.01762536306818011,0.3060642770909085,0.0033265683303472108,0.2637110779509684,0.08801388222703137,0.03899384644957528
24,0.04515683345211619,-0.3194211491194144,0.4148038491346653,-0.5586957955273157,0.6567287810815373,-0.6770426552528624,0.7749720560469275,0.3707015060126164,0.3713710518745556,0.02283458282353606,-0.19494784698614367,0.27465950126885763,-0.3636872125927416,0.4335450844623904,-0.4468798627646297,0.5160092198774296,0.2412209638242125,0.23838615324678475,-0.013429047999485145,0.1920015021902684,0.001329176114633794,0.0886704014154805,0.04605458969485467,0.025585911443349346
27,0.008426141666747041,-0.3619810135794209,0.3836514508620207,-0.60359251344256,0.6285861301366136,-0.7221818404418715,0.7484320375706331,0.3762674764614677,0.37653185035284265,-0.003160949734489345,-0.2456549129566431,0.23442529297219172,-0.40556543421891517,0.3939492906198081,-0.4858260289634443,0.4734992897737263,0.24309047994760974,0.2352112898741316,-0.05317253028900022,0.09731105063905736,-0.01306099654880764,0.03400925863129803,0.008112257734714506,0.0018623721542661538
