period.month,avg.effect,avg_CI.lower_68,avg_CI.upper_68,avg_CI.lower_90,avg_CI.upper_90,avg_CI.lower_95,avg_CI.upper_95,avg_SE.upper,avg_SE.lower,median.effect,median_CI.lower_68,median_CI.upper_68,median_CI.lower_90,median_CI.upper_90,median_CI.lower_95,median_CI.upper_95,median_SE.upper,median_SE.lower,correction.min_estimate_95,correction.max_estimate_95,correction.min_estimate_68,correction.max_estimate_68,correction.mean,correction.median
0,-0.1269267677441549,-0.2798505211385709,0.006349332996427005,-0.3789835584722597,0.094219954424244,-0.42620096209812,0.13662310648774956,0.13637886486963563,0.1498106537869194,-4.870408965187828e-4,-0.006815476614755045,0.0019167016688166473,-0.013524439121302807,0.0064425643887420225,-0.016851641839499033,0.011054282287421223,0.014120511858906604,0.014574177255719616,NA,NA,NA,NA,NA,NA
3,-0.15267347927387062,-0.3811803069935071,0.06662848452007841,-0.5288170779113861,0.20777894502273458,-0.6000636548277923,0.27633914045619895,0.21913596705021643,0.22566731948182284,-0.0115618134887332,-0.09764373719913942,0.052255636679076525,-0.15149640648387577,0.11120967086516592,-0.1824173604387857,0.13982364590583218,0.10402423974569183,0.10532628092447534,-0.013125983131282793,0.03117017926046499,0.002208067347781438,0.02672366318311679,0.011812624540151102,0.007215865350757019
6,-0.18038219128509203,-0.45888890754579625,0.08831877993029483,-0.6371199775553774,0.2620195135305088,-0.7237936801680123,0.34616337766517136,0.2676440369584469,0.2736184937536957,-0.029430912453173527,-0.15010575817710559,0.07195550956341806,-0.23511352896928367,0.14964259937785473,-0.27920208353325693,0.18838378671567274,0.13637452796115795,0.1389951734703635,-0.042839292275811305,0.045029129671540324,-0.01571969876751679,0.03939617569692011,0.007161249545624957,0.0026628100059905894
9,-0.2084661376147846,-0.5222411024643273,0.10206837115752211,-0.7255890989786997,0.3040124219630184,-0.8244035319832977,0.40069378183903137,0.30856719494502577,0.3117594420313392,-0.057952059236968265,-0.20445332960069798,0.08363329484669357,-0.3187639751078929,0.17754911264094397,-0.36999544254828537,0.22543373094628005,0.1610244753791319,0.16316699511418223,-0.09522803023459771,0.049904526742668154,-0.05377893572024672,0.04493469718147439,-0.005796981730391097,-0.008359402628624885
12,-0.2483587632403521,-0.602918616160438,0.09691814460419079,-0.8318853687070294,0.32595393229771497,-0.9429773381901624,0.43567298681112715,0.34500088999278233,0.3510556188604215,-0.08649645502788639,-0.2569364089734859,0.08524758443802218,-0.37776543501085896,0.19379133793367423,-0.4429718248254304,0.2500596152596486,0.17816825896930105,0.18506411292236735,-0.13249669622449134,0.06626284298685316,-0.11125906778254024,0.05458744816135473,-0.022694624403202482,-0.016976499345587752
15,-0.2740123842845979,-0.6614715635029077,0.10397692191558248,-0.9109895287841261,0.35406631576369146,-1.031964798067631,0.47379635206325893,0.3786547217013203,0.3835245305388973,-0.10752972073766208,-0.29892277714854726,0.07828341878010414,-0.42049798169177216,0.2027545842885054,-0.4916772173690712,0.26465968622287755,0.19353548894747066,0.20075714016359664,-0.16715150594411798,0.0744560839898194,-0.1280279090018238,0.05507846140629617,-0.03268164215980867,-0.027463154540694003
18,-0.30667926279214147,-0.7213124282663536,0.09677620583482484,-0.9875643550118198,0.3671772302025315,-1.1171753584955546,0.4959854136071195,0.40649745824400735,0.4106786110351092,-0.12765429321634553,-0.33007968610493243,0.06712610718736624,-0.48094201901469125,0.19309642828674028,-0.5503388978264481,0.253393507658514,0.2034998692436124,0.213105579928704,-0.23249490629700376,0.0858199526027554,-0.17266257605587348,0.058444887204579424,-0.05070703267887249,-0.053453020742323054
21,-0.3251371846931537,-0.7680241042352294,0.10244388984360572,-1.0490478440175295,0.38598885756295176,-1.185534518385893,0.5226471757485037,0.4312639569804496,0.4331992673420227,-0.14564657381869517,-0.36624767758330246,0.0582905611230906,-0.5095158615508625,0.1872988611774128,-0.5889744788252724,0.2635163107004414,0.2170751803120276,0.2281187555300021,-0.2403279948604215,0.07779473925031097,-0.19882975363742514,0.042084866084967344,-0.0691105179986301,-0.05901045801469944
24,-0.3746935101010797,-0.8391793752536458,0.07809376277941216,-1.137060451787766,0.37484946306548833,-1.281397412659871,0.5192526723708796,0.4537874897824213,0.4560838669329635,-0.18802668798003844,-0.42728443898344826,0.03679232363850122,-0.5857639476792732,0.1644791465767237,-0.6592028067746193,0.24443244700675046,0.23533703072367143,0.24495833241280426,-0.3282850573222191,0.05678089157831311,-0.24566548178211375,0.029474062493011342,-0.09924137862381714,-0.0820159493809623
27,-0.4192802191539313,-0.9072754098735064,0.05571043361222996,-1.219257836702156,0.37127301266944623,-1.3703709355269893,0.5244728963473835,0.4788314313000835,0.47810766859009013,-0.2231147614969737,-0.46921809389834074,0.021299585973972412,-0.6149028383523041,0.15778990536534113,-0.6988769119048835,0.22502415995685862,0.2483803622810683,0.2515790349611182,-0.35437245487277136,0.09015126281052269,-0.26006980956236886,0.035157532501964225,-0.10864223253655618,-0.10142901200827611
30,-0.45980332571450905,-0.9658633899123636,0.034516385283185826,-1.2893547842052386,0.36182078996578093,-1.4466226380061151,0.5200707723745056,0.4988952563738421,0.49637705970423385,-0.2462590215212764,-0.5135251509226146,0.005885590771970539,-0.6746128255548687,0.14297237353109488,-0.7678340233605145,0.22271640126550482,0.2636438174827628,0.265185184325586,-0.338627556311495,0.07418699504388686,-0.26523873531928477,0.024762040698800586,-0.112393353995744,-0.1080316689471841
33,-0.4920428453828857,-1.01893322790611,0.02543951471859105,-1.354707698797234,0.36057566397376406,-1.5184205216943811,0.5243626157302094,0.5177418482507362,0.5162202386415451,-0.27793215485427636,-0.554650590117854,-0.005509101622961643,-0.753100648627298,0.13183345918936917,-0.8405221311015852,0.22477114938819698,0.2800865523767711,0.27952347178714915,-0.4067117191777379,0.07579326000938463,-0.2847880266975097,0.0226337816041356,-0.13386142781454674,-0.1335665139062993
36,-0.5396634247613907,-1.0894697950024594,0.003181399079731282,-1.441633987213152,0.35066280736982836,-1.6131868007636674,0.518933620118367,0.5404852239920238,0.5406390044815814,-0.3079066457790567,-0.6009444233248813,-0.021238559684618186,-0.813219824798257,0.11771880328033998,-0.8914386768967247,0.20439141807893446,0.2920847476209195,0.29266271467763616,-0.45088223784080406,0.08762243357762933,-0.3120401251836466,0.04084437920975249,-0.1352998592187671,-0.13001151605199568
39,-0.5499798762154732,-1.1113260803453762,0.0015765948040821836,-1.4699699413702956,0.3542222017652965,-1.644539452500313,0.5259166961121435,0.5510510466610744,0.5503793792705239,-0.31597603065221763,-0.6060450451579764,-0.02936826012135695,-0.8031660471001769,0.10518290133508315,-0.9024840931337856,0.18799480923750597,0.2937105928299292,0.28754595765339197,-0.36489360494262135,0.1512119792215722,-0.29954802550255843,0.06534446391032632,-0.12118764130556345,-0.12706427742357096
42,-0.5847493971766657,-1.1533114100373592,-0.02576442701755266,-1.517081916338298,0.3313245573708065,-1.694040747366767,0.5050230423836589,0.5598205752400565,0.5583632927836927,-0.33406777478592437,-0.6417540212160794,-0.03706544649434618,-0.853094259755719,0.09445282989661774,-0.9437868725539749,0.17263072174048033,0.30327499986336304,0.2961181515861281,-0.3892101021606652,0.08171435131712033,-0.3064294165474695,0.021900677994955105,-0.13163159119106424,-0.1235653970725706
45,-0.6081425948672561,-1.1964188355942513,-0.03544121038038933,-1.573689519197433,0.33096241483653993,-1.7564353770868122,0.5094983035401458,0.577969629763473,0.5768774617674554,-0.36186445297500164,-0.6712505749390361,-0.033940670303747096,-0.8939822621751864,0.09214836299396922,-0.9996562751218827,0.17039526668004515,0.31380756283331657,0.3069945193844562,-0.43951974565085694,0.15395432597223888,-0.3357687424676494,0.06684973191428648,-0.13214950946549836,-0.13102297426458154
48,-0.6566711335386672,-1.275266178379372,-0.06965350980728433,-1.668730140373974,0.305983636049912,-1.8595066091075618,0.4885142978189017,0.5942143005526878,0.6030864119142749,-0.3683606660592935,-0.6800248367340527,-0.0423550678318709,-0.9040486026755918,0.08538440476781148,-1.023827844497753,0.16101541725487542,0.31538318129719756,0.3142610924310614,-0.3806987355686662,0.1233590942635558,-0.28698416090207796,0.02549610737650311,-0.12255239910956506,-0.12261976319643046
