period.month,avg.effect,avg_CI.lower_68,avg_CI.upper_68,avg_CI.lower_90,avg_CI.upper_90,avg_CI.lower_95,avg_CI.upper_95,avg_SE.upper,avg_SE.lower,median.effect,median_CI.lower_68,median_CI.upper_68,median_CI.lower_90,median_CI.upper_90,median_CI.lower_95,median_CI.upper_95,median_SE.upper,median_SE.lower,percentile_2.5,percentile_16,percentile_84,percentile_97.5,correction.min_estimate_95,correction.max_estimate_95,correction.min_estimate_68,correction.max_estimate_68,correction.mean,correction.median
0,-0.18771149823057545,-0.4163259250386534,-0.0063444345726176654,-0.5618935637092368,0.11276436559044732,-0.6360514094585145,0.1710100529918486,0.18144134110615073,0.21914398878275368,-0.0020175455857808842,-0.023004375766047996,0.0012476096178300014,-0.04620710163577915,0.01098500812396256,-0.05934001391566145,0.02647291627434694,0.046870222937897964,0.04780628362666756,-2.068838156226246,-0.3772287608682967,0.006093873938951044,0.40370282796552953,-0.13364314195215568,0.0028021959281446214,-0.061683868386849465,0.0014456961372260654,-0.020001894981974345,-3.618266715560671e-4
3,-0.2129482916767248,-0.49242943776407283,0.037786098826460855,-0.6710080248956181,0.20075254759579478,-0.7555371364534244,0.2781091558983091,0.2513633236729666,0.2724697301740906,-0.03457421776616504,-0.14947414868188919,0.03624561706806431,-0.2434802517520802,0.10311216462077803,-0.2920318005968797,0.14395541019460556,0.12417517082629416,0.13166420022537773,-1.703772990157562,-0.6035133114631167,0.09739348869455237,0.4239138874717723,-0.12428470063312425,0.045467925850981604,-0.0017794077873598095,0.026304979066752505,-0.002128188836152109,0.005438554768702372
6,-0.25344992582356335,-0.5803228319734982,0.055022318386888154,-0.7992448338218899,0.2497410031934247,-0.9050906204752837,0.3427519122651548,0.30383768609586814,0.3298367012943229,-0.0564365620736698,-0.22051596020526365,0.06504214180978095,-0.31532572503762024,0.1495985870368617,-0.3674379445767256,0.19368001175054736,0.15803235720390907,0.16829991848038914,-1.9285803896097575,-0.675938203427108,0.12023443452693215,0.5076584225524285,-0.12203091552355916,0.07269449950564419,-0.0010152650332931102,0.049356133472077984,0.007558093313909985,0.01275409924194189
9,-0.2759294495402604,-0.648189935617911,0.0788882226879467,-0.8888311923482736,0.30350188301053377,-1.005057515234975,0.4081314220194413,0.3435925483503006,0.3729560771655812,-0.0884645655536075,-0.28083616462298755,0.0844527423982189,-0.39093595001238324,0.18744830956444652,-0.4504678530333619,0.2439339147344503,0.18087315310234706,0.19246466549458244,-2.1781980434443216,-0.7277059854577086,0.1327225016326679,0.597783291477286,-0.1449300786713128,0.06028271972658272,-0.002494612224776797,0.05724609991911466,0.0029992914555350236,0.010435613312246893
12,-0.31654182170255246,-0.7424952936197265,0.09005130969588297,-1.023732972991182,0.34901449686345776,-1.1592038092611514,0.4743313078098859,0.39393491391481844,0.42763283958376147,-0.12138650107751442,-0.3550241914566778,0.08620664074871609,-0.48259505575355915,0.21543748817171576,-0.5578319847418689,0.28057316212280525,0.20982179705830603,0.21538356082770527,-2.4329126121914553,-0.8037636300453495,0.13294318312135742,0.6810761819013137,-0.1796619538773934,0.06628114791949079,-0.0080140706970677,0.058700811870347314,-0.00324786746041884,0.003095336846493729
15,-0.3255832677900776,-0.7903336897093778,0.11791194082841587,-1.0947297661279403,0.40327298371428166,-1.2426718691320668,0.5425764578987706,0.42873819616736014,0.4670838552167851,-0.14832316566751502,-0.3965201910156546,0.08250281989613985,-0.5342322533232435,0.23135232452534354,-0.609683271890539,0.30837777433026303,0.22784944888344436,0.24481557775327165,-2.6653675692177536,-0.805265880769735,0.14514651891650468,0.7250637529544279,-0.17999598034612332,0.06298380934044183,-0.01456782074610749,0.03646302568830768,-0.01395740555341975,-0.006367196540923523
18,-0.3597850404100337,-0.8690123861011442,0.11751297654050329,-1.2028057816235262,0.4330169201347287,-1.3565108024993369,0.5806720987386236,0.46775533474538616,0.5076549846490853,-0.17411349252634573,-0.43997645375833966,0.06995754163144109,-0.5909394443194762,0.23404682608081095,-0.6797053852376576,0.322644233783636,0.24501641825892073,0.26010952889540195,-2.7946992026267354,-0.8425934387087117,0.12523324408396921,0.799909646879192,-0.20937483138765572,0.06276801858563857,-0.03869206031254615,0.016591112396623003,-0.030919221923946506,-0.010259034613784917
21,-0.3657918865318789,-0.9078727845923471,0.12324270936629561,-1.2555474726202058,0.4534675751343185,-1.4236442427874583,0.6071326117562167,0.4927187233564664,0.5356227607857367,-0.18951715774192054,-0.4791848699290998,0.06036134515238076,-0.676447886869708,0.22505772064951585,-0.7588757391044505,0.31777161458272335,0.26037377033610654,0.2782293290041375,-2.6358359611142133,-0.8576750024588651,0.10478870428608003,0.8962047593476168,-0.23002359491496463,0.04387149452778563,-0.042891952845108966,0.03023940914501857,-0.042291609059092135,-0.02907333733666631
24,-0.42190424310758495,-0.9931703301014078,0.10537735026744913,-1.3641911985019504,0.4576494591925857,-1.5422013205333291,0.6230359607416195,0.5289128332992298,0.573408110570749,-0.2404667424171929,-0.5593360843833539,0.034593180509057575,-0.7277573370510193,0.22377620788028701,-0.8631384711475671,0.34028872036670776,0.29127703960158996,0.2999145948398737,-2.759847219311734,-0.9380003824877854,0.08791214202869554,0.8519663309420386,-0.2824239732859576,0.05697747715342844,-0.08190973505051745,0.024166105448360453,-0.060271880530059385,-0.03998620080853844
27,-0.47220245817510254,-1.0796781820849064,0.08756109402813404,-1.466610403547763,0.4588569151133556,-1.6570462069284675,0.6339017988219701,0.5621468740445682,0.6073336403151401,-0.29439609174999476,-0.6235318829220616,0.020475649223377634,-0.8463233475790359,0.19299202497517767,-0.9437322744642572,0.3141575499416128,0.31018551511346615,0.3271595497428174,-2.911655076472604,-1.0012169667901345,0.05279491159461242,0.8246860909173144,-0.3349434410349117,0.040724812530369414,-0.14037754456394905,0.010980227709491006,-0.0837646700049827,-0.057858176825340155
