period.month,avg.effect,avg_CI.lower_68,avg_CI.upper_68,avg_CI.lower_90,avg_CI.upper_90,avg_CI.lower_95,avg_CI.upper_95,avg_SE.upper,avg_SE.lower,median.effect,median_CI.lower_68,median_CI.upper_68,median_CI.lower_90,median_CI.upper_90,median_CI.lower_95,median_CI.upper_95,median_SE.upper,median_SE.lower,correction.min_estimate_95,correction.max_estimate_95,correction.min_estimate_68,correction.max_estimate_68,correction.mean,correction.median
0,-0.12692539047630708,-0.2833766421569837,0.0029917019490000823,-0.3851231549676546,0.08804822355277832,-0.43320049585626985,0.12928140182871264,0.13235626121852917,0.1535748463261944,-4.844141318437865e-4,-0.0067916165996019864,0.0017900382052043777,-0.01319777146985901,0.006052264657569636,-0.01663277873599252,0.010791127270208534,0.014380219184647136,0.014076266036278736,-3.308860081619924e-4,0.010826420022590048,1.0189525399589346e-4,0.0013570042035070907,0.0013756621296865427,4.109113233358288e-4
3,-0.15261126694096103,-0.3854609516361885,0.06221405694899437,-0.5359537999318752,0.1999892539472459,-0.608751182498432,0.26681070423778513,0.21348642665445366,0.23066100139212845,-0.011272488772370519,-0.09313155949749813,0.05164853194260348,-0.15117190302138678,0.10758359319601868,-0.1824173604387857,0.13662540907171172,0.10358744933912746,0.10610605016689792,-0.11423314296459142,0.03444362521208841,-0.029449660505298708,0.02833532834043969,-0.002552055267526006,0.004853490155202473
6,-0.18041416314298,-0.46400274893919347,0.08309373870352287,-0.6456549619433515,0.2531631434672363,-0.7336741431115282,0.3355037683456862,0.2611506361860971,0.27955221127330626,-0.02943091245317353,-0.14977248757335176,0.07069179452725345,-0.23524203360987028,0.14476175881321302,-0.2808263594849979,0.1823366210664656,0.13483682647000186,0.14051289623618324,-0.1478411142729495,0.049158420380869317,-0.04558681991983746,0.03786962653487387,-0.008618490018672712,4.1796130776839953e-4
9,-0.20848852013276004,-0.5285769762602016,0.09568498887636126,-0.736236600538396,0.2926384654972507,-0.8367446622997619,0.3873564851211497,0.30066938978330277,0.3190822822854965,-0.057952059236968265,-0.20544364613028987,0.08166848535191305,-0.32098692522914396,0.1729513592563085,-0.37253882200801125,0.22025516525301386,0.16006126824245473,0.16358670947249865,-0.19121401375327474,0.054537297777073314,-0.07936910561200029,0.042833018134959724,-0.020522783063044992,-0.009932656897261694
12,-0.24839875987250878,-0.6102403314583472,0.0900098688116631,-0.8441340406949049,0.3141950412573739,-0.9568844096651852,0.42149058685270524,0.33658298626395533,0.3590050805597521,-0.08649645502788639,-0.2583323889260708,0.0806767376129899,-0.38613673818092753,0.18993404452996182,-0.44941521335697743,0.24497675884575076,0.1768347077244775,0.18672698945864455,-0.22878142401549753,0.06557300177650857,-0.09324080684880287,0.04834479119219528,-0.028676195015505352,-0.019004054574221267
15,-0.27404876975758463,-0.669370049643402,0.09660550110816138,-0.9244840677232606,0.34179543312705185,-1.047147111517925,0.45893691949432963,0.36963093226522,0.3921780650772876,-0.10752972073766208,-0.2981912144030224,0.0763911013790692,-0.4211149228957179,0.19818301476557001,-0.4940597074700438,0.2597213042701215,0.1909648583082827,0.20219903622781246,-0.22828492366660744,0.06572737038961676,-0.13764176160210706,0.044710728195479284,-0.04364294631054002,-0.03152532131347073
18,-0.30670857288881426,-0.7289640030844681,0.08911043911112027,-1.0011214283969119,0.35312821786341975,-1.1324234666970054,0.479289160013408,0.3978012893026281,0.4189752286984738,-0.12765429321634553,-0.3293085835615748,0.06582113935563844,-0.4832877287786522,0.18880387333670148,-0.5530922598907719,0.2517335357699172,0.202880415598689,0.21543256939509403,-0.2567271042249763,0.09374459797136694,-0.16534584779137776,0.05226023801812198,-0.054584983378101304,-0.04722569969822919
21,-0.32516076871720007,-0.777280292033362,0.09286444799975879,-1.0653102480872247,0.36796032404978707,-1.2037411208202098,0.5007855470861051,0.42069099281246325,0.44311676935731714,-0.14564657381869517,-0.36774814545756584,0.05728628263956005,-0.5206665512654445,0.18513987111936644,-0.5979356449823738,0.26201942679744306,0.21568772911140308,0.228857397239526,-0.3317485059419546,0.09469005579501308,-0.1983575109366856,0.045154131171204176,-0.07468157269996374,-0.06561952486768746
24,-0.3747033772347633,-0.8484305018401672,0.06837950833685646,-1.152872047199411,0.3571620203156099,-1.2991894058673883,0.497751133113764,0.4433330774581841,0.4657731580615313,-0.18802668798003844,-0.4301116826657579,0.034593180509057575,-0.5911041763659635,0.16484986666390097,-0.6594021393015743,0.2420635601540394,0.23359784146120477,0.24559008009003347,-0.34067585312974225,0.09731560680396592,-0.22601814927095623,0.03773069356876835,-0.0887070951658435,-0.07955449276664858
27,-0.4192787461876333,-0.9175397117664503,0.04391746113450384,-1.2366029548900892,0.349968752129448,-1.389694071148347,0.4993776160055394,0.46767165046456166,0.48854838205498197,-0.2231147614969737,-0.4735357046173735,0.0192649207534496,-0.6151972092428054,0.15558966942708707,-0.6988769119048835,0.23347703376929993,0.24801880362658307,0.25251480948306365,-0.39068036431198583,0.12539212263027008,-0.27494473411464593,0.037675569652460446,-0.10267025668979783,-0.09205758480720891
