period.month,avg.effect,avg_CI.lower_68,avg_CI.upper_68,avg_CI.lower_90,avg_CI.upper_90,avg_CI.lower_95,avg_CI.upper_95,avg_SE.upper,avg_SE.lower,median.effect,median_CI.lower_68,median_CI.upper_68,median_CI.lower_90,median_CI.upper_90,median_CI.lower_95,median_CI.upper_95,median_SE.upper,median_SE.lower,correction.min_estimate_95,correction.max_estimate_95,correction.min_estimate_68,correction.max_estimate_68,correction.mean,correction.median
0,-0.23117644435872015,-0.6308304821311042,0.0635861618343017,-0.8645811223093296,0.25756384827708034,-0.972756477700136,0.35068959894009677,0.30584603547088723,0.34475162584968516,-6.704990097099461e-4,-0.01312778307618274,0.003398000548804422,-0.023950493303745306,0.011357658271579162,-0.02927876603998643,0.01614465076120057,0.02150253716807176,0.021834618944419636,-0.011935769653768719,0.0039768664404048965,-9.967643752665438e-4,0.0011199819339882944,-5.857754880553759e-4,3.666058178046383e-4
3,-0.35800926836801433,-0.8862318711709856,0.12066207938021488,-1.246309448458622,0.4338979624119839,-1.4209434905417464,0.5840665758629344,0.4793076123699625,0.5352846174707375,-0.07686359367617486,-0.2571685710776626,0.05235811022604165,-0.3883563204153944,0.14585629312090292,-0.46441286742255056,0.1974791559861542,0.19756939202544205,0.21256965008444695,-0.30494858491939714,0.01257633077796259,-0.16412032163039625,0.0018405636450647992,-0.05828336482318266,-0.025527877448747717
6,-0.6050788061256784,-1.244342104056502,-0.024646493675916672,-1.6595955291175097,0.34081318055479726,-1.8585706720659756,0.5163854995735325,0.5750444016974797,0.6201641575028332,-0.2526384293999946,-0.5334459231984021,-0.05569551863079458,-0.6927039001038686,0.04315341666707842,-0.7674085281075843,0.10542769550795941,0.24521199333831575,0.2547338317030135,-0.5664533569428882,0.022127402567062207,-0.37476108798742214,-0.03320640606578676,-0.14528220515797027,-0.08023684488166356
9,-0.7757887925254204,-1.461168589983814,-0.1529751537848438,-1.9235300447335892,0.2458178864680364,-2.144946297701774,0.43892881677640266,0.6382058696461456,0.6789271259530597,-0.38007763118965043,-0.6903747687983381,-0.13229209198841907,-0.8811888333671727,0.006599840509843025,-0.9725019572213142,0.06553960952818383,0.2857343018749344,0.2904967489785334,-0.739921994377785,-0.033154768427072115,-0.5213495530746849,-0.059533765249773156,-0.20684804689348085,-0.11462699977597256
12,-0.8553214998844927,-1.5864902397814775,-0.19802426043606014,-2.065270093926165,0.21423067582010116,-2.2932974116926585,0.41538054762695586,0.6722615839464122,0.7076733338914069,-0.4531434770297908,-0.7863261155308141,-0.17231198340012852,-0.9835061327945309,-0.012089635319438477,-1.0709336876065065,0.047467137158248726,0.30443140277375874,0.3063555677169897,-0.8151220696051066,-0.035548100428768784,-0.6122244392214495,-0.06489855207690874,-0.2318318110116924,-0.1256149146275481
15,-0.9233062122267257,-1.6940164687643584,-0.23297782972783246,-2.2009076916939367,0.21141907497233062,-2.4434891630324116,0.429437579610862,0.7178751046603905,0.7519461358453564,-0.5234558591163756,-0.856257873690657,-0.19281656324435684,-1.0511473017564015,-0.01459639200309057,-1.1652992508749442,0.05289832010028084,0.3273646096967041,0.3271607635934399,-0.8857566618859278,-0.013074006669902279,-0.6861228844022426,-0.054061658277163464,-0.24066090572304355,-0.11671409900839722
18,-0.953090735948035,-1.7443854115651218,-0.2392751810075085,-2.2637132298922578,0.22968124808645696,-2.514421984791048,0.4583141441437722,0.7439171561055096,0.7789163588836898,-0.5612824485905409,-0.8886841600519145,-0.20622387668280034,-1.1197832827802414,-0.010155968328519813,-1.2311973611196445,0.06732572253412195,0.3414474460564636,0.3359656510242831,-1.023870824077881,-0.01372450492048595,-0.7101972969478003,-0.06475416329208047,-0.24598810514831376,-0.10846068382628038
21,-0.9669252580885505,-1.7752695465516701,-0.2365226683269366,-2.297381480685553,0.23628557275800263,-2.5491588729070727,0.46539948987972196,0.7535795081486959,0.7910364138177668,-0.5633373295809938,-0.8986555364289581,-0.19970685565101837,-1.1173685038476697,-0.009437892066846254,-1.229179380710665,0.07376307673199092,0.3480910143890765,0.3439477068025161,-0.9986598884249882,0.014160549858061491,-0.715970713724151,-0.040890925948796154,-0.2293295629938198,-0.08721088124292053
24,-0.974897407334943,-1.7840514778091798,-0.24178120942463482,-2.3070300379215016,0.2323962468730672,-2.558129881150777,0.4622534892209383,0.7531941828946956,0.7865585634226945,-0.5602814397854654,-0.91814531972479,-0.1993781227606932,-1.1307546358507339,0.0011337378456245661,-1.2411853784341855,0.07574303287462636,0.35341660654637685,0.3458482330029296,-0.9239443314306035,0.02140920105790667,-0.7095813044970979,-0.038008470546813715,-0.22722550842670952,-0.08924156381910206
27,-0.9679561922932557,-1.8210759384146156,-0.2194076532769723,-2.3725976080173146,0.27258424999774045,-2.636543259956916,0.5109530410431605,0.7869781028025031,0.8222514111678845,-0.5356309066048675,-0.9178559801993005,-0.16213119418149954,-1.1387286965981445,0.018792789772290985,-1.2613260021344546,0.10206464896472317,0.3623935652582297,0.3649606397404802,-0.963308947641822,0.022394868711565978,-0.7088931110247912,-0.02576066305078679,-0.22989395417694414,-0.09483763081227728
30,-0.9431016138308158,-1.810953312577126,-0.17583813764158676,-2.3676555091238334,0.322923687210779,-2.634315464902908,0.5653674937232778,0.7998978348380646,0.8358568713373756,-0.5240738515759541,-0.929782226322199,-0.15203870938235126,-1.1749132063299963,0.04116559378654622,-1.2945298643980079,0.13294970508140458,0.3750602760851215,0.3793772082165933,-0.9582925566323417,0.03591739317775161,-0.7029307061388689,-0.014197445742678965,-0.22124857438290801,-0.09924387567421039
33,-0.8824986350187832,-1.7376439059795035,-0.11829482199057649,-2.293167941645251,0.37838254339221933,-2.5580880449569623,0.6223712748331288,0.7896097414049805,0.8301802900741244,-0.5014834887197568,-0.9216008501947652,-0.10710673763752265,-1.180995226431342,0.06400973983728797,-1.3088360949068107,0.18170928709811784,0.3904452067652673,0.39078241398913827,-0.9415263378440315,0.04641329835648618,-0.6497715449205268,7.815538393785926e-4,-0.21225186563701923,-0.11549364445233057
36,-0.8050520590619834,-1.6141420656813157,-0.0722240975014878,-2.1435481015621143,0.40863904429169234,-2.395262051993231,0.6487465430954406,0.7583614043086818,0.7937485119258236,-0.4636979188801791,-0.8801786376893735,-0.08563110384114855,-1.136379975578245,0.0928801559354418,-1.2670190556008283,0.2168497741939485,0.38011159970019337,0.37940030056793517,-0.880932930437218,0.06428697575759411,-0.6243130778691485,0.007370614327779153,-0.1983124325588691,-0.09964130601790037
39,-0.7587844282446834,-1.5560330027011386,-0.03605599611600605,-2.0642008673635672,0.4330922903677763,-2.3090270499703616,0.6624932062516338,0.7360768666732265,0.7721164838751352,-0.4232579253471789,-0.8413762915837715,-0.049888818636084756,-1.1040732960082869,0.14327824177159942,-1.1991641819319803,0.26195254171389004,0.38277096835111474,0.3950768457949866,-0.7879279011000471,0.09177808753269794,-0.5707185869701039,0.016729630801604917,-0.17347397768206932,-0.0895985521367536
42,-0.6909798557376811,-1.472949977239694,0.017617312872854216,-1.963874350426122,0.47338962780679267,-2.2014424619603217,0.6965596724072614,0.7176652546864455,0.7526802630411958,-0.38447513006893197,-0.814251836048615,-0.007571124628151925,-1.0645667095398301,0.1838231995694985,-1.1861364587858207,0.29738869441711485,0.3848422017153791,0.385461996761869,-0.6986569397251461,0.07672361967394109,-0.5064371813429052,0.014274933051390059,-0.152206751817749,-0.07158355914499048
45,-0.6689094547932931,-1.454428408912608,0.04083123526132878,-1.9509616902277689,0.4997618886855805,-2.1906147980702197,0.7228073488531405,0.7198263906532492,0.7575636817313801,-0.3650881465017896,-0.7986487382468532,0.008935181945753407,-1.0523044981079848,0.20271427493178212,-1.1525426168981254,0.3178469836778751,0.3819058759969156,0.3743309168256373,-0.6874021229190089,0.09232819458966585,-0.4853649469625638,0.019924507749603984,-0.13158757268611762,-0.04552200301564125
