period.month,avg.effect,avg_CI.lower_68,avg_CI.upper_68,avg_CI.lower_90,avg_CI.upper_90,avg_CI.lower_95,avg_CI.upper_95,avg_SE.upper,avg_SE.lower,median.effect,median_CI.lower_68,median_CI.upper_68,median_CI.lower_90,median_CI.upper_90,median_CI.lower_95,median_CI.upper_95,median_SE.upper,median_SE.lower,percentile_2.5,percentile_16,percentile_84,percentile_97.5,correction.min_estimate_95,correction.max_estimate_95,correction.min_estimate_68,correction.max_estimate_68,correction.mean,correction.median
0,0.9836232642629427,0.922357415986737,1.0428282206160513,0.8822711748771096,1.0809980987997518,0.8629258555323598,1.0991235061599203,0.06594668501881583,0.07992286385134675,1,0.9811324375079676,1.0065813503406407,0.9776845328771576,1.0135460735385466,0.9755605925478544,1.0161301648775298,0.019317212834715877,0.03788850753440522,0.6412089972286219,0.9815049258294577,1.013586532100194,1.0911639168003016,0.9743934959461238,1.0283856076251616,0.986841667079352,1.000515113952881,0.9980738186083895,0.9964693981356697
3,1.1248912151504253,0.8959877554445664,1.3497582371380954,0.7460074137803686,1.4984784364431911,0.6728398095610286,1.5717268639347395,0.22744428538415418,0.23225755442772228,1.0527008826636106,0.8831517851096381,1.1599425368914025,0.7653870888571864,1.2198299668515558,0.6991035404181812,1.2495987633039336,0.14830462823236704,0.14659124088261422,0.5023638663499218,0.772137230736031,1.4464448004093495,2.648148244772539,0.9281269552308965,1.0576054015150906,1.0016165486917246,1.0502863994469078,1.0233652394332882,1.0415124878463349
6,0.9447068247870016,0.6572026376250867,1.239453119487682,0.4685760482166627,1.436210722213849,0.3801934592229834,1.531745091505896,0.30053214824297736,0.29983605393127394,0.8808018429406028,0.6635307642944945,1.0685501349353124,0.481184431799231,1.1333358365077442,0.39753533622571036,1.1751501423707404,0.19349865790647996,0.18793483196604754,0.0809354890224563,0.5880699838493374,1.3491142661566415,2.1830011904156104,0.7535221031618279,0.9580943155377477,0.83926042178115845,0.9181238381241509,0.8812476990711557,0.9117290006457868
9,0.8522010487102557,0.5120870863792505,1.1913050030143877,0.2845647457493222,1.4165905359687085,0.175723670861337,1.52630226259007,0.3581337014754958,0.3597242746543565,0.7694176309925043,0.5497045977170629,0.9553007239786206,0.38700447378717345,1.038832376166728,0.2659426099506218,1.1091020348734917,0.1795662665132952,0.18175748654656299,-0.4293711472926646,0.40756811782183566,1.3441503190433184,2.5686359680725177,0.6388996233247135,0.8562169995931663,0.7266224974612391,0.830421541866362,0.7801742240189482,0.8109239722803288
12,0.7914376029145971,0.42795988105255794,1.1420870386602964,0.19994787814172077,1.376815825004644,0.08294188879670053,1.4901657915668065,0.3680988898585953,0.3673746510615892,0.713578376340645,0.422799198160556,0.9688685412106737,0.3140903421317939,1.051599117265464,0.25100074155282426,1.1013655246846334,0.18793513470093498,0.18360491825423264,-0.49946599169660333,0.3580021420918639,1.1519222717137652,2.605790915903926,0.570359819695431,0.7680957870556043,0.6627124346355833,0.7393878660981024,0.704341621003555,0.7345452830230985
15,0.6602256453491631,0.24935358671450955,1.0459908100799578,-0.019302157821158218,1.3033315150785414,-0.14409225997865677,1.4293804953737081,0.406592001801351,0.4064732324658806,0.5529243552340872,0.3435794680558278,0.8050388729223105,0.1659176067141156,0.9187267934133765,0.09524462886080887,0.9787866015534317,0.20341572214273254,0.2145376171040436,-0.5264722853132024,0.24016156102460168,0.9539011137606646,2.597910135100123,0.3970917955357425,0.5974247454373663,0.5197870796418904,0.582780470452543,0.547409508574458,0.5791313446628992
18,0.5723696817134654,0.16191233323257948,0.9776079070966116,-0.10181350585010346,1.2459349765181125,-0.2255778548319513,1.3756194911401736,0.4209457609592545,0.42295606765733623,0.4640982316386882,0.2774124325329563,0.6548525540639448,0.12543073263828197,0.8232981580590933,0.022450185646780252,0.8704649460257882,0.19378005955718047,0.21281551844492627,-0.8825186175749942,0.10586919703509913,1.001434513577281,2.5157603588762316,0.30469864680996955,0.46023410745884075,0.39640289082547503,0.44183867934623033,0.4132457262000215,0.4336171531717637
21,0.3313122416960519,-0.08894926411158,0.7668943394271922,-0.3445255267249107,1.0292597970607653,-0.4710454295781794,1.1561562445684321,0.4189875326714038,0.4187644471739306,0.3126363576961231,0.0698516144083445,0.5064362082970103,-0.1049312817811213,0.6884140509285661,-0.18911377920358385,0.742703999229112,0.19910442397722045,0.21900570355216345,-1.6909869425999848,-0.03568981667016298,0.7378844783925445,2.0171408836728273,0.1654560141272027,0.3670369734415072,0.23316930275576606,0.33299405071906213,0.2941934914267725,0.3267579582746781
24,0.18054274480343543,-0.20010170513796788,0.5674250582064021,-0.43743966085974295,0.81292142473547,-0.5551893644145027,0.9277923495892164,0.3943239887887912,0.3993307768975727,0.1999712053561543,-0.026836932075043042,0.4028193754685415,-0.17921625043376038,0.5421871553251811,-0.23140571272136967,0.5760424127131489,0.18450926358664532,0.19112306497730033,-1.7287594139326126,-0.2109662933093881,0.587712667765433,1.6724486143886543,0.08465474592671009,0.3072737568957619,0.15859885841846755,0.273750260475912,0.22637312724533667,0.2535846743288845
27,0.12414959678721227,-0.2501977433761378,0.5149128918580254,-0.5021352033799291,0.7698106363482657,-0.6262752263550804,0.8925262369289083,0.39250678760051766,0.3910508756590465,0.14571167357158732,-0.07862737192042296,0.3048301987832111,-0.2167609022721682,0.4594297743229243,-0.26813866691079524,0.5528396692850104,0.2016055989531735,0.20081423032089268,-1.9022856827466619,-0.2709942755118289,0.5209805723760776,2.2349362159916035,-0.008022538258700296,0.2056566635710902,0.09151813644400608,0.17290691949943232,0.14089787673233511,0.1664290607068153
